Frame,Timestamp,TaskDuration,Completed
5316,70.9463,70.0864,No
8111,110.1541,12.9028,Yes
15097,189.8764,76.4715,No
18407,236.1649,28.3747,No
20215,261.3624,14.1422,Yes
22306,290.6797,26.4435,No
26181,344.5804,52.54,No
28223,373.1464,25.3724,No
29567,391.8416,11.8337,Yes
33407,445.3253,49.7911,No
