Frame,Timestamp,TaskDuration,Completed
1752,19.514,5.9716,Yes
2670,32.2634,7.9732,Yes
3359,41.833,7.5685,Yes
4113,52.3045,8.3326,Yes
4869,62.8039,8.9439,Yes
6706,88.3178,23.8054,Yes
7494,99.2618,10.0976,Yes
9792,131.1794,30.3477,Yes
10943,147.1657,10.5279,Yes
13399,181.3019,20.8873,Yes
