Frame, Timestamp, TPHotspot, HMD_x, HMD_z, Duration, WasTP, ZOI, Distance, RightHand_State, LeftHand_State
1474, 15.6540, TP_Juguetes, 4.5850, 9.7874, 0.4627, False, Unknown, 0.0000, Disabled, Hover
1585, 17.1979, TP_Juguetes_2, 5.0260, 7.7050, 1.5439, True, Unknown, 1.6859, Disabled, Select
3070, 37.8193, TP_Juguetes, 5.0481, 7.6600, 0.0125, False, Unknown, 0.0000, Disabled, Disabled
3106, 38.3207, TP_Juguetes, 5.0460, 7.6628, 0.4874, False, Unknown, 0.0000, Disabled, Disabled
3663, 46.0555, TP_Decoracion_2, 5.0757, 7.6444, 0.0774, False, Unknown, 0.0000, Disabled, Hover
3802, 47.9866, TP_Decoracion_2, -5.3651, 5.1510, 1.1533, True, Unknown, 10.6836, Disabled, Select
5632, 73.4025, TP_Mid_2, -5.4130, 5.1083, 0.6948, False, Unknown, 0.0000, Disabled, Hover
5816, 75.9578, TP_Mid_2, 2.0901, 4.4499, 2.0006, True, Unknown, 5.4069, Disabled, Select
6332, 83.1226, TP_Moda_2, 5.8930, 2.0390, 2.0140, True, Unknown, 7.3972, Disabled, Hover
8461, 112.6941, TP_Moda_2, 5.7798, 2.0862, 0.0269, False, Unknown, 0.0000, Disabled, Select
9115, 121.7779, TP_Mid, 2.0900, 7.3580, 2.0008, True, Unknown, 3.0795, Disabled, Select
9248, 123.6236, TP_Juguetes_2, 2.0903, 7.3577, 0.0150, False, Unknown, 0.0000, Disabled, Disabled
9285, 124.1364, TP_Juguetes_2, 2.0796, 7.3373, 0.4985, False, Unknown, 0.0000, Disabled, Hover
9413, 125.9147, TP_Juguetes, 5.0370, 6.4329, 2.0136, True, Unknown, 2.9207, Disabled, Select
9827, 131.6660, TP_Comida, 4.9046, 6.4357, 0.0280, False, Unknown, 0.0000, Disabled, Disabled
12113, 163.4287, TP_Mid_4, 4.9205, 6.4451, 0.1102, False, Unknown, 0.0000, Hover, Disabled
12497, 168.7673, TP_Decoracion_3, -5.0471, 1.5710, 2.0047, True, Unknown, 12.2679, Select, Disabled
