Frame, Timestamp, TPHotspot, HMD_x, HMD_z, Duration, WasTP, ZOI, Distance, RightHand_State, LeftHand_State
1228, 17.1137, TP_Mid, 4.4212, 9.4152, 1.7546, False, Unknown, 0.0000, Disabled, Hover
1464, 20.3910, TP_Mid, 4.3966, 9.4001, 0.5693, False, Unknown, 0.0000, Disabled, Hover
1788, 24.9070, TP_Mid, 4.4174, 9.4082, 0.6973, False, Unknown, 0.0000, Disabled, Hover
3057, 42.5295, TP_Juguetes2_Adjacent, 4.3941, 9.4677, 2.5127, False, Unknown, 0.0000, Disabled, Hover
3541, 49.2522, TP_Juguetes_Adjacent, 4.3907, 9.4707, 6.7227, False, Unknown, 0.0000, Disabled, Disabled
3652, 50.7935, TP_Juguetes_Adjacent, 4.3912, 9.4715, 0.0272, False, Unknown, 0.0000, Disabled, Hover
3782, 52.5991, TP_Juguetes_Adjacent, 4.3934, 9.4721, 1.4310, False, Unknown, 0.0000, Disabled, Hover
3893, 54.1409, TP_Juguetes2_Adjacent, 4.3913, 9.4785, 0.7491, False, Unknown, 0.0000, Disabled, Hover
4110, 57.1551, TP_Juguetes2_Adjacent, 4.4239, 9.4600, 0.0697, False, Unknown, 0.0000, Hover, Disabled
4431, 61.6123, TP_Juguetes2_Adjacent, 4.3939, 9.4424, 3.9570, False, Unknown, 0.0000, Hover, Disabled
4517, 62.8075, TP_Juguetes2_Adjacent, 4.4439, 9.4182, 0.4996, False, Unknown, 0.0000, Hover, Disabled
4645, 64.5852, TP_Juguetes2_Adjacent, 5.1939, 7.7100, 1.0836, True, Unknown, 1.9726, Select, Disabled
9299, 129.2371, TP_Mid, 5.0366, 7.4743, 0.0126, False, Unknown, 0.0000, Hover, Disabled
9786, 136.0131, TP_Mid_3, 5.0467, 7.4555, 6.7630, False, Unknown, 0.0000, Hover, Disabled
9876, 137.2632, TP_Decoracion2_Adjacent, 5.0586, 7.4392, 0.4578, False, Unknown, 0.0000, Hover, Disabled
9929, 137.9987, TP_Decoracion_Adjacent, 5.0590, 7.4480, 0.7354, False, Unknown, 0.0000, Hover, Disabled
10080, 140.0965, TP_Decoracion_Adjacent, 5.0606, 7.4507, 1.8897, False, Unknown, 0.0000, Hover, Disabled
10569, 146.8877, TP_Decoracion_Adjacent, -5.3590, 4.9921, 6.5144, True, Unknown, 10.8462, Select, Disabled
13378, 185.9005, TP_Mid_7, -5.3609, 4.9864, 0.2513, False, Unknown, 0.0000, Hover, Disabled
