Frame, Timestamp, Object, Section, State, Position_x, Position_y, Position_z, Rotation_x, Rotation_y, Rotation_z, Scale_x, Scale_y, Scale_z, RightHand_State, LeftHand_State
2803, 26.8657, baby_yoda, Juguetes, Select, 5.5182, 1.4198, 7.3008, 0.1726, 270.2502, 359.8349, 0.1060, 0.1060, 0.1060, Select, Normal
2806, 26.9070, baby_yoda, Juguetes, Select, 5.5209, 1.4306, 7.2787, 3.0063, 274.6501, 357.0971, 0.1060, 0.1060, 0.1060, Select, Normal
2809, 26.9484, baby_yoda, Juguetes, Select, 5.5275, 1.4410, 7.2560, 5.1921, 278.8893, 354.6520, 0.1060, 0.1060, 0.1060, Select, Normal
2812, 26.9899, baby_yoda, Juguetes, Select, 5.5311, 1.4472, 7.2468, 5.8717, 280.7415, 353.8642, 0.1060, 0.1060, 0.1060, Select, Normal
2815, 27.0306, baby_yoda, Juguetes, Select, 5.5329, 1.4545, 7.2434, 6.6115, 282.1312, 354.2874, 0.1060, 0.1060, 0.1060, Select, Normal
2818, 27.0722, baby_yoda, Juguetes, Select, 5.5363, 1.4622, 7.2463, 7.8110, 282.6868, 356.1614, 0.1060, 0.1060, 0.1060, Select, Normal
2821, 27.1149, baby_yoda, Juguetes, Select, 5.5424, 1.4681, 7.2538, 9.0334, 282.6005, 359.1062, 0.1060, 0.1060, 0.1060, Select, Normal
2824, 27.1569, baby_yoda, Juguetes, Select, 5.5498, 1.4713, 7.2613, 9.9445, 282.4076, 1.6794, 0.1060, 0.1060, 0.1060, Select, Normal
2827, 27.1980, baby_yoda, Juguetes, Select, 5.5591, 1.4742, 7.2733, 11.2564, 281.3771, 5.3846, 0.1060, 0.1060, 0.1060, Select, Normal
2830, 27.2401, baby_yoda, Juguetes, Select, 5.5663, 1.4765, 7.2885, 12.1673, 279.3480, 8.3894, 0.1060, 0.1060, 0.1060, Select, Normal
2833, 27.2814, baby_yoda, Juguetes, Select, 5.5710, 1.4761, 7.3039, 12.2237, 276.5004, 10.5287, 0.1060, 0.1060, 0.1060, Select, Normal
2836, 27.3238, baby_yoda, Juguetes, Select, 5.5722, 1.4750, 7.3118, 12.0432, 274.8812, 11.4917, 0.1060, 0.1060, 0.1060, Select, Normal
2839, 27.3655, baby_yoda, Juguetes, Select, 5.5725, 1.4748, 7.3195, 11.9732, 273.0348, 12.6112, 0.1060, 0.1060, 0.1060, Select, Normal
2842, 27.4070, baby_yoda, Juguetes, Select, 5.5720, 1.4756, 7.3240, 12.2158, 271.6885, 12.2569, 0.1060, 0.1060, 0.1060, Select, Normal
2845, 27.4479, baby_yoda, Juguetes, Select, 5.5712, 1.4767, 7.3259, 12.6447, 270.7678, 10.6058, 0.1060, 0.1060, 0.1060, Select, Normal
