Frame, Timestamp, RightHand_State, LeftHand_State
2379, 20.9791, Hover, Disabled
2380, 20.9926, Hover, Disabled
2381, 21.0061, Hover, Disabled
2382, 21.0190, Hover, Disabled
2383, 21.0322, Hover, Disabled
2384, 21.0471, Hover, Disabled
2385, 21.0608, Hover, Disabled
4073, 44.5054, Disabled, Hover
4074, 44.5193, Disabled, Hover
4075, 44.5335, Disabled, Hover
4076, 44.5474, Disabled, Hover
4077, 44.5608, Disabled, Hover
4078, 44.5746, Disabled, Hover
4079, 44.5886, Disabled, Hover
4080, 44.6024, Disabled, Hover
4081, 44.6173, Disabled, Hover
4082, 44.6300, Disabled, Hover
4083, 44.6441, Disabled, Hover
4084, 44.6577, Disabled, Hover
4085, 44.6707, Disabled, Hover
4086, 44.6853, Disabled, Hover
4087, 44.6998, Disabled, Hover
4088, 44.7129, Disabled, Hover
4089, 44.7268, Disabled, Hover
4090, 44.7415, Disabled, Hover
4091, 44.7557, Disabled, Hover
4092, 44.7693, Disabled, Hover
4093, 44.7830, Disabled, Hover
4094, 44.7964, Disabled, Hover
4095, 44.8101, Disabled, Hover
4096, 44.8243, Disabled, Hover
4097, 44.8389, Disabled, Hover
4098, 44.8520, Disabled, Hover
4099, 44.8657, Disabled, Hover
4100, 44.8794, Disabled, Hover
4101, 44.8926, Disabled, Hover
4102, 44.9078, Disabled, Hover
4103, 44.9216, Disabled, Hover
4104, 44.9351, Disabled, Hover
4105, 44.9483, Disabled, Hover
4106, 44.9633, Disabled, Hover
4107, 44.9776, Disabled, Hover
4108, 44.9907, Disabled, Hover
4109, 45.0049, Disabled, Hover
4110, 45.0194, Disabled, Hover
4111, 45.0316, Disabled, Hover
4112, 45.0461, Disabled, Hover
4113, 45.0604, Disabled, Hover
4114, 45.0742, Disabled, Hover
4115, 45.0879, Disabled, Hover
4116, 45.1016, Disabled, Hover
4117, 45.1161, Disabled, Hover
4118, 45.1292, Disabled, Hover
4119, 45.1432, Disabled, Hover
4120, 45.1578, Disabled, Hover
4121, 45.1710, Disabled, Hover
4122, 45.1849, Disabled, Hover
4123, 45.1996, Disabled, Hover
4124, 45.2128, Disabled, Hover
4125, 45.2270, Disabled, Hover
4126, 45.2403, Disabled, Hover
4127, 45.2540, Disabled, Hover
4128, 45.2677, Disabled, Hover
4129, 45.2819, Disabled, Hover
4130, 45.2959, Disabled, Hover
4131, 45.3092, Disabled, Hover
4132, 45.3238, Disabled, Hover
4133, 45.3369, Disabled, Hover
4134, 45.3512, Disabled, Hover
4135, 45.3650, Disabled, Hover
4136, 45.3798, Disabled, Hover
4137, 45.3922, Disabled, Hover
4138, 45.4069, Disabled, Hover
4139, 45.4210, Disabled, Hover
4140, 45.4345, Disabled, Hover
4141, 45.4479, Disabled, Hover
4142, 45.4619, Disabled, Hover
4143, 45.4759, Disabled, Hover
4144, 45.4904, Disabled, Hover
4145, 45.5047, Disabled, Hover
4146, 45.5178, Disabled, Hover
4147, 45.5310, Disabled, Hover
4148, 45.5456, Disabled, Hover
4149, 45.5599, Disabled, Hover
4150, 45.5733, Disabled, Hover
4151, 45.5873, Disabled, Hover
4152, 45.6013, Disabled, Hover
4153, 45.6152, Disabled, Hover
4154, 45.6285, Disabled, Hover
4155, 45.6431, Disabled, Hover
4156, 45.6577, Disabled, Hover
4157, 45.6705, Disabled, Hover
4158, 45.6849, Disabled, Hover
4159, 45.6983, Disabled, Hover
4160, 45.7118, Disabled, Hover
4161, 45.7269, Disabled, Hover
4162, 45.7401, Disabled, Hover
