Frame, Timestamp, TPHotspot, HMD_x, HMD_z, Duration, WasTP, ZOI, Distance, RightHand_State, LeftHand_State
216, 3.0523, TP_Juguetes_2, 4.4937, 9.5846, 0.0337, False, Unknown, 0.0000, Disabled, Disabled
303, 4.2534, TP_Juguetes_2, 4.5136, 9.6333, 0.2777, False, Unknown, 0.0000, Hover, Disabled
315, 4.4197, TP_Juguetes, 4.5121, 9.6299, 0.1663, False, Unknown, 0.0000, Hover, Disabled
427, 5.9783, TP_Juguetes_2, 5.0260, 7.7050, 1.5586, True, Unknown, 1.6859, Select, Disabled
2962, 41.1862, TP_Mid_3, 4.9665, 7.7085, 1.4849, False, Unknown, 0.0000, Hover, Disabled
3149, 43.7833, TP_Mid_3, -1.4741, 6.8430, 2.0141, True, Unknown, 6.4411, Select, Disabled
3393, 47.1706, TP_Decoracion_2, -1.6041, 6.8920, 0.0123, False, Unknown, 0.0000, Disabled, Disabled
3577, 49.7272, TP_Decoracion_2, -5.3649, 5.1511, 2.1111, True, Unknown, 10.6834, Select, Disabled
5100, 70.8791, TP_Mid_4, -5.2629, 5.2109, 0.5698, False, Unknown, 0.0000, Hover, Disabled
5340, 74.2264, TP_Mid_2, -5.2581, 5.2203, 1.5432, False, Unknown, 0.0000, Hover, Disabled
5521, 76.7399, TP_Mid_2, 2.0899, 4.4500, 2.0138, True, Unknown, 5.4069, Select, Disabled
5691, 79.0989, TP_Comida_4, 2.0939, 4.4469, 0.0132, False, Unknown, 0.0000, Disabled, Disabled
5728, 79.6116, TP_Comida_4, 2.0945, 4.4528, 0.4988, False, Unknown, 0.0000, Disabled, Disabled
5924, 82.3346, TP_Moda_2, 2.0911, 4.4493, 2.0969, False, Unknown, 0.0000, Hover, Disabled
6113, 84.9596, TP_Moda_2, 5.8930, 2.0390, 2.0138, True, Unknown, 7.3972, Select, Disabled
7579, 105.3198, TP_Moda, 5.8387, 1.9672, 0.0054, False, Unknown, 0.0000, Disabled, Disabled
7616, 105.8327, TP_Moda, 5.8297, 1.9572, 0.4985, False, Unknown, 0.0000, Hover, Disabled
7776, 108.0551, TP_Mid, 2.0901, 7.3580, 2.0129, True, Unknown, 3.0795, Select, Disabled
8191, 113.8202, TP_Juguetes, 5.0370, 6.4331, 2.0973, True, Unknown, 2.9205, Select, Disabled
10628, 147.6831, TP_Decoracion_2, -5.3650, 5.1510, 1.4032, True, Unknown, 10.6836, Select, Disabled
