Frame, Timestamp, HMD_x, HMD_y, HMD_z, HMD_rot_x, HMD_rot_y, HMD_rot_z, HandR_x, HandR_y, HandR_z, HandR_rot_x, HandR_rot_y, HandR_rot_z, HandL_x, HandL_y, HandL_z, HandL_rot_x, HandL_rot_y, HandL_rot_z, Velocity_HandR_x, Velocity_HandR_y, Velocity_HandR_z, Velocity_HandL_x, Velocity_HandL_y, Velocity_HandL_z, WristAngleLeft, WristAngleRight, Distance
24, 0.3638, 4.4857, 1.2709, 9.5955, 349.7136, 176.2048, 6.0248, 0.2856, 0.7949, -0.0146, 18.7862, 85.4564, 334.5073, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0032, 0.0001, 0.0029, 0.0000, 0.0000, 0.0000, 0.0000, 173.5836, 0.0000
25, 0.3785, 4.4855, 1.2709, 9.5955, 349.7015, 176.2876, 6.0553, 0.2856, 0.7949, -0.0145, 18.7566, 85.4111, 334.3369, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0034, 0.0001, 0.0031, 0.0000, 0.0000, 0.0000, 0.0000, 173.6203, 0.0000
26, 0.3918, 4.4855, 1.2710, 9.5955, 349.6832, 176.3510, 6.0541, 0.2855, 0.7949, -0.0145, 18.7265, 85.3649, 334.1630, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0039, 0.0000, 0.0037, 0.0000, 0.0000, 0.0000, 0.0000, 173.6591, 0.0000
27, 0.4056, 4.4854, 1.2710, 9.5955, 349.7047, 176.4523, 5.9978, 0.2855, 0.7949, -0.0144, 18.6981, 85.3212, 333.9987, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0038, 0.0000, 0.0037, 0.0000, 0.0000, 0.0000, 0.0000, 173.6984, 0.0000
28, 0.4201, 4.4853, 1.2709, 9.5955, 349.7946, 176.5734, 5.9340, 0.2855, 0.7949, -0.0145, 18.5550, 85.3351, 333.9464, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0004, 0.0004, -0.0010, 0.0000, 0.0000, 0.0000, 0.0000, 173.8411, 0.0000
29, 0.4342, 4.4851, 1.2708, 9.5954, 349.8874, 176.7472, 5.8124, 0.2855, 0.7949, -0.0145, 18.4334, 85.3444, 333.8931, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0003, 0.0003, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, 173.9613, 0.0000
30, 0.4497, 4.4849, 1.2706, 9.5954, 349.9678, 176.8398, 5.8137, 0.2855, 0.7949, -0.0145, 18.3973, 85.4394, 333.9672, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0008, -0.0011, -0.0002, 0.0000, 0.0000, 0.0000, 0.0000, 173.9455, 0.0000
31, 0.4634, 4.4848, 1.2705, 9.5953, 349.9617, 176.9086, 5.8727, 0.2855, 0.7949, -0.0145, 18.3653, 85.5137, 334.0193, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0012, -0.0016, -0.0002, 0.0000, 0.0000, 0.0000, 0.0000, 173.9328, 0.0000
32, 0.4755, 4.4846, 1.2705, 9.5952, 349.9785, 176.9756, 6.0201, 0.2855, 0.7948, -0.0145, 18.3346, 85.5771, 334.0587, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0023, -0.0030, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 173.9294, 0.0000
33, 0.4893, 4.4844, 1.2704, 9.5952, 350.0146, 177.0896, 6.0969, 0.2856, 0.7948, -0.0145, 18.3058, 85.6323, 334.0896, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0027, -0.0034, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 173.9362, 0.0000
34, 0.5032, 4.4843, 1.2701, 9.5952, 350.1510, 177.1914, 6.1277, 0.2856, 0.7948, -0.0145, 18.3277, 85.6294, 334.1246, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0017, 0.0033, -0.0043, 0.0000, 0.0000, 0.0000, 0.0000, 173.9001, 0.0000
35, 0.5237, 4.4843, 1.2699, 9.5952, 350.2429, 177.2870, 5.9871, 0.2856, 0.7949, -0.0146, 18.3424, 85.6284, 334.1497, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0017, 0.0034, -0.0043, 0.0000, 0.0000, 0.0000, 0.0000, 173.8642, 0.0000
36, 0.5310, 4.4843, 1.2697, 9.5951, 350.2443, 177.2773, 5.9524, 0.2857, 0.7950, -0.0147, 18.3751, 85.6535, 334.1502, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0056, 0.0133, -0.0137, 0.0000, 0.0000, 0.0000, 0.0000, 173.8004, 0.0000
37, 0.5435, 4.4843, 1.2697, 9.5951, 350.2136, 177.1824, 6.1013, 0.2857, 0.7951, -0.0149, 18.4077, 85.6810, 334.1494, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0041, 0.0096, -0.0098, 0.0000, 0.0000, 0.0000, 0.0000, 173.7462, 0.0000
38, 0.5582, 4.4843, 1.2697, 9.5950, 350.1767, 177.1633, 6.2990, 0.2858, 0.7952, -0.0150, 18.4412, 85.7116, 334.1472, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0040, 0.0094, -0.0095, 0.0000, 0.0000, 0.0000, 0.0000, 173.7026, 0.0000
39, 0.5714, 4.4845, 1.2698, 9.5950, 350.1583, 177.1723, 6.3895, 0.2858, 0.7954, -0.0151, 18.4735, 85.7424, 334.1443, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0044, 0.0104, -0.0105, 0.0000, 0.0000, 0.0000, 0.0000, 173.6656, 0.0000
40, 0.5859, 4.4848, 1.2698, 9.5950, 350.1707, 177.2086, 6.2536, 0.2860, 0.7956, -0.0153, 18.4233, 85.8602, 333.9017, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0098, 0.0141, -0.0098, 0.0000, 0.0000, 0.0000, 0.0000, 173.6834, 0.0000
41, 0.5998, 4.4851, 1.2697, 9.5949, 350.1982, 177.0749, 6.2258, 0.2862, 0.7956, -0.0155, 18.5868, 86.5192, 333.5514, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0155, 0.0040, -0.0144, 0.0000, 0.0000, 0.0000, 0.0000, 173.2669, 0.0000
42, 0.6131, 4.4852, 1.2696, 9.5950, 350.2296, 176.9463, 6.3155, 0.2864, 0.7957, -0.0157, 18.7326, 87.1026, 333.2426, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0168, 0.0040, -0.0155, 0.0000, 0.0000, 0.0000, 0.0000, 172.9052, 0.0000
43, 0.6278, 4.4853, 1.2696, 9.5949, 350.2486, 176.9733, 6.3444, 0.2866, 0.7958, -0.0159, 18.8466, 87.5579, 333.0023, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0157, 0.0035, -0.0144, 0.0000, 0.0000, 0.0000, 0.0000, 172.6246, 0.0000
44, 0.6414, 4.4854, 1.2696, 9.5948, 350.2874, 176.9791, 6.3260, 0.2869, 0.7958, -0.0161, 18.9348, 87.9117, 332.8162, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0169, 0.0036, -0.0155, 0.0000, 0.0000, 0.0000, 0.0000, 172.4100, 0.0000
45, 0.6578, 4.4854, 1.2695, 9.5947, 350.3447, 176.9871, 6.3333, 0.2869, 0.7959, -0.0164, 19.0559, 88.6614, 332.8075, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0029, 0.0062, -0.0160, 0.0000, 0.0000, 0.0000, 0.0000, 171.9993, 0.0000
46, 0.6717, 4.4855, 1.2694, 9.5946, 350.3910, 177.1051, 6.2532, 0.2870, 0.7960, -0.0166, 19.1499, 89.2121, 332.7687, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0033, 0.0070, -0.0185, 0.0000, 0.0000, 0.0000, 0.0000, 171.6940, 0.0000
47, 0.6854, 4.4854, 1.2693, 9.5945, 350.3776, 177.1224, 6.1942, 0.2869, 0.7962, -0.0168, 19.7280, 90.3786, 333.1266, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0067, 0.0143, -0.0107, 0.0000, 0.0000, 0.0000, 0.0000, 170.6247, 0.0000
48, 0.6976, 4.4854, 1.2693, 9.5945, 350.3825, 177.1006, 6.3179, 0.2868, 0.7964, -0.0169, 20.1008, 91.2009, 333.3220, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0074, 0.0157, -0.0117, 0.0000, 0.0000, 0.0000, 0.0000, 169.9108, 0.0000
49, 0.7111, 4.4854, 1.2693, 9.5945, 350.3441, 177.0778, 6.4070, 0.2867, 0.7966, -0.0171, 20.3614, 91.8266, 333.4279, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0068, 0.0142, -0.0106, 0.0000, 0.0000, 0.0000, 0.0000, 169.3926, 0.0000
50, 0.7253, 4.4856, 1.2694, 9.5945, 350.3385, 177.0345, 6.4776, 0.2866, 0.7968, -0.0172, 20.5238, 92.2333, 333.4839, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0063, 0.0130, -0.0097, 0.0000, 0.0000, 0.0000, 0.0000, 169.0637, 0.0000
51, 0.7393, 4.4858, 1.2694, 9.5945, 350.3516, 177.0248, 6.4884, 0.2863, 0.7970, -0.0173, 20.9874, 92.8035, 334.0782, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0241, 0.0197, -0.0042, 0.0000, 0.0000, 0.0000, 0.0000, 168.3583, 0.0000
52, 0.7549, 4.4859, 1.2693, 9.5944, 350.4173, 177.0824, 6.4080, 0.2859, 0.7973, -0.0173, 21.3208, 93.3236, 334.4411, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0238, 0.0194, -0.0041, 0.0000, 0.0000, 0.0000, 0.0000, 167.8010, 0.0000
53, 0.7688, 4.4860, 1.2691, 9.5944, 350.4673, 177.0872, 6.3747, 0.2855, 0.7976, -0.0173, 21.6383, 93.6512, 335.0862, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0285, 0.0156, -0.0019, 0.0000, 0.0000, 0.0000, 0.0000, 167.3298, 0.0000
54, 0.7807, 4.4860, 1.2690, 9.5943, 350.5108, 177.0468, 6.3700, 0.2851, 0.7978, -0.0174, 21.9016, 94.0305, 335.5185, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0340, 0.0184, -0.0021, 0.0000, 0.0000, 0.0000, 0.0000, 166.8938, 0.0000
55, 0.7949, 4.4861, 1.2689, 9.5943, 350.5262, 177.0136, 6.3680, 0.2847, 0.7980, -0.0174, 22.1375, 94.4362, 335.8458, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0285, 0.0154, -0.0017, 0.0000, 0.0000, 0.0000, 0.0000, 166.4771, 0.0000
56, 0.8079, 4.4861, 1.2688, 9.5941, 350.5519, 177.0182, 6.3745, 0.2843, 0.7982, -0.0174, 22.3591, 94.8564, 336.1213, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0309, 0.0165, -0.0018, 0.0000, 0.0000, 0.0000, 0.0000, 166.0750, 0.0000
57, 0.8225, 4.4860, 1.2687, 9.5939, 350.5826, 177.0264, 6.4709, 0.2838, 0.7984, -0.0174, 22.4846, 94.4603, 336.0711, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0322, 0.0125, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, 166.0685, 0.0000
58, 0.8363, 4.4860, 1.2686, 9.5938, 350.6399, 177.0439, 6.4738, 0.2833, 0.7986, -0.0174, 22.6288, 94.3519, 336.1065, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0339, 0.0132, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, 165.9345, 0.0000
59, 0.8504, 4.4860, 1.2684, 9.5937, 350.7187, 177.0623, 6.4424, 0.2832, 0.7988, -0.0173, 22.3373, 94.0636, 335.9857, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0130, 0.0149, 0.0125, 0.0000, 0.0000, 0.0000, 0.0000, 166.3113, 0.0000
60, 0.8646, 4.4861, 1.2682, 9.5937, 350.8048, 177.0872, 6.4104, 0.2830, 0.7990, -0.0171, 22.1964, 93.9466, 335.9434, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0121, 0.0137, 0.0115, 0.0000, 0.0000, 0.0000, 0.0000, 166.4700, 0.0000
61, 0.8781, 4.4860, 1.2680, 9.5936, 350.8994, 177.0759, 6.4506, 0.2828, 0.7992, -0.0169, 22.1183, 93.8998, 335.9326, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0124, 0.0139, 0.0115, 0.0000, 0.0000, 0.0000, 0.0000, 166.5400, 0.0000
62, 0.8919, 4.4860, 1.2677, 9.5937, 351.0002, 177.1976, 6.3958, 0.2828, 0.7992, -0.0169, 21.9235, 93.6789, 335.8404, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0010, 0.0026, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, 166.8102, 0.0000
63, 0.9060, 4.4861, 1.2675, 9.5938, 351.0593, 177.2346, 6.3269, 0.2828, 0.7992, -0.0170, 21.6731, 93.4122, 335.7354, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0007, 0.0020, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, 167.1482, 0.0000
64, 0.9199, 4.4862, 1.2673, 9.5938, 351.1337, 177.2331, 6.3224, 0.2829, 0.7992, -0.0170, 21.5085, 93.1167, 335.5757, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0008, 0.0000, -0.0003, 0.0000, 0.0000, 0.0000, 0.0000, 167.4128, 0.0000
65, 0.9337, 4.4862, 1.2672, 9.5938, 351.1701, 177.1904, 6.2984, 0.2829, 0.7992, -0.0169, 21.2290, 92.7903, 335.5456, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0033, -0.0003, 0.0023, 0.0000, 0.0000, 0.0000, 0.0000, 167.8131, 0.0000
66, 0.9480, 4.4863, 1.2671, 9.5938, 351.2131, 177.2254, 6.2847, 0.2830, 0.7992, -0.0169, 21.0165, 92.5544, 335.5377, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0034, -0.0003, 0.0025, 0.0000, 0.0000, 0.0000, 0.0000, 168.1156, 0.0000
67, 0.9636, 4.4863, 1.2669, 9.5938, 351.3224, 177.3196, 6.2239, 0.2830, 0.7992, -0.0168, 20.8608, 92.3928, 335.5454, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0042, -0.0003, 0.0031, 0.0000, 0.0000, 0.0000, 0.0000, 168.3321, 0.0000
68, 0.9757, 4.4862, 1.2668, 9.5937, 351.4430, 177.4162, 6.1398, 0.2831, 0.7992, -0.0168, 20.8042, 92.0496, 335.4848, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0038, 0.0007, -0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 168.5129, 0.0000
69, 0.9894, 4.4862, 1.2665, 9.5937, 351.4806, 177.3863, 6.1024, 0.2831, 0.7992, -0.0168, 20.7574, 91.8002, 335.4511, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0035, 0.0007, -0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 168.6460, 0.0000
70, 1.0034, 4.4863, 1.2664, 9.5937, 351.5414, 177.2895, 6.1437, 0.2832, 0.7993, -0.0169, 20.7147, 91.6049, 335.4362, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0037, 0.0008, -0.0002, 0.0000, 0.0000, 0.0000, 0.0000, 168.7541, 1.5927
71, 1.0173, 4.4864, 1.2663, 9.5937, 351.5325, 177.2752, 6.2273, 0.2833, 0.7993, -0.0169, 20.5875, 91.3841, 335.5348, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0071, 0.0007, -0.0037, 0.0000, 0.0000, 0.0000, 0.0000, 168.9654, 1.5926
72, 1.0313, 4.4865, 1.2662, 9.5936, 351.5402, 177.2737, 6.2740, 0.2834, 0.7993, -0.0170, 20.4875, 91.2071, 335.6131, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0085, 0.0009, -0.0045, 0.0000, 0.0000, 0.0000, 0.0000, 169.1433, 1.5924
73, 1.0428, 4.4867, 1.2662, 9.5934, 351.5927, 177.3026, 6.2731, 0.2835, 0.7993, -0.0170, 20.4059, 91.0600, 335.6777, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0116, 0.0013, -0.0063, 0.0000, 0.0000, 0.0000, 0.0000, 169.2960, 1.5922
74, 1.0595, 4.4868, 1.2660, 9.5933, 351.6476, 177.2979, 6.2618, 0.2835, 0.7993, -0.0170, 20.4484, 90.9036, 335.7609, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0018, -0.0018, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, 169.3220, 1.5921
75, 1.0732, 4.4868, 1.2658, 9.5933, 351.7597, 177.2910, 6.2222, 0.2836, 0.7992, -0.0171, 20.4688, 90.7674, 335.8309, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0018, -0.0020, -0.0004, 0.0000, 0.0000, 0.0000, 0.0000, 169.3525, 1.5920
76, 1.0888, 4.4868, 1.2655, 9.5932, 351.8808, 177.3100, 6.2152, 0.2836, 0.7992, -0.0171, 20.5784, 90.6071, 335.8932, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0019, -0.0005, -0.0002, 0.0000, 0.0000, 0.0000, 0.0000, 169.2894, 1.5920
77, 1.1006, 4.4868, 1.2652, 9.5931, 351.9994, 177.2899, 6.1993, 0.2836, 0.7992, -0.0171, 20.6547, 90.4626, 335.9504, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0023, -0.0007, -0.0002, 0.0000, 0.0000, 0.0000, 0.0000, 169.2505, 1.5920
78, 1.1149, 4.4867, 1.2649, 9.5931, 352.1325, 177.3651, 6.1237, 0.2837, 0.7992, -0.0171, 20.7093, 90.3283, 336.0043, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0017, -0.0005, -0.0002, 0.0000, 0.0000, 0.0000, 0.0000, 169.2300, 1.5920
79, 1.1319, 4.4868, 1.2646, 9.5930, 352.2785, 177.4212, 6.0523, 0.2837, 0.7992, -0.0171, 20.7495, 90.2008, 336.0561, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0014, -0.0004, -0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 169.2155, 1.5920
