Frame, Timestamp, Object, Section, State, Position_x, Position_y, Position_z, Rotation_x, Rotation_y, Rotation_z, Scale_x, Scale_y, Scale_z, RightHand_State, LeftHand_State
1095, 15.2567, baby_yoda, Juguetes, Select, 5.5180, 1.4191, 7.3020, 0.0000, 270.0002, 0.0000, 0.1060, 0.1060, 0.1060, Select, Normal
1098, 15.2945, baby_yoda, Juguetes, Select, 5.5176, 1.4203, 7.3030, 0.2700, 269.6705, 0.0837, 0.1060, 0.1060, 0.1060, Select, Normal
1101, 15.3359, baby_yoda, Juguetes, Select, 5.5173, 1.4196, 7.3030, 359.8744, 269.5591, 0.6276, 0.1060, 0.1060, 0.1060, Select, Normal
1104, 15.3771, baby_yoda, Juguetes, Select, 5.5170, 1.4193, 7.3026, 359.5589, 269.5801, 1.0639, 0.1060, 0.1060, 0.1060, Select, Normal
1107, 15.4190, baby_yoda, Juguetes, Select, 5.5168, 1.4193, 7.3015, 359.4184, 269.9221, 1.3183, 0.1060, 0.1060, 0.1060, Select, Normal
1110, 15.4606, baby_yoda, Juguetes, Select, 5.5166, 1.4200, 7.3010, 359.5075, 270.1422, 1.3476, 0.1060, 0.1060, 0.1060, Select, Normal
1113, 15.5026, baby_yoda, Juguetes, Select, 5.5165, 1.4217, 7.3007, 359.8179, 270.3315, 0.8455, 0.1060, 0.1060, 0.1060, Select, Normal
1116, 15.5436, baby_yoda, Juguetes, Select, 5.5165, 1.4239, 7.3005, 0.3643, 270.4670, 0.0971, 0.1060, 0.1060, 0.1060, Select, Normal
1119, 15.5861, baby_yoda, Juguetes, Select, 5.5165, 1.4257, 7.3009, 0.8352, 270.3696, 359.6114, 0.1060, 0.1060, 0.1060, Select, Normal
1122, 15.6265, baby_yoda, Juguetes, Select, 5.5167, 1.4277, 7.3026, 1.3480, 269.9435, 359.2493, 0.1060, 0.1060, 0.1060, Select, Normal
1125, 15.6686, baby_yoda, Juguetes, Select, 5.5168, 1.4307, 7.3098, 2.0512, 268.5782, 358.8229, 0.1060, 0.1060, 0.1060, Select, Normal
1128, 15.7093, baby_yoda, Juguetes, Select, 5.5161, 1.4345, 7.3226, 2.8179, 266.6824, 358.2209, 0.1060, 0.1060, 0.1060, Select, Normal
1131, 15.7518, baby_yoda, Juguetes, Select, 5.5139, 1.4396, 7.3459, 3.3682, 263.0778, 357.6446, 0.1060, 0.1060, 0.1060, Select, Normal
1134, 15.7927, baby_yoda, Juguetes, Select, 5.5093, 1.4457, 7.3674, 4.4360, 259.7805, 356.2388, 0.1060, 0.1060, 0.1060, Select, Normal
1137, 15.8359, baby_yoda, Juguetes, Select, 5.4978, 1.4545, 7.3981, 6.5251, 255.4471, 352.5334, 0.1060, 0.1060, 0.1060, Select, Normal
1140, 15.8771, baby_yoda, Juguetes, Select, 5.4858, 1.4602, 7.4270, 7.7421, 251.5488, 348.9334, 0.1060, 0.1060, 0.1060, Select, Normal
1143, 15.9192, baby_yoda, Juguetes, Select, 5.4814, 1.4592, 7.4452, 6.1631, 250.4197, 348.0883, 0.1060, 0.1060, 0.1060, Select, Normal
1146, 15.9607, baby_yoda, Juguetes, Select, 5.4742, 1.4565, 7.4646, 3.8925, 248.7632, 347.4835, 0.1060, 0.1060, 0.1060, Select, Normal
1149, 16.0026, baby_yoda, Juguetes, Select, 5.4658, 1.4504, 7.4799, 1.5070, 247.9141, 347.9711, 0.1060, 0.1060, 0.1060, Select, Normal
1152, 16.0436, baby_yoda, Juguetes, Select, 5.4561, 1.4464, 7.4931, 0.4594, 246.3998, 348.4733, 0.1060, 0.1060, 0.1060, Select, Normal
1155, 16.0854, baby_yoda, Juguetes, Select, 5.4488, 1.4432, 7.5070, 359.4539, 244.6206, 349.3206, 0.1060, 0.1060, 0.1060, Select, Normal
1158, 16.1275, baby_yoda, Juguetes, Select, 5.4404, 1.4348, 7.5261, 357.2203, 242.0464, 347.9572, 0.1060, 0.1060, 0.1060, Select, Normal
1161, 16.1682, baby_yoda, Juguetes, Select, 5.4240, 1.4341, 7.5562, 356.7585, 238.4070, 344.6260, 0.1060, 0.1060, 0.1060, Select, Normal
1164, 16.2099, baby_yoda, Juguetes, Select, 5.4121, 1.4298, 7.5777, 355.8840, 236.3728, 342.4449, 0.1060, 0.1060, 0.1060, Select, Normal
1167, 16.2516, baby_yoda, Juguetes, Select, 5.4020, 1.4233, 7.6036, 355.7442, 234.1500, 339.2560, 0.1060, 0.1060, 0.1060, Select, Normal
1170, 16.2930, baby_yoda, Juguetes, Select, 5.3884, 1.4178, 7.6301, 355.3326, 231.1123, 336.4494, 0.1060, 0.1060, 0.1060, Select, Normal
1173, 16.3353, baby_yoda, Juguetes, Select, 5.3793, 1.4074, 7.6566, 354.3173, 228.5970, 335.2908, 0.1060, 0.1060, 0.1060, Select, Normal
1176, 16.3770, baby_yoda, Juguetes, Select, 5.3687, 1.3960, 7.6839, 353.4820, 225.0757, 335.4225, 0.1060, 0.1060, 0.1060, Select, Normal
1179, 16.4190, baby_yoda, Juguetes, Select, 5.3576, 1.3874, 7.7083, 352.7535, 222.0086, 334.7730, 0.1060, 0.1060, 0.1060, Select, Normal
1182, 16.4606, baby_yoda, Juguetes, Select, 5.3442, 1.3805, 7.7334, 351.4746, 218.2244, 334.9655, 0.1060, 0.1060, 0.1060, Select, Normal
1185, 16.5027, baby_yoda, Juguetes, Select, 5.3274, 1.3730, 7.7585, 349.6065, 214.5071, 334.2433, 0.1060, 0.1060, 0.1060, Select, Normal
1188, 16.5428, baby_yoda, Juguetes, Select, 5.3142, 1.3625, 7.7780, 346.6927, 212.8768, 334.7709, 0.1060, 0.1060, 0.1060, Select, Normal
1191, 16.5851, baby_yoda, Juguetes, Select, 5.3099, 1.3476, 7.7954, 343.9167, 212.8327, 335.5294, 0.1060, 0.1060, 0.1060, Select, Normal
1194, 16.6257, baby_yoda, Juguetes, Select, 5.2954, 1.3360, 7.8210, 342.7242, 210.2537, 336.0531, 0.1060, 0.1060, 0.1060, Select, Normal
1197, 16.6681, baby_yoda, Juguetes, Select, 5.2724, 1.3204, 7.8496, 341.4705, 206.0628, 339.5897, 0.1060, 0.1060, 0.1060, Select, Normal
1200, 16.7093, baby_yoda, Juguetes, Select, 5.2509, 1.3081, 7.8750, 340.6478, 200.6586, 342.9645, 0.1060, 0.1060, 0.1060, Select, Normal
1203, 16.7520, baby_yoda, Juguetes, Select, 5.2402, 1.2869, 7.8951, 338.2013, 196.2101, 344.1223, 0.1060, 0.1060, 0.1060, Select, Normal
1206, 16.7929, baby_yoda, Juguetes, Select, 5.2322, 1.2703, 7.9125, 336.5490, 193.4798, 343.3205, 0.1060, 0.1060, 0.1060, Select, Normal
1209, 16.8357, baby_yoda, Juguetes, Select, 5.2278, 1.2587, 7.9244, 335.0778, 193.1403, 341.3207, 0.1060, 0.1060, 0.1060, Select, Normal
1212, 16.8769, baby_yoda, Juguetes, Select, 5.2219, 1.2459, 7.9343, 333.1037, 192.6900, 342.3411, 0.1060, 0.1060, 0.1060, Select, Normal
1215, 16.9193, baby_yoda, Juguetes, Select, 5.2172, 1.2322, 7.9415, 330.7813, 192.4267, 342.6733, 0.1060, 0.1060, 0.1060, Select, Normal
1218, 16.9606, baby_yoda, Juguetes, Select, 5.2116, 1.2167, 7.9473, 327.7992, 191.9136, 343.8758, 0.1060, 0.1060, 0.1060, Select, Normal
1221, 17.0021, baby_yoda, Juguetes, Select, 5.2087, 1.2058, 7.9501, 325.0329, 192.4668, 343.5500, 0.1060, 0.1060, 0.1060, Select, Normal
1224, 17.0437, baby_yoda, Juguetes, Select, 5.2065, 1.1944, 7.9563, 322.4870, 192.5521, 343.1458, 0.1060, 0.1060, 0.1060, Select, Normal
1227, 17.0858, baby_yoda, Juguetes, Select, 5.2049, 1.1882, 7.9640, 322.6060, 191.4706, 342.7049, 0.1060, 0.1060, 0.1060, Select, Normal
