Frame, Timestamp, RightHand_State, LeftHand_State
215, 3.0367, Disabled, Disabled
216, 3.0523, Disabled, Hover
217, 3.0617, Disabled, Disabled
218, 3.0749, Disabled, Hover
219, 3.0885, Disabled, Disabled
220, 3.1018, Disabled, Hover
221, 3.1161, Disabled, Disabled
222, 3.1307, Disabled, Hover
223, 3.1470, Disabled, Hover
224, 3.1563, Disabled, Hover
225, 3.1697, Disabled, Hover
476, 6.6551, Disabled, Disabled
477, 6.6708, Hover, Disabled
478, 6.6846, Disabled, Disabled
479, 6.6969, Hover, Disabled
480, 6.7100, Hover, Disabled
481, 6.7247, Hover, Disabled
482, 6.7390, Hover, Disabled
483, 6.7524, Hover, Disabled
484, 6.7664, Hover, Disabled
485, 6.7803, Hover, Disabled
486, 6.7942, Hover, Disabled
487, 6.8073, Hover, Disabled
488, 6.8220, Hover, Disabled
489, 6.8359, Hover, Disabled
490, 6.8488, Hover, Disabled
491, 6.8635, Hover, Disabled
492, 6.8773, Hover, Disabled
493, 6.8907, Hover, Disabled
1852, 25.7668, Disabled, Disabled
1853, 25.7818, Hover, Disabled
1854, 25.7956, Disabled, Disabled
1855, 25.8093, Hover, Disabled
1856, 25.8236, Disabled, Disabled
1857, 25.8370, Hover, Disabled
1858, 25.8503, Disabled, Disabled
1859, 25.8645, Hover, Disabled
1860, 25.8788, Disabled, Disabled
1861, 25.8928, Hover, Disabled
1862, 25.9066, Hover, Disabled
1863, 25.9199, Hover, Disabled
1864, 25.9339, Hover, Disabled
1865, 25.9477, Hover, Disabled
1866, 25.9618, Hover, Disabled
1867, 25.9759, Hover, Disabled
1868, 25.9893, Hover, Disabled
1869, 26.0036, Hover, Disabled
1870, 26.0172, Hover, Disabled
1871, 26.0311, Hover, Disabled
1872, 26.0456, Hover, Disabled
1873, 26.0596, Hover, Disabled
1874, 26.0727, Hover, Disabled
1875, 26.0906, Hover, Disabled
1876, 26.1005, Hover, Disabled
1877, 26.1159, Hover, Disabled
1878, 26.1300, Hover, Disabled
1879, 26.1439, Hover, Disabled
1880, 26.1570, Hover, Disabled
1881, 26.1701, Hover, Disabled
1882, 26.1846, Hover, Disabled
1883, 26.1983, Hover, Disabled
1884, 26.2118, Hover, Disabled
1885, 26.2256, Hover, Disabled
1886, 26.2395, Hover, Disabled
1887, 26.2529, Hover, Disabled
1888, 26.2676, Hover, Disabled
1889, 26.2810, Hover, Disabled
1890, 26.2953, Hover, Disabled
1891, 26.3088, Hover, Disabled
1892, 26.3227, Hover, Disabled
1893, 26.3367, Hover, Disabled
1894, 26.3501, Hover, Disabled
1895, 26.3643, Hover, Disabled
1896, 26.3781, Hover, Disabled
1897, 26.3917, Hover, Disabled
1898, 26.4063, Hover, Disabled
1899, 26.4202, Hover, Disabled
1900, 26.4341, Hover, Disabled
1901, 26.4476, Hover, Disabled
1902, 26.4618, Hover, Disabled
1903, 26.4760, Hover, Disabled
1904, 26.4890, Hover, Disabled
1905, 26.5033, Hover, Disabled
1906, 26.5171, Hover, Disabled
1907, 26.5305, Hover, Disabled
1908, 26.5454, Hover, Disabled
1909, 26.5594, Hover, Disabled
1910, 26.5721, Hover, Disabled
1911, 26.5863, Hover, Disabled
1912, 26.6004, Hover, Disabled
1913, 26.6143, Hover, Disabled
1914, 26.6282, Hover, Disabled
1915, 26.6428, Hover, Disabled
1916, 26.6564, Hover, Disabled
1917, 26.6695, Hover, Disabled
1918, 26.6838, Hover, Disabled
1919, 26.6976, Hover, Disabled
1920, 26.7116, Hover, Disabled
1921, 26.7263, Hover, Disabled
1922, 26.7396, Hover, Disabled
1923, 26.7529, Hover, Disabled
1924, 26.7676, Hover, Disabled
1925, 26.7814, Hover, Disabled
1926, 26.7953, Hover, Disabled
1927, 26.8087, Hover, Disabled
1928, 26.8231, Hover, Disabled
1929, 26.8365, Hover, Disabled
1930, 26.8505, Disabled, Disabled
1931, 26.8644, Hover, Disabled
1932, 26.8790, Disabled, Disabled
1933, 26.8918, Hover, Disabled
1952, 27.1569, Disabled, Disabled
1953, 27.1708, Hover, Disabled
1954, 27.1847, Disabled, Disabled
1955, 27.1985, Hover, Disabled
1956, 27.2118, Disabled, Disabled
1957, 27.2265, Hover, Disabled
1958, 27.2407, Disabled, Disabled
1959, 27.2542, Hover, Disabled
1960, 27.2669, Disabled, Disabled
1961, 27.2810, Hover, Disabled
1962, 27.2953, Disabled, Disabled
1963, 27.3087, Hover, Disabled
1964, 27.3241, Disabled, Disabled
1965, 27.3379, Hover, Disabled
1966, 27.3508, Disabled, Disabled
1967, 27.3645, Hover, Disabled
1968, 27.3786, Disabled, Disabled
1969, 27.3923, Hover, Disabled
1970, 27.4075, Disabled, Disabled
1971, 27.4214, Hover, Disabled
1972, 27.4343, Disabled, Disabled
1973, 27.4474, Hover, Disabled
1974, 27.4621, Disabled, Disabled
1975, 27.4758, Hover, Disabled
1976, 27.4907, Disabled, Disabled
1977, 27.5041, Hover, Disabled
1978, 27.5176, Disabled, Disabled
1979, 27.5309, Hover, Disabled
1980, 27.5459, Disabled, Disabled
1981, 27.5590, Hover, Disabled
1982, 27.5731, Disabled, Disabled
1983, 27.5877, Hover, Disabled
1984, 27.6012, Disabled, Disabled
1985, 27.6149, Hover, Disabled
1986, 27.6282, Disabled, Disabled
1987, 27.6427, Hover, Disabled
1988, 27.6573, Disabled, Disabled
1989, 27.6704, Hover, Disabled
1990, 27.6842, Disabled, Disabled
1991, 27.6981, Hover, Disabled
1992, 27.7118, Disabled, Disabled
1993, 27.7259, Hover, Disabled
1994, 27.7401, Disabled, Disabled
1995, 27.7547, Hover, Disabled
