Frame, Timestamp, Product/AOI, Section/Shelf, EyeLeftPosition_x, EyeLeftPosition_y, EyeLeftPosition_z, EyeLeftRotation_x, EyeLeftRotation_y, EyeLeftRotation_z, EyeRightPosition_x, EyeRightPosition_y, EyeRightPosition_z,EyeRightRotation_x, EyeRightRotation_y, EyeRightRotation_z, HMD_x, HMD_y, HMD_z, RCHit_x, RCHit_y, RCHit_z
1013, 14.1400, baby_yoda, Juguetes, 4.5991, 1.2213, 9.7586, 0.2080, 0.9609, 0.0752, 4.4809, 1.2798, 9.7188, 0.2080, 0.9609, 0.0752, 4.5721, 1.2346, 9.7496, 5.4889, 1.4306, 7.3180
1015, 14.1600, baby_yoda, Juguetes, 4.5994, 1.2223, 9.7610, 0.2091, 0.9600, 0.0831, 4.4813, 1.2814, 9.7217, 0.2091, 0.9600, 0.0831, 4.5725, 1.2358, 9.7520, 5.4807, 1.4658, 7.3693
1016, 14.1800, baby_yoda, Juguetes, 4.5995, 1.2228, 9.7620, 0.2094, 0.9597, 0.0864, 4.4814, 1.2822, 9.7230, 0.2094, 0.9597, 0.0864, 4.5726, 1.2363, 9.7531, 5.4812, 1.4817, 7.3790
1018, 14.2000, baby_yoda, Juguetes, 4.5994, 1.2240, 9.7639, 0.2088, 0.9594, 0.0929, 4.4811, 1.2834, 9.7255, 0.2088, 0.9594, 0.0929, 4.5724, 1.2375, 9.7551, 5.4807, 1.5161, 7.3864
1019, 14.2200, baby_yoda, Juguetes, 4.5995, 1.2247, 9.7646, 0.2085, 0.9594, 0.0958, 4.4810, 1.2842, 9.7267, 0.2085, 0.9594, 0.0958, 4.5725, 1.2383, 9.7559, 5.4785, 1.5333, 7.3854
1021, 14.2400, baby_yoda, Juguetes, 4.5991, 1.2257, 9.7657, 0.2083, 0.9592, 0.1016, 4.4805, 1.2853, 9.7288, 0.2083, 0.9592, 0.1016, 4.5721, 1.2393, 9.7573, 5.4747, 1.5661, 7.3835
1022, 14.2600, baby_yoda, Juguetes, 4.5989, 1.2261, 9.7662, 0.2078, 0.9594, 0.1035, 4.4801, 1.2856, 9.7298, 0.2078, 0.9594, 0.1035, 4.5718, 1.2397, 9.7579, 5.4691, 1.5785, 7.3802
1023, 14.2800, baby_yoda, Juguetes, 4.5987, 1.2266, 9.7667, 0.2076, 0.9596, 0.1058, 4.4797, 1.2860, 9.7311, 0.2076, 0.9596, 0.1058, 4.5716, 1.2401, 9.7585, 5.4611, 1.5940, 7.3746
1025, 14.3000, baby_yoda, Juguetes, 4.5979, 1.2281, 9.7672, 0.2074, 0.9599, 0.1116, 4.4783, 1.2876, 9.7334, 0.2074, 0.9599, 0.1116, 4.5706, 1.2416, 9.7595, 5.4454, 1.6322, 7.3589
1026, 14.3200, baby_yoda, Juguetes, 4.5973, 1.2287, 9.7675, 0.2075, 0.9599, 0.1156, 4.4775, 1.2883, 9.7346, 0.2075, 0.9599, 0.1156, 4.5700, 1.2422, 9.7600, 5.4382, 1.6577, 7.3482
1028, 14.3400, baby_yoda, Juguetes, 4.5963, 1.2299, 9.7679, 0.2071, 0.9599, 0.1226, 4.4760, 1.2896, 9.7369, 0.2071, 0.9599, 0.1226, 4.5689, 1.2435, 9.7608, 5.4275, 1.7062, 7.3182
1879, 26.1600, baby_yoda, Juguetes, 5.2320, 1.5914, 7.6470, -0.0500, -0.8859, 0.0407, 5.1531, 1.5984, 7.5343, -0.0500, -0.8859, 0.0407, 5.2140, 1.5930, 7.6213, 5.5367, 1.5459, 7.3923
1880, 26.1800, baby_yoda, Juguetes, 5.2308, 1.5909, 7.6452, -0.0504, -0.8869, 0.0438, 5.1513, 1.5977, 7.5329, -0.0504, -0.8869, 0.0438, 5.2127, 1.5924, 7.6196, 5.5277, 1.5441, 7.3937
1882, 26.2000, baby_yoda, Juguetes, 5.2282, 1.5901, 7.6419, -0.0510, -0.8882, 0.0492, 5.1479, 1.5964, 7.5301, -0.0510, -0.8882, 0.0492, 5.2099, 1.5915, 7.6164, 5.5153, 1.5406, 7.3942
1883, 26.2200, baby_yoda, Juguetes, 5.2270, 1.5897, 7.6403, -0.0513, -0.8887, 0.0516, 5.1464, 1.5958, 7.5287, -0.0513, -0.8887, 0.0516, 5.2086, 1.5910, 7.6149, 5.5107, 1.5388, 7.3939
1885, 26.2400, baby_yoda, Juguetes, 5.2240, 1.5888, 7.6375, -0.0519, -0.8884, 0.0564, 5.1434, 1.5945, 7.5258, -0.0519, -0.8884, 0.0564, 5.2056, 1.5901, 7.6120, 5.5049, 1.5350, 7.3933
1886, 26.2600, baby_yoda, Juguetes, 5.2224, 1.5885, 7.6362, -0.0523, -0.8881, 0.0590, 5.1419, 1.5939, 7.5245, -0.0523, -0.8881, 0.0590, 5.2040, 1.5897, 7.6108, 5.5024, 1.5329, 7.3929
