Frame, Timestamp, TPHotspot, HMD_x, HMD_z, Duration, WasTP, ZOI, Distance, RightHand_State, LeftHand_State
354, 4.9614, TP_Juguetes_2, 5.0260, 7.7049, 1.9941, True, Unknown, 1.6859, Disabled, Select
1685, 23.4426, TP_Mid, 5.0104, 7.6996, 0.0141, False, Unknown, 0.0000, Disabled, Disabled
1687, 23.4701, TP_Mid_3, 5.0102, 7.6997, 0.0127, False, Unknown, 0.0000, Disabled, Disabled
2007, 27.9422, TP_Decoracion_2, 5.0670, 7.7660, 0.0833, False, Unknown, 0.0000, Hover, Disabled
2043, 28.4425, TP_Decoracion_2, 5.0767, 7.7539, 0.3195, False, Unknown, 0.0000, Hover, Disabled
2165, 30.1362, TP_Decoracion_2, -5.3651, 5.1510, 1.3175, True, Unknown, 10.6836, Select, Disabled
3342, 46.4854, TP_Mid_4, -5.3956, 5.1342, 0.2630, False, Unknown, 0.0000, Hover, Disabled
3367, 46.8332, TP_Comida, -5.3924, 5.1386, 0.0429, False, Unknown, 0.0000, Hover, Disabled
3404, 47.3472, TP_Comida, -5.4027, 5.1375, 0.4295, False, Unknown, 0.0000, Hover, Disabled
3533, 49.1388, TP_Moda_2, -5.3920, 5.1542, 1.6389, False, Unknown, 0.0000, Hover, Disabled
3744, 52.0689, TP_Moda_2, 5.8931, 2.0390, 2.0133, True, Unknown, 7.3973, Select, Disabled
5015, 69.7340, TP_Moda, 5.9033, 1.9890, 0.0139, False, Unknown, 0.0000, Disabled, Disabled
5051, 70.2347, TP_Moda, 5.8948, 1.9846, 0.4884, False, Unknown, 0.0000, Disabled, Disabled
5087, 70.7351, TP_Moda, 5.9008, 1.9819, 0.3066, False, Unknown, 0.0000, Hover, Disabled
5252, 73.0268, TP_Mid, 2.0900, 7.3580, 2.0147, True, Unknown, 3.0796, Select, Disabled
5378, 74.7757, TP_Juguetes_2, 2.0901, 7.3643, 0.0138, False, Unknown, 0.0000, Disabled, Disabled
5414, 75.2758, TP_Juguetes_2, 2.0923, 7.3587, 0.4866, False, Unknown, 0.0000, Hover, Disabled
5423, 75.4014, TP_Juguetes, 2.0929, 7.3563, 0.0282, False, Unknown, 0.0000, Hover, Disabled
5574, 77.4978, TP_Juguetes, 5.0370, 6.4330, 2.0135, True, Unknown, 2.9206, Select, Disabled
7220, 100.3590, TP_Mid_3, 5.0108, 6.4512, 0.0130, False, Unknown, 0.0000, Disabled, Disabled
7256, 100.8599, TP_Mid_3, 5.0122, 6.4349, 0.4871, False, Unknown, 0.0000, Disabled, Disabled
7286, 101.2770, TP_Mid_2, 5.0217, 6.4258, 0.0136, False, Unknown, 0.0000, Disabled, Disabled
7334, 101.9438, TP_Mid_2, 5.0484, 6.4105, 0.6538, False, Unknown, 0.0000, Hover, Disabled
7386, 102.6643, TP_Comida_2, 5.0786, 6.3906, 0.4431, False, Unknown, 0.0000, Hover, Disabled
7446, 103.4974, TP_Mid_2, 5.0772, 6.3895, 0.4304, False, Unknown, 0.0000, Hover, Disabled
7492, 104.1356, TP_Moda_2, 5.0921, 6.3793, 0.3475, False, Unknown, 0.0000, Hover, Disabled
7618, 105.8860, TP_Moda, 5.0702, 6.3856, 1.6518, False, Unknown, 0.0000, Hover, Disabled
7816, 108.6367, TP_Moda, 4.9229, 4.3100, 2.0003, True, Unknown, 5.0096, Select, Disabled
