Frame, Timestamp, Object, Section, State, Position_x, Position_y, Position_z, Rotation_x, Rotation_y, Rotation_z, Scale_x, Scale_y, Scale_z, RightHand_State, LeftHand_State
1408, 16.7546, baby_yoda, Juguetes, Select, 5.5180, 1.4191, 7.3020, 0.0000, 270.0002, 0.0000, 0.1060, 0.1060, 0.1060, Select, Normal
1411, 16.7940, baby_yoda, Juguetes, Select, 5.5173, 1.4282, 7.3010, 1.5393, 268.1378, 4.2576, 0.1060, 0.1060, 0.1060, Select, Normal
1414, 16.8348, baby_yoda, Juguetes, Select, 5.5184, 1.4318, 7.2988, 2.5593, 266.4963, 10.1138, 0.1060, 0.1060, 0.1060, Select, Normal
1417, 16.8761, baby_yoda, Juguetes, Select, 5.5232, 1.4236, 7.2901, 0.6614, 267.0294, 13.8421, 0.1060, 0.1060, 0.1060, Select, Normal
1420, 16.9176, baby_yoda, Juguetes, Select, 5.5266, 1.4206, 7.2846, 359.0532, 267.8987, 14.1273, 0.1060, 0.1060, 0.1060, Select, Normal
1423, 16.9596, baby_yoda, Juguetes, Select, 5.5306, 1.4230, 7.2799, 358.0909, 268.8357, 12.4769, 0.1060, 0.1060, 0.1060, Select, Normal
1426, 17.0006, baby_yoda, Juguetes, Select, 5.5351, 1.4272, 7.2766, 357.6178, 269.6449, 9.8520, 0.1060, 0.1060, 0.1060, Select, Normal
1429, 17.0423, baby_yoda, Juguetes, Select, 5.5391, 1.4350, 7.2743, 358.3234, 270.1505, 7.5499, 0.1060, 0.1060, 0.1060, Select, Normal
1432, 17.0840, baby_yoda, Juguetes, Select, 5.5428, 1.4413, 7.2715, 359.3457, 270.5613, 6.2297, 0.1060, 0.1060, 0.1060, Select, Normal
1435, 17.1257, baby_yoda, Juguetes, Select, 5.5462, 1.4440, 7.2684, 359.8362, 270.6896, 6.0251, 0.1060, 0.1060, 0.1060, Select, Normal
1438, 17.1677, baby_yoda, Juguetes, Select, 5.5502, 1.4391, 7.2632, 359.2124, 270.9511, 6.6989, 0.1060, 0.1060, 0.1060, Select, Normal
1441, 17.2087, baby_yoda, Juguetes, Select, 5.5506, 1.4384, 7.2626, 359.1712, 270.9939, 6.5546, 0.1060, 0.1060, 0.1060, Select, Normal
1444, 17.2506, baby_yoda, Juguetes, Select, 5.5501, 1.4400, 7.2639, 359.4065, 270.9513, 5.8962, 0.1060, 0.1060, 0.1060, Select, Normal
1447, 17.2919, baby_yoda, Juguetes, Select, 5.5494, 1.4425, 7.2664, 359.7272, 270.8679, 4.7808, 0.1060, 0.1060, 0.1060, Select, Normal
1450, 17.3341, baby_yoda, Juguetes, Select, 5.5484, 1.4457, 7.2684, 0.3341, 270.6892, 4.3404, 0.1060, 0.1060, 0.1060, Select, Normal
1453, 17.3759, baby_yoda, Juguetes, Select, 5.5487, 1.4453, 7.2702, 0.4316, 270.3209, 4.4513, 0.1060, 0.1060, 0.1060, Select, Normal
1456, 17.4176, baby_yoda, Juguetes, Select, 5.5488, 1.4455, 7.2726, 0.6955, 269.9146, 4.3379, 0.1060, 0.1060, 0.1060, Select, Normal
1459, 17.4593, baby_yoda, Juguetes, Select, 5.5492, 1.4438, 7.2781, 0.6150, 269.2853, 3.7035, 0.1060, 0.1060, 0.1060, Select, Normal
