Frame, Timestamp, Object, DurationUntilRelease, RightHand_State, LeftHand_State
4236, 57.5082, baby_yoda, 5.7641, Hover, Disabled
9580, 131.7289, quemador, 0.9998, Normal, Normal
12558, 173.0888, Mochila, 1.7780, Normal, Normal
15779, 217.8215, balon, 4.2063, Normal, Normal
18306, 252.9197, vasija, 1.8346, Normal, Disabled
18691, 258.2671, Muneco_Pixar, 0.8880, Normal, Normal
