Frame, Timestamp, Object, Section, State, Position_x, Position_y, Position_z, Rotation_x, Rotation_y, Rotation_z, Scale_x, Scale_y, Scale_z, RightHand_State, LeftHand_State
3823, 51.7721, baby_yoda, Juguetes, Select, 5.5166, 1.4177, 7.3049, 359.2786, 269.4449, 0.9015, 0.1060, 0.1060, 0.1060, Select, Disabled
3826, 51.8125, baby_yoda, Juguetes, Select, 5.5156, 1.4189, 7.3050, 359.3400, 269.4323, 0.8115, 0.1060, 0.1060, 0.1060, Select, Disabled
3829, 51.8544, baby_yoda, Juguetes, Select, 5.5158, 1.4219, 7.3034, 0.0439, 269.6105, 0.0156, 0.1060, 0.1060, 0.1060, Select, Disabled
3832, 51.8957, baby_yoda, Juguetes, Select, 5.5159, 1.4239, 7.3005, 0.5692, 270.0489, 359.2582, 0.1060, 0.1060, 0.1060, Select, Disabled
3835, 51.9374, baby_yoda, Juguetes, Select, 5.5165, 1.4262, 7.2961, 1.2954, 270.5793, 358.1261, 0.1060, 0.1060, 0.1060, Select, Disabled
3838, 51.9791, baby_yoda, Juguetes, Select, 5.5177, 1.4293, 7.2918, 2.1816, 271.0451, 356.7721, 0.1060, 0.1060, 0.1060, Select, Disabled
3841, 52.0210, baby_yoda, Juguetes, Select, 5.5183, 1.4313, 7.2882, 2.6941, 271.7391, 356.0928, 0.1060, 0.1060, 0.1060, Select, Disabled
3844, 52.0626, baby_yoda, Juguetes, Select, 5.5188, 1.4370, 7.2827, 4.2605, 272.9916, 354.9854, 0.1060, 0.1060, 0.1060, Select, Disabled
3847, 52.1045, baby_yoda, Juguetes, Select, 5.5190, 1.4419, 7.2783, 5.6673, 274.1021, 354.3439, 0.1060, 0.1060, 0.1060, Select, Disabled
3850, 52.1454, baby_yoda, Juguetes, Select, 5.5198, 1.4481, 7.2739, 7.8522, 275.5596, 354.2937, 0.1060, 0.1060, 0.1060, Select, Disabled
3853, 52.1874, baby_yoda, Juguetes, Select, 5.5207, 1.4511, 7.2719, 9.3696, 276.5733, 354.8120, 0.1060, 0.1060, 0.1060, Select, Disabled
3856, 52.2282, baby_yoda, Juguetes, Select, 5.5219, 1.4506, 7.2724, 9.9728, 277.1894, 355.9492, 0.1060, 0.1060, 0.1060, Select, Disabled
3859, 52.2703, baby_yoda, Juguetes, Select, 5.5215, 1.4482, 7.2725, 9.6391, 277.6970, 357.0409, 0.1060, 0.1060, 0.1060, Select, Disabled
3862, 52.3113, baby_yoda, Juguetes, Select, 5.5212, 1.4464, 7.2732, 9.0821, 277.6041, 357.1537, 0.1060, 0.1060, 0.1060, Select, Disabled
3865, 52.3533, baby_yoda, Juguetes, Select, 5.5209, 1.4455, 7.2738, 8.7345, 277.4131, 356.9435, 0.1060, 0.1060, 0.1060, Select, Disabled
3868, 52.3958, baby_yoda, Juguetes, Select, 5.5209, 1.4452, 7.2742, 8.6040, 277.2356, 356.7586, 0.1060, 0.1060, 0.1060, Select, Disabled
3871, 52.4371, baby_yoda, Juguetes, Select, 5.5208, 1.4448, 7.2742, 8.4172, 277.1931, 356.7083, 0.1060, 0.1060, 0.1060, Select, Disabled
3874, 52.4796, baby_yoda, Juguetes, Select, 5.5207, 1.4442, 7.2746, 8.1907, 277.0858, 356.6813, 0.1060, 0.1060, 0.1060, Select, Disabled
3877, 52.5206, baby_yoda, Juguetes, Select, 5.5203, 1.4433, 7.2748, 7.8309, 277.0729, 356.3783, 0.1060, 0.1060, 0.1060, Select, Disabled
