Frame, Timestamp, Product/AOI, Section/Shelf, EyeLeftPosition_x, EyeLeftPosition_y, EyeLeftPosition_z, EyeLeftRotation_x, EyeLeftRotation_y, EyeLeftRotation_z, EyeRightPosition_x, EyeRightPosition_y, EyeRightPosition_z,EyeRightRotation_x, EyeRightRotation_y, EyeRightRotation_z, HMD_x, HMD_y, HMD_z, RCHit_x, RCHit_y, RCHit_z
2993, 40.2400, letrero_juguetes, ==SIGNBOARDS==, 5.1469, 1.6498, 7.6666, 0.1899, -0.8462, -0.2810, 5.0656, 1.6373, 7.5561, 0.1899, -0.8462, -0.2810, 5.1283, 1.6469, 7.6414, 6.2679, 2.8692, 6.6660
2995, 40.2600, letrero_juguetes, ==SIGNBOARDS==, 5.1470, 1.6497, 7.6651, 0.1910, -0.8490, -0.2818, 5.0642, 1.6364, 7.5557, 0.1910, -0.8490, -0.2818, 5.1281, 1.6467, 7.6402, 6.2237, 2.8449, 6.6660
2996, 40.2800, letrero_juguetes, ==SIGNBOARDS==, 5.1472, 1.6498, 7.6644, 0.1909, -0.8505, -0.2819, 5.0637, 1.6362, 7.5556, 0.1909, -0.8505, -0.2819, 5.1281, 1.6467, 7.6396, 6.2039, 2.8317, 6.6660
2997, 40.3000, letrero_juguetes, ==SIGNBOARDS==, 5.1473, 1.6497, 7.6636, 0.1909, -0.8524, -0.2820, 5.0630, 1.6357, 7.5555, 0.1909, -0.8524, -0.2820, 5.1281, 1.6465, 7.6390, 6.1806, 2.8159, 6.6660
2999, 40.3200, letrero_juguetes, ==SIGNBOARDS==, 5.1476, 1.6497, 7.6616, 0.1901, -0.8565, -0.2817, 5.0614, 1.6350, 7.5552, 0.1901, -0.8565, -0.2817, 5.1280, 1.6464, 7.6374, 6.1392, 2.7878, 6.6603
3000, 40.3400, letrero_juguetes, ==SIGNBOARDS==, 5.1481, 1.6497, 7.6608, 0.1898, -0.8590, -0.2814, 5.0607, 1.6344, 7.5553, 0.1898, -0.8590, -0.2814, 5.1281, 1.6462, 7.6367, 6.1295, 2.7878, 6.6425
3002, 40.3600, letrero_juguetes, ==SIGNBOARDS==, 5.1485, 1.6494, 7.6590, 0.1887, -0.8631, -0.2813, 5.0592, 1.6335, 7.5553, 0.1887, -0.8631, -0.2813, 5.1282, 1.6458, 7.6354, 6.1125, 2.7878, 6.6131
3003, 40.3800, letrero_juguetes, ==SIGNBOARDS==, 5.1489, 1.6493, 7.6582, 0.1880, -0.8655, -0.2809, 5.0585, 1.6330, 7.5555, 0.1880, -0.8655, -0.2809, 5.1283, 1.6456, 7.6348, 6.1044, 2.7878, 6.5952
3005, 40.4000, letrero_juguetes, ==SIGNBOARDS==, 5.1501, 1.6489, 7.6560, 0.1859, -0.8700, -0.2798, 5.0577, 1.6321, 7.5551, 0.1859, -0.8700, -0.2798, 5.1290, 1.6450, 7.6330, 6.0926, 2.7878, 6.5602
3006, 40.4200, letrero_juguetes, ==SIGNBOARDS==, 5.1508, 1.6485, 7.6549, 0.1845, -0.8725, -0.2790, 5.0573, 1.6316, 7.5551, 0.1845, -0.8725, -0.2790, 5.1295, 1.6447, 7.6322, 6.0882, 2.7878, 6.5403
3008, 40.4400, letrero_juguetes, ==SIGNBOARDS==, 5.1524, 1.6481, 7.6525, 0.1819, -0.8778, -0.2754, 5.0569, 1.6304, 7.5547, 0.1819, -0.8778, -0.2754, 5.1307, 1.6441, 7.6302, 6.0861, 2.7878, 6.4912
3009, 40.4600, letrero_juguetes, ==SIGNBOARDS==, 5.1533, 1.6479, 7.6512, 0.1801, -0.8802, -0.2741, 5.0568, 1.6301, 7.5544, 0.1801, -0.8802, -0.2741, 5.1313, 1.6438, 7.6291, 6.0849, 2.7878, 6.4696
3011, 40.4800, letrero_juguetes, ==SIGNBOARDS==, 5.1550, 1.6473, 7.6492, 0.1776, -0.8841, -0.2722, 5.0569, 1.6292, 7.5541, 0.1776, -0.8841, -0.2722, 5.1326, 1.6432, 7.6275, 6.0800, 2.7878, 6.4339
3012, 40.5000, letrero_juguetes, ==SIGNBOARDS==, 5.1556, 1.6471, 7.6482, 0.1762, -0.8856, -0.2713, 5.0570, 1.6291, 7.5537, 0.1762, -0.8856, -0.2713, 5.1332, 1.6430, 7.6267, 6.0802, 2.7878, 6.4193
3013, 40.5200, letrero_juguetes, ==SIGNBOARDS==, 5.1566, 1.6469, 7.6474, 0.1747, -0.8873, -0.2704, 5.0573, 1.6288, 7.5536, 0.1747, -0.8873, -0.2704, 5.1340, 1.6427, 7.6260, 6.0801, 2.7878, 6.4034
3019, 40.6000, letrero_juguetes, ==SIGNBOARDS==, 5.1614, 1.6459, 7.6454, 0.1656, -0.8897, -0.2752, 5.0601, 1.6299, 7.5532, 0.1656, -0.8897, -0.2752, 5.1383, 1.6422, 7.6244, 6.0711, 2.7878, 6.4005
