Frame, Timestamp, TPHotspot, HMD_x, HMD_z, Duration, WasTP, ZOI, Distance, RightHand_State, LeftHand_State
11247, 154.8810, TP_Mid_2, -4.3893, 4.9670, 0.6532, False, Unknown, 0.0000, Disabled, Hover
11284, 155.3935, TP_Mid_2, -4.4112, 4.9924, 0.3312, False, Unknown, 0.0000, Disabled, Hover
11308, 155.7269, TP_Mid_5, -4.4182, 4.9949, 0.5825, False, Unknown, 0.0000, Disabled, Hover
11467, 157.9362, TP_Mid_5, -4.4421, 4.9864, 1.5690, False, Unknown, 0.0000, Disabled, Hover
11535, 158.8800, TP_Moda2_Adjacent, -4.4817, 5.0093, 0.1246, False, Unknown, 0.0000, Disabled, Hover
11772, 162.1713, TP_Moda2_Adjacent, 6.0310, 2.1529, 3.1525, True, Unknown, 7.5574, Disabled, Select
14098, 194.4757, TP_Mid, 2.0900, 7.3580, 4.9291, True, Unknown, 3.2452, Disabled, Select
14166, 195.4204, TP_Mid_5, 2.0852, 7.3581, 0.7630, False, Unknown, 0.0000, Disabled, Hover
14183, 195.6571, TP_Mid_2, 2.0829, 7.3576, 0.2227, False, Unknown, 0.0000, Disabled, Disabled
14254, 196.6440, TP_Mid_2, 2.0686, 7.3487, 0.2927, False, Unknown, 0.0000, Disabled, Hover
14276, 196.9488, TP_Mid_5, 2.0722, 7.3501, 0.0687, False, Unknown, 0.0000, Disabled, Hover
14284, 197.0599, TP_Comida_Adjacent, 2.0841, 7.3508, 0.0549, False, Unknown, 0.0000, Disabled, Hover
14290, 197.1440, TP_Mid_2, 2.0919, 7.3515, 0.4457, False, Unknown, 0.0000, Disabled, Hover
14315, 197.4898, TP_Mid_5, 2.1043, 7.3534, 0.3458, False, Unknown, 0.0000, Disabled, Hover
14332, 197.7265, TP_Mid_2, 2.0999, 7.3535, 0.2367, False, Unknown, 0.0000, Disabled, Hover
14375, 198.3241, TP_Mid_2, 2.0589, 7.3610, 0.4995, False, Unknown, 0.0000, Disabled, Hover
14726, 203.1975, TP_Juguetes_Adjacent, 2.0292, 7.3980, 0.1253, False, Unknown, 0.0000, Disabled, Hover
14800, 204.2254, TP_Juguetes_Adjacent, 2.0320, 7.3957, 0.5145, False, Unknown, 0.0000, Disabled, Hover
14837, 204.7388, TP_Juguetes_Adjacent, 2.0327, 7.4011, 0.4720, False, Unknown, 0.0000, Disabled, Hover
14915, 205.8217, TP_Juguetes_Adjacent, 5.1940, 6.8280, 0.7081, True, Unknown, 2.8133, Disabled, Select
17206, 237.6425, TP_Mid, 5.2037, 6.8068, 0.5557, False, Unknown, 0.0000, Disabled, Hover
17612, 243.2822, TP_Mid_4, -1.7101, 4.3600, 5.4866, True, Unknown, 8.0802, Disabled, Select
17665, 244.0188, TP_Tecnologia2_Adjacent, -1.7646, 4.3725, 0.0982, False, Unknown, 0.0000, Disabled, Hover
17721, 244.7955, TP_Mid_7, -1.8058, 4.3983, 0.1668, False, Unknown, 0.0000, Disabled, Hover
17775, 245.5457, TP_Decoracion3_Adjacent, -1.8109, 4.3945, 0.1538, False, Unknown, 0.0000, Disabled, Hover
17917, 247.5171, TP_Decoracion3_Adjacent, -1.8086, 4.3889, 1.3886, False, Unknown, 0.0000, Disabled, Hover
17954, 248.0292, TP_Decoracion3_Adjacent, -5.1833, 1.5448, 0.2477, False, Unknown, 0.0000, Disabled, Hover
