Frame, Timestamp, RightHand_State, LeftHand_State
1531, 13.5210, Disabled, Disabled
1532, 13.5389, Hover, Disabled
1533, 13.5481, Hover, Disabled
1534, 13.5645, Hover, Disabled
1535, 13.5784, Hover, Disabled
1536, 13.5917, Hover, Disabled
1537, 13.6057, Hover, Disabled
1538, 13.6188, Hover, Disabled
1539, 13.6316, Hover, Disabled
1540, 13.6469, Hover, Disabled
1541, 13.6597, Hover, Disabled
2696, 29.7044, Disabled, Disabled
2697, 29.7181, Hover, Disabled
2698, 29.7312, Hover, Disabled
2699, 29.7455, Hover, Disabled
2700, 29.7594, Hover, Disabled
2701, 29.7732, Hover, Disabled
2702, 29.7869, Hover, Disabled
2703, 29.8017, Hover, Disabled
2704, 29.8148, Hover, Disabled
2705, 29.8288, Select, Disabled
2706, 29.8421, Select, Disabled
2707, 29.8562, Select, Disabled
2708, 29.8698, Select, Disabled
2956, 33.3143, Disabled, Disabled
2957, 33.3277, Hover, Disabled
2958, 33.3425, Disabled, Disabled
2959, 33.3564, Hover, Disabled
2960, 33.3699, Select, Disabled
2961, 33.3846, Select, Disabled
2962, 33.3982, Select, Disabled
2963, 33.4106, Select, Disabled
2964, 33.4257, Select, Disabled
2965, 33.4392, Select, Disabled
2966, 33.4536, Select, Disabled
2967, 33.4680, Select, Disabled
2968, 33.4808, Select, Disabled
2969, 33.4950, Select, Disabled
2970, 33.5079, Select, Disabled
2971, 33.5225, Select, Disabled
2972, 33.5372, Select, Disabled
2973, 33.5504, Select, Disabled
2974, 33.5646, Select, Disabled
2975, 33.5785, Select, Disabled
2976, 33.5916, Hover, Disabled
2977, 33.6056, Hover, Disabled
2978, 33.6205, Hover, Disabled
2979, 33.6349, Hover, Disabled
2980, 33.6473, Hover, Disabled
2981, 33.6612, Hover, Disabled
2982, 33.6752, Hover, Disabled
2983, 33.6885, Hover, Disabled
2984, 33.7041, Hover, Disabled
2985, 33.7182, Hover, Disabled
2986, 33.7304, Hover, Disabled
2987, 33.7447, Hover, Disabled
2988, 33.7585, Hover, Disabled
2989, 33.7719, Hover, Disabled
2990, 33.7875, Hover, Disabled
2991, 33.8018, Hover, Disabled
2992, 33.8142, Hover, Disabled
2993, 33.8273, Hover, Disabled
2994, 33.8418, Hover, Disabled
2995, 33.8561, Select, Disabled
2996, 33.8701, Select, Disabled
2997, 33.8847, Select, Disabled
2998, 33.8977, Select, Disabled
2999, 33.9111, Disabled, Disabled
3000, 33.9255, Hover, Disabled
3001, 33.9404, Disabled, Disabled
3002, 33.9543, Hover, Disabled
3003, 33.9676, Disabled, Disabled
3004, 33.9811, Hover, Disabled
3012, 34.0916, Disabled, Disabled
3013, 34.1062, Hover, Disabled
3014, 34.1209, Disabled, Disabled
3015, 34.1348, Hover, Disabled
3016, 34.1477, Disabled, Disabled
3017, 34.1620, Hover, Disabled
3018, 34.1757, Disabled, Disabled
3019, 34.1889, Hover, Disabled
3020, 34.2046, Disabled, Disabled
3021, 34.2182, Hover, Disabled
3022, 34.2309, Disabled, Disabled
3023, 34.2449, Select, Disabled
3024, 34.2597, Disabled, Disabled
3025, 34.2725, Hover, Disabled
3026, 34.2875, Disabled, Disabled
3027, 34.3014, Hover, Disabled
3028, 34.3147, Disabled, Disabled
3029, 34.3276, Hover, Disabled
3041, 34.4949, Disabled, Disabled
3042, 34.5090, Hover, Disabled
3043, 34.5236, Disabled, Disabled
3044, 34.5376, Hover, Disabled
3045, 34.5510, Disabled, Disabled
3046, 34.5649, Hover, Disabled
3047, 34.5788, Select, Disabled
3048, 34.5920, Select, Disabled
3049, 34.6066, Select, Disabled
3050, 34.6272, Select, Disabled
3051, 34.6355, Select, Disabled
3052, 34.6497, Select, Disabled
3053, 34.6640, Select, Disabled
3054, 34.6773, Select, Disabled
3055, 34.6902, Select, Disabled
3056, 34.7046, Select, Disabled
3057, 34.7196, Disabled, Disabled
3058, 34.7313, Hover, Disabled
3059, 34.7456, Disabled, Disabled
3060, 34.7592, Hover, Disabled
3067, 34.8561, Disabled, Disabled
3068, 34.8703, Hover, Disabled
