Frame, Timestamp, Product/AOI, Section/Shelf, EyeLeftPosition_x, EyeLeftPosition_y, EyeLeftPosition_z, EyeLeftRotation_x, EyeLeftRotation_y, EyeLeftRotation_z, EyeRightPosition_x, EyeRightPosition_y, EyeRightPosition_z,EyeRightRotation_x, EyeRightRotation_y, EyeRightRotation_z, HMD_x, HMD_y, HMD_z, RCHit_x, RCHit_y, RCHit_z
1573, 14.1000, baby_yoda, Juguetes, 5.0328, 1.4972, 7.7059, -0.0825, -0.8252, 0.0022, 4.9829, 1.5156, 7.5787, -0.0825, -0.8252, 0.0022, 5.0214, 1.5014, 7.6769, 5.4946, 1.4552, 7.4505
1575, 14.1200, baby_yoda, Juguetes, 5.0319, 1.5003, 7.7046, -0.0735, -0.8295, -0.0127, 4.9800, 1.5191, 7.5783, -0.0735, -0.8295, -0.0127, 5.0201, 1.5046, 7.6758, 5.4519, 1.4798, 7.4604
1576, 14.1400, baby_yoda, Juguetes, 5.0314, 1.5022, 7.7039, -0.0684, -0.8314, -0.0197, 4.9786, 1.5208, 7.5780, -0.0684, -0.8314, -0.0197, 5.0194, 1.5064, 7.6752, 5.4384, 1.4907, 7.4627
1578, 14.1600, baby_yoda, Juguetes, 5.0299, 1.5065, 7.7030, -0.0581, -0.8359, -0.0377, 4.9747, 1.5255, 7.5781, -0.0581, -0.8359, -0.0377, 5.0173, 1.5108, 7.6745, 5.4146, 1.5150, 7.4650
1578, 14.1600, baby_yoda, Juguetes, 5.0299, 1.5065, 7.7030, -0.0581, -0.8359, -0.0377, 4.9747, 1.5255, 7.5781, -0.0581, -0.8359, -0.0377, 5.0173, 1.5108, 7.6745, 5.5110, 1.5063, 7.4905
1579, 14.1800, baby_yoda, Juguetes, 5.0291, 1.5086, 7.7023, -0.0528, -0.8380, -0.0476, 4.9727, 1.5279, 7.5780, -0.0528, -0.8380, -0.0476, 5.0162, 1.5130, 7.6740, 5.4049, 1.5274, 7.4651
1579, 14.1800, baby_yoda, Juguetes, 5.0291, 1.5086, 7.7023, -0.0528, -0.8380, -0.0476, 4.9727, 1.5279, 7.5780, -0.0528, -0.8380, -0.0476, 5.0162, 1.5130, 7.6740, 5.4895, 1.5200, 7.4953
1580, 14.2000, baby_yoda, Juguetes, 5.0282, 1.5108, 7.7017, -0.0473, -0.8399, -0.0574, 4.9707, 1.5303, 7.5779, -0.0473, -0.8399, -0.0574, 5.0151, 1.5153, 7.6735, 5.3967, 1.5395, 7.4648
1580, 14.2000, baby_yoda, Juguetes, 5.0282, 1.5108, 7.7017, -0.0473, -0.8399, -0.0574, 4.9707, 1.5303, 7.5779, -0.0473, -0.8399, -0.0574, 5.0151, 1.5153, 7.6735, 5.4740, 1.5332, 7.4979
1582, 14.2200, baby_yoda, Juguetes, 5.0261, 1.5154, 7.7009, -0.0363, -0.8441, -0.0778, 4.9659, 1.5352, 7.5785, -0.0363, -0.8441, -0.0778, 5.0124, 1.5199, 7.6730, 5.3829, 1.5641, 7.4623
1582, 14.2200, baby_yoda, Juguetes, 5.0261, 1.5154, 7.7009, -0.0363, -0.8441, -0.0778, 4.9659, 1.5352, 7.5785, -0.0363, -0.8441, -0.0778, 5.0124, 1.5199, 7.6730, 5.4501, 1.5591, 7.4992
1583, 14.2400, baby_yoda, Juguetes, 5.0251, 1.5175, 7.7005, -0.0312, -0.8464, -0.0875, 4.9633, 1.5375, 7.5789, -0.0312, -0.8464, -0.0875, 5.0110, 1.5221, 7.6728, 5.3771, 1.5757, 7.4601
1583, 14.2400, baby_yoda, Juguetes, 5.0251, 1.5175, 7.7005, -0.0312, -0.8464, -0.0875, 4.9633, 1.5375, 7.5789, -0.0312, -0.8464, -0.0875, 5.0110, 1.5221, 7.6728, 5.4406, 1.5712, 7.4983
1585, 14.2600, baby_yoda, Juguetes, 5.0228, 1.5214, 7.6998, -0.0210, -0.8505, -0.1063, 4.9581, 1.5414, 7.5797, -0.0210, -0.8505, -0.1063, 5.0081, 1.5260, 7.6724, 5.3680, 1.5983, 7.4545
1585, 14.2600, baby_yoda, Juguetes, 5.0228, 1.5214, 7.6998, -0.0210, -0.8505, -0.1063, 4.9581, 1.5414, 7.5797, -0.0210, -0.8505, -0.1063, 5.0081, 1.5260, 7.6724, 5.4258, 1.5943, 7.4948
1586, 14.2800, baby_yoda, Juguetes, 5.0215, 1.5235, 7.6994, -0.0163, -0.8525, -0.1149, 4.9554, 1.5434, 7.5802, -0.0163, -0.8525, -0.1149, 5.0064, 1.5280, 7.6723, 5.3643, 1.6092, 7.4511
1586, 14.2800, baby_yoda, Juguetes, 5.0215, 1.5235, 7.6994, -0.0163, -0.8525, -0.1149, 4.9554, 1.5434, 7.5802, -0.0163, -0.8525, -0.1149, 5.0064, 1.5280, 7.6723, 5.4198, 1.6053, 7.4923
1588, 14.3000, baby_yoda, Juguetes, 5.0190, 1.5263, 7.6987, -0.0080, -0.8562, -0.1296, 4.9501, 1.5461, 7.5810, -0.0080, -0.8562, -0.1296, 5.0033, 1.5308, 7.6719, 5.3585, 1.6278, 7.4435
1588, 14.3000, baby_yoda, Juguetes, 5.0190, 1.5263, 7.6987, -0.0080, -0.8562, -0.1296, 4.9501, 1.5461, 7.5810, -0.0080, -0.8562, -0.1296, 5.0033, 1.5308, 7.6719, 5.4100, 1.6238, 7.4862
1589, 14.3200, baby_yoda, Juguetes, 5.0180, 1.5273, 7.6983, -0.0054, -0.8578, -0.1346, 4.9480, 1.5470, 7.5812, -0.0054, -0.8578, -0.1346, 5.0021, 1.5318, 7.6716, 5.3564, 1.6343, 7.4400
1589, 14.3200, baby_yoda, Juguetes, 5.0180, 1.5273, 7.6983, -0.0054, -0.8578, -0.1346, 4.9480, 1.5470, 7.5812, -0.0054, -0.8578, -0.1346, 5.0021, 1.5318, 7.6716, 5.4064, 1.6301, 7.4834
1590, 14.3400, baby_yoda, Juguetes, 5.0171, 1.5283, 7.6979, -0.0029, -0.8591, -0.1389, 4.9461, 1.5479, 7.5814, -0.0029, -0.8591, -0.1389, 5.0009, 1.5328, 7.6714, 5.3548, 1.6402, 7.4368
1590, 14.3400, baby_yoda, Juguetes, 5.0171, 1.5283, 7.6979, -0.0029, -0.8591, -0.1389, 4.9461, 1.5479, 7.5814, -0.0029, -0.8591, -0.1389, 5.0009, 1.5328, 7.6714, 5.4034, 1.6359, 7.4807
1592, 14.3600, baby_yoda, Juguetes, 5.0152, 1.5306, 7.6972, 0.0030, -0.8617, -0.1494, 4.9422, 1.5499, 7.5819, 0.0030, -0.8617, -0.1494, 4.9985, 1.5350, 7.6709, 5.3524, 1.6550, 7.4293
1592, 14.3600, baby_yoda, Juguetes, 5.0152, 1.5306, 7.6972, 0.0030, -0.8617, -0.1494, 4.9422, 1.5499, 7.5819, 0.0030, -0.8617, -0.1494, 4.9985, 1.5350, 7.6709, 5.3983, 1.6502, 7.4745
