Frame,Timestamp,TaskDuration,Completed
1703,15.9094,6.7335,Yes
2379,25.3014,7.3747,Yes
3490,40.7312,11.7635,Yes
3978,47.5089,5.7085,Yes
4546,55.396,6.1518,Yes
5405,67.3539,10.0415,Yes
6229,78.8003,7.1702,Yes
7453,95.7976,15.4299,Yes
8382,108.6991,10.1782,Yes
9554,124.9762,14.9019,Yes
