Frame, Timestamp, Product/AOI, Section/Shelf, EyeLeftPosition_x, EyeLeftPosition_y, EyeLeftPosition_z, EyeLeftRotation_x, EyeLeftRotation_y, EyeLeftRotation_z, EyeRightPosition_x, EyeRightPosition_y, EyeRightPosition_z,EyeRightRotation_x, EyeRightRotation_y, EyeRightRotation_z, HMD_x, HMD_y, HMD_z, RCHit_x, RCHit_y, RCHit_z
1513, 13.2600, Top, ShelfToys, 5.0269, 1.4896, 7.7299, -0.1059, -0.7349, 0.0395, 5.0154, 1.5038, 7.5933, -0.1059, -0.7349, 0.0395, 5.0242, 1.4929, 7.6988, 5.3973, 1.4191, 7.6281
1514, 13.2800, Top, ShelfToys, 5.0269, 1.4902, 7.7295, -0.1043, -0.7383, 0.0373, 5.0141, 1.5046, 7.5930, -0.1043, -0.7383, 0.0373, 5.0240, 1.4935, 7.6984, 5.3973, 1.4219, 7.6240
1514, 13.2800, Top, ShelfToys, 5.0269, 1.4902, 7.7295, -0.1043, -0.7383, 0.0373, 5.0141, 1.5046, 7.5930, -0.1043, -0.7383, 0.0373, 5.0240, 1.4935, 7.6984, 5.3973, 1.4165, 7.6869
1516, 13.3000, Top, ShelfToys, 5.0270, 1.4911, 7.7283, -0.1017, -0.7455, 0.0321, 5.0114, 1.5061, 7.5922, -0.1017, -0.7455, 0.0321, 5.0235, 1.4945, 7.6973, 5.3973, 1.4276, 7.6151
1516, 13.3000, Top, ShelfToys, 5.0270, 1.4911, 7.7283, -0.1017, -0.7455, 0.0321, 5.0114, 1.5061, 7.5922, -0.1017, -0.7455, 0.0321, 5.0235, 1.4945, 7.6973, 5.3973, 1.4221, 7.6781
1517, 13.3200, Top, ShelfToys, 5.0271, 1.4916, 7.7276, -0.1008, -0.7490, 0.0291, 5.0101, 1.5071, 7.5917, -0.1008, -0.7490, 0.0291, 5.0233, 1.4951, 7.6966, 5.3973, 1.4306, 7.6104
1517, 13.3200, Top, ShelfToys, 5.0271, 1.4916, 7.7276, -0.1008, -0.7490, 0.0291, 5.0101, 1.5071, 7.5917, -0.1008, -0.7490, 0.0291, 5.0233, 1.4951, 7.6966, 5.3973, 1.4249, 7.6735
1518, 13.3400, Top, ShelfToys, 5.0274, 1.4921, 7.7269, -0.1000, -0.7525, 0.0266, 5.0089, 1.5081, 7.5913, -0.1000, -0.7525, 0.0266, 5.0232, 1.4958, 7.6960, 5.3973, 1.4333, 7.6059
1518, 13.3400, Top, ShelfToys, 5.0274, 1.4921, 7.7269, -0.1000, -0.7525, 0.0266, 5.0089, 1.5081, 7.5913, -0.1000, -0.7525, 0.0266, 5.0232, 1.4958, 7.6960, 5.3973, 1.4275, 7.6690
1520, 13.3600, Top, ShelfToys, 5.0275, 1.4933, 7.7257, -0.0964, -0.7595, 0.0216, 5.0062, 1.5097, 7.5905, -0.0964, -0.7595, 0.0216, 5.0227, 1.4971, 7.6949, 5.3973, 1.4397, 7.5969
1520, 13.3600, Top, ShelfToys, 5.0275, 1.4933, 7.7257, -0.0964, -0.7595, 0.0216, 5.0062, 1.5097, 7.5905, -0.0964, -0.7595, 0.0216, 5.0227, 1.4971, 7.6949, 5.3973, 1.4338, 7.6602
1521, 13.3800, Top, ShelfToys, 5.0276, 1.4942, 7.7250, -0.0940, -0.7633, 0.0188, 5.0047, 1.5106, 7.5901, -0.0940, -0.7633, 0.0188, 5.0224, 1.4979, 7.6943, 5.3973, 1.4435, 7.5920
1521, 13.3800, Top, ShelfToys, 5.0276, 1.4942, 7.7250, -0.0940, -0.7633, 0.0188, 5.0047, 1.5106, 7.5901, -0.0940, -0.7633, 0.0188, 5.0224, 1.4979, 7.6943, 5.3973, 1.4376, 7.6555
1523, 13.4000, Top, ShelfToys, 5.0277, 1.4956, 7.7237, -0.0891, -0.7711, 0.0133, 5.0016, 1.5122, 7.5894, -0.0891, -0.7711, 0.0133, 5.0218, 1.4994, 7.6931, 5.3973, 1.4509, 7.5818
1523, 13.4000, Top, ShelfToys, 5.0277, 1.4956, 7.7237, -0.0891, -0.7711, 0.0133, 5.0016, 1.5122, 7.5894, -0.0891, -0.7711, 0.0133, 5.0218, 1.4994, 7.6931, 5.3973, 1.4450, 7.6456
1524, 13.4200, Top, ShelfToys, 5.0278, 1.4962, 7.7231, -0.0877, -0.7746, 0.0109, 5.0002, 1.5130, 7.5891, -0.0877, -0.7746, 0.0109, 5.0215, 1.5000, 7.6926, 5.3973, 1.4539, 7.5770
1524, 13.4200, Top, ShelfToys, 5.0278, 1.4962, 7.7231, -0.0877, -0.7746, 0.0109, 5.0002, 1.5130, 7.5891, -0.0877, -0.7746, 0.0109, 5.0215, 1.5000, 7.6926, 5.3973, 1.4478, 7.6409
1526, 13.4400, Top, ShelfToys, 5.0276, 1.4970, 7.7220, -0.0851, -0.7806, 0.0072, 4.9975, 1.5141, 7.5886, -0.0851, -0.7806, 0.0072, 5.0208, 1.5009, 7.6916, 5.3973, 1.4584, 7.5686
1526, 13.4400, Top, ShelfToys, 5.0276, 1.4970, 7.7220, -0.0851, -0.7806, 0.0072, 4.9975, 1.5141, 7.5886, -0.0851, -0.7806, 0.0072, 5.0208, 1.5009, 7.6916, 5.3973, 1.4523, 7.6327
1527, 13.4600, Top, ShelfToys, 5.0274, 1.4973, 7.7214, -0.0842, -0.7830, 0.0056, 4.9962, 1.5145, 7.5882, -0.0842, -0.7830, 0.0056, 5.0203, 1.5012, 7.6910, 5.3973, 1.4603, 7.5648
1527, 13.4600, Top, ShelfToys, 5.0274, 1.4973, 7.7214, -0.0842, -0.7830, 0.0056, 4.9962, 1.5145, 7.5882, -0.0842, -0.7830, 0.0056, 5.0203, 1.5012, 7.6910, 5.3973, 1.4541, 7.6291
1529, 13.4800, Top, ShelfToys, 5.0272, 1.4979, 7.7203, -0.0824, -0.7885, 0.0043, 4.9937, 1.5151, 7.5877, -0.0824, -0.7885, 0.0043, 5.0196, 1.5018, 7.6901, 5.3973, 1.4626, 7.5567
1529, 13.4800, Top, ShelfToys, 5.0272, 1.4979, 7.7203, -0.0824, -0.7885, 0.0043, 4.9937, 1.5151, 7.5877, -0.0824, -0.7885, 0.0043, 5.0196, 1.5018, 7.6901, 5.3973, 1.4565, 7.6213
1530, 13.5000, Top, ShelfToys, 5.0271, 1.4978, 7.7198, -0.0814, -0.7909, 0.0039, 4.9924, 1.5149, 7.5875, -0.0814, -0.7909, 0.0039, 5.0192, 1.5017, 7.6897, 5.3973, 1.4634, 7.5530
1530, 13.5000, Top, ShelfToys, 5.0271, 1.4978, 7.7198, -0.0814, -0.7909, 0.0039, 4.9924, 1.5149, 7.5875, -0.0814, -0.7909, 0.0039, 5.0192, 1.5017, 7.6897, 5.3973, 1.4573, 7.6177
1531, 13.5200, Top, ShelfToys, 5.0268, 1.4979, 7.7194, -0.0809, -0.7927, 0.0042, 4.9914, 1.5149, 7.5873, -0.0809, -0.7927, 0.0042, 5.0187, 1.5018, 7.6893, 5.3973, 1.4635, 7.5502
1531, 13.5200, Top, ShelfToys, 5.0268, 1.4979, 7.7194, -0.0809, -0.7927, 0.0042, 4.9914, 1.5149, 7.5873, -0.0809, -0.7927, 0.0042, 5.0187, 1.5018, 7.6893, 5.3973, 1.4575, 7.6150
1533, 13.5400, Top, ShelfToys, 5.0263, 1.4980, 7.7189, -0.0813, -0.7950, 0.0046, 4.9899, 1.5150, 7.5870, -0.0813, -0.7950, 0.0046, 5.0180, 1.5018, 7.6888, 5.3973, 1.4631, 7.5462
1533, 13.5400, Top, ShelfToys, 5.0263, 1.4980, 7.7189, -0.0813, -0.7950, 0.0046, 4.9899, 1.5150, 7.5870, -0.0813, -0.7950, 0.0046, 5.0180, 1.5018, 7.6888, 5.3973, 1.4572, 7.6111
1534, 13.5600, Top, ShelfToys, 5.0263, 1.4981, 7.7186, -0.0808, -0.7962, 0.0048, 4.9893, 1.5151, 7.5868, -0.0808, -0.7962, 0.0048, 5.0178, 1.5020, 7.6885, 5.3973, 1.4633, 7.5443
1534, 13.5600, Top, ShelfToys, 5.0263, 1.4981, 7.7186, -0.0808, -0.7962, 0.0048, 4.9893, 1.5151, 7.5868, -0.0808, -0.7962, 0.0048, 5.0178, 1.5020, 7.6885, 5.3973, 1.4574, 7.6093
1536, 13.5800, Top, ShelfToys, 5.0262, 1.4983, 7.7179, -0.0797, -0.7985, 0.0048, 4.9882, 1.5151, 7.5865, -0.0797, -0.7985, 0.0048, 5.0175, 1.5022, 7.6880, 5.3973, 1.4640, 7.5405
1536, 13.5800, Top, ShelfToys, 5.0262, 1.4983, 7.7179, -0.0797, -0.7985, 0.0048, 4.9882, 1.5151, 7.5865, -0.0797, -0.7985, 0.0048, 5.0175, 1.5022, 7.6880, 5.3973, 1.4583, 7.6057
1537, 13.6000, Top, ShelfToys, 5.0263, 1.4984, 7.7176, -0.0791, -0.7995, 0.0056, 4.9879, 1.5149, 7.5863, -0.0791, -0.7995, 0.0056, 5.0175, 1.5021, 7.6877, 5.3973, 1.4638, 7.5389
1537, 13.6000, Top, ShelfToys, 5.0263, 1.4984, 7.7176, -0.0791, -0.7995, 0.0056, 4.9879, 1.5149, 7.5863, -0.0791, -0.7995, 0.0056, 5.0175, 1.5021, 7.6877, 5.3973, 1.4581, 7.6041
1539, 13.6200, Top, ShelfToys, 5.0261, 1.4984, 7.7173, -0.0784, -0.8008, 0.0068, 4.9871, 1.5146, 7.5860, -0.0784, -0.8008, 0.0068, 5.0172, 1.5021, 7.6874, 5.3973, 1.4632, 7.5367
1539, 13.6200, Top, ShelfToys, 5.0261, 1.4984, 7.7173, -0.0784, -0.8008, 0.0068, 4.9871, 1.5146, 7.5860, -0.0784, -0.8008, 0.0068, 5.0172, 1.5021, 7.6874, 5.3973, 1.4577, 7.6021
1540, 13.6400, Top, ShelfToys, 5.0262, 1.4983, 7.7171, -0.0784, -0.8010, 0.0075, 4.9871, 1.5144, 7.5859, -0.0784, -0.8010, 0.0075, 5.0173, 1.5019, 7.6872, 5.3973, 1.4625, 7.5363
1540, 13.6400, Top, ShelfToys, 5.0262, 1.4983, 7.7171, -0.0784, -0.8010, 0.0075, 4.9871, 1.5144, 7.5859, -0.0784, -0.8010, 0.0075, 5.0173, 1.5019, 7.6872, 5.3973, 1.4572, 7.6017
1542, 13.6600, Top, ShelfToys, 5.0265, 1.4980, 7.7167, -0.0783, -0.8020, 0.0093, 4.9870, 1.5138, 7.5856, -0.0783, -0.8020, 0.0093, 5.0175, 1.5016, 7.6868, 5.3973, 1.4611, 7.5344
1542, 13.6600, Top, ShelfToys, 5.0265, 1.4980, 7.7167, -0.0783, -0.8020, 0.0093, 4.9870, 1.5138, 7.5856, -0.0783, -0.8020, 0.0093, 5.0175, 1.5016, 7.6868, 5.3973, 1.4559, 7.5998
1543, 13.6800, Top, ShelfToys, 5.0267, 1.4978, 7.7165, -0.0785, -0.8026, 0.0109, 4.9869, 1.5134, 7.5854, -0.0785, -0.8026, 0.0109, 5.0177, 1.5014, 7.6866, 5.3973, 1.4597, 7.5333
1543, 13.6800, Top, ShelfToys, 5.0267, 1.4978, 7.7165, -0.0785, -0.8026, 0.0109, 4.9869, 1.5134, 7.5854, -0.0785, -0.8026, 0.0109, 5.0177, 1.5014, 7.6866, 5.3973, 1.4547, 7.5988
1544, 13.7000, Top, ShelfToys, 5.0270, 1.4973, 7.7163, -0.0791, -0.8032, 0.0127, 4.9869, 1.5127, 7.5853, -0.0791, -0.8032, 0.0127, 5.0179, 1.5008, 7.6864, 5.3973, 1.4576, 7.5322
1544, 13.7000, Top, ShelfToys, 5.0270, 1.4973, 7.7163, -0.0791, -0.8032, 0.0127, 4.9869, 1.5127, 7.5853, -0.0791, -0.8032, 0.0127, 5.0179, 1.5008, 7.6864, 5.3973, 1.4527, 7.5977
1546, 13.7200, Top, ShelfToys, 5.0275, 1.4966, 7.7158, -0.0798, -0.8045, 0.0166, 4.9868, 1.5116, 7.5849, -0.0798, -0.8045, 0.0166, 5.0182, 1.5001, 7.6860, 5.3973, 1.4539, 7.5298
1546, 13.7200, Top, ShelfToys, 5.0275, 1.4966, 7.7158, -0.0798, -0.8045, 0.0166, 4.9868, 1.5116, 7.5849, -0.0798, -0.8045, 0.0166, 5.0182, 1.5001, 7.6860, 5.3973, 1.4494, 7.5955
1547, 13.7400, Top, ShelfToys, 5.0278, 1.4964, 7.7155, -0.0802, -0.8052, 0.0179, 4.9868, 1.5113, 7.5848, -0.0802, -0.8052, 0.0179, 5.0185, 1.4997, 7.6857, 5.3973, 1.4525, 7.5285
1547, 13.7400, Top, ShelfToys, 5.0278, 1.4964, 7.7155, -0.0802, -0.8052, 0.0179, 4.9868, 1.5113, 7.5848, -0.0802, -0.8052, 0.0179, 5.0185, 1.4997, 7.6857, 5.3973, 1.4481, 7.5943
