Frame,Timestamp,TaskDuration,Completed
849,11.8363,6.4825,Yes
1769,24.6277,7.8194,Yes
2631,36.6002,10.5972,Yes
3863,53.7101,15.0537,Yes
5318,73.9315,8.4573,Yes
7076,98.3484,22.8044,Yes
7807,108.5023,7.669,Yes
9364,130.14,20.541,Yes
10813,150.2783,11.0287,Yes
13111,182.2074,30.428,Yes
