Frame, Timestamp, RightHand_State, LeftHand_State
5076, 70.3724, Disabled, Disabled
5077, 70.3875, Hover, Disabled
5078, 70.4024, Disabled, Disabled
5079, 70.4155, Hover, Disabled
5080, 70.4277, Disabled, Disabled
5081, 70.4427, Hover, Disabled
5082, 70.4556, Hover, Disabled
5083, 70.4693, Hover, Disabled
5084, 70.4850, Hover, Disabled
5085, 70.4987, Hover, Disabled
5086, 70.5110, Hover, Disabled
5087, 70.5255, Hover, Disabled
5088, 70.5409, Hover, Disabled
5089, 70.5547, Hover, Disabled
5090, 70.5661, Hover, Disabled
5091, 70.5817, Hover, Disabled
5092, 70.5953, Hover, Disabled
5093, 70.6076, Hover, Disabled
6871, 95.3159, Disabled, Disabled
6872, 95.3292, Hover, Disabled
6873, 95.3434, Disabled, Disabled
6874, 95.3563, Hover, Disabled
6875, 95.3711, Disabled, Disabled
6876, 95.3856, Hover, Disabled
6877, 95.4000, Hover, Disabled
6878, 95.4129, Hover, Disabled
6879, 95.4265, Hover, Disabled
6880, 95.4418, Hover, Disabled
6881, 95.4533, Hover, Disabled
6882, 95.4680, Hover, Disabled
6883, 95.4816, Hover, Disabled
6884, 95.4961, Hover, Disabled
6885, 95.5094, Hover, Disabled
6886, 95.5237, Hover, Disabled
6887, 95.5369, Hover, Disabled
6888, 95.5522, Hover, Disabled
6889, 95.5657, Hover, Disabled
6890, 95.5806, Hover, Disabled
6891, 95.5928, Hover, Disabled
6892, 95.6062, Hover, Disabled
6893, 95.6205, Hover, Disabled
6894, 95.6357, Hover, Disabled
6895, 95.6488, Hover, Disabled
6896, 95.6642, Hover, Disabled
6897, 95.6770, Hover, Disabled
6898, 95.6893, Hover, Disabled
6899, 95.7039, Hover, Disabled
6900, 95.7188, Hover, Disabled
6901, 95.7321, Hover, Disabled
6902, 95.7464, Hover, Disabled
6903, 95.7683, Hover, Disabled
6904, 95.7761, Hover, Disabled
6905, 95.7872, Hover, Disabled
6906, 95.8019, Hover, Disabled
6907, 95.8156, Hover, Disabled
6908, 95.8291, Hover, Disabled
6909, 95.8425, Hover, Disabled
6910, 95.8562, Hover, Disabled
6911, 95.8703, Hover, Disabled
6912, 95.8858, Hover, Disabled
6913, 95.9000, Hover, Disabled
6914, 95.9125, Hover, Disabled
6915, 95.9242, Hover, Disabled
6916, 95.9389, Hover, Disabled
6917, 95.9536, Hover, Disabled
6918, 95.9685, Hover, Disabled
6919, 95.9831, Hover, Disabled
6920, 95.9970, Hover, Disabled
6921, 96.0089, Hover, Disabled
6922, 96.0231, Hover, Disabled
6923, 96.0384, Hover, Disabled
6924, 96.0516, Hover, Disabled
6925, 96.0661, Hover, Disabled
6926, 96.0816, Hover, Disabled
6927, 96.0952, Hover, Disabled
6928, 96.1055, Hover, Disabled
6929, 96.1199, Hover, Disabled
6930, 96.1344, Hover, Disabled
