Frame, Timestamp, TPHotspot, HMD_x, HMD_z, Duration, WasTP, ZOI, Distance, RightHand_State, LeftHand_State
4865, 67.4428, TP_Juguetes, 4.4765, 9.3218, 0.6058, False, Unknown, 0.0000, Hover, Disabled
4903, 67.9701, TP_Juguetes_2, 4.4743, 9.3280, 0.5273, False, Unknown, 0.0000, Hover, Disabled
4928, 68.3180, TP_Juguetes, 4.4766, 9.3267, 0.3479, False, Unknown, 0.0000, Hover, Disabled
4965, 68.8349, TP_Juguetes_2, 5.0259, 7.7050, 0.5169, True, Unknown, 1.6858, Select, Disabled
8221, 114.1064, TP_Mid_3, 4.9967, 7.6784, 0.7775, False, Unknown, 0.0000, Hover, Disabled
8240, 114.3693, TP_Mid_4, 4.9965, 7.6772, 0.1637, False, Unknown, 0.0000, Hover, Disabled
8490, 117.8424, TP_Mid_3, 4.9918, 7.6844, 0.1940, False, Unknown, 0.0000, Hover, Disabled
8783, 121.9274, TP_Decoracion_2, -5.3650, 5.1510, 1.4606, True, Unknown, 10.6836, Select, Disabled
10300, 143.0370, TP_Mid_4, -5.2816, 5.1827, 0.0972, False, Unknown, 0.0000, Hover, Disabled
10458, 145.2465, TP_Mid_2, 2.0899, 4.4500, 1.9927, True, Unknown, 5.4069, Select, Disabled
10514, 146.0235, TP_Comida_4, 2.0764, 4.4508, 0.0143, False, Unknown, 0.0000, Disabled, Disabled
10551, 146.5371, TP_Comida_4, 2.0550, 4.4537, 0.5009, False, Unknown, 0.0000, Hover, Disabled
10556, 146.6075, TP_Comida, 2.0566, 4.4520, 0.0149, False, Unknown, 0.0000, Disabled, Disabled
10593, 147.1199, TP_Comida, 2.0421, 4.4644, 0.4991, False, Unknown, 0.0000, Disabled, Disabled
10899, 151.3689, TP_Moda_2, 2.0375, 4.4550, 1.6939, False, Unknown, 0.0000, Hover, Disabled
10961, 152.2298, TP_Moda_2, 2.0328, 4.4472, 0.0415, False, Unknown, 0.0000, Disabled, Disabled
11100, 154.1613, TP_Moda_2, 2.0097, 4.3969, 0.7514, False, Unknown, 0.0000, Hover, Disabled
11201, 155.5637, TP_Moda_2, 2.0147, 4.3975, 0.5288, False, Unknown, 0.0000, Hover, Disabled
11269, 156.5075, TP_Moda_2, 2.0152, 4.3971, 0.6105, False, Unknown, 0.0000, Hover, Disabled
11420, 158.6040, TP_Moda_2, 5.8930, 2.0391, 2.0000, True, Unknown, 7.3971, Select, Disabled
14190, 197.0756, TP_Moda, 5.8899, 2.1347, 0.0132, False, Unknown, 0.0000, Disabled, Disabled
14226, 197.5783, TP_Moda, 5.8916, 2.1312, 0.4895, False, Unknown, 0.0000, Disabled, Disabled
14309, 198.7294, TP_Mid_2, 5.9256, 2.1544, 0.7228, False, Unknown, 0.0000, Hover, Disabled
14384, 199.7721, TP_Mid, 5.9423, 2.1671, 0.8752, False, Unknown, 0.0000, Disabled, Disabled
14526, 201.7428, TP_Juguetes_2, 5.9054, 2.1654, 0.2229, False, Unknown, 0.0000, Hover, Disabled
14751, 204.8678, TP_Mid, 2.0899, 7.3580, 3.0008, True, Unknown, 3.0796, Select, Disabled
14867, 206.4791, TP_Mid_3, 2.0787, 7.3755, 0.0125, False, Unknown, 0.0000, Disabled, Disabled
14904, 206.9912, TP_Mid_3, 2.0796, 7.3659, 0.4989, False, Unknown, 0.0000, Hover, Disabled
14965, 207.8409, TP_Mid_4, 2.0822, 7.3624, 0.0145, False, Unknown, 0.0000, Disabled, Disabled
14971, 207.9233, TP_Mid_3, 2.0828, 7.3640, 0.0153, False, Unknown, 0.0000, Disabled, Disabled
15001, 208.3419, TP_Mid_4, 2.0873, 7.3626, 0.4862, False, Unknown, 0.0000, Hover, Disabled
15007, 208.4236, TP_Mid_3, 2.0876, 7.3628, 0.4860, False, Unknown, 0.0000, Hover, Disabled
15035, 208.8120, TP_Moda, 2.0915, 7.3628, 0.0122, False, Unknown, 0.0000, Disabled, Disabled
15074, 209.3535, TP_Juguetes, 2.0987, 7.3661, 0.0131, False, Unknown, 0.0000, Disabled, Disabled
15265, 212.0189, TP_Juguetes, 2.0951, 7.3353, 0.9699, False, Unknown, 0.0000, Hover, Disabled
15465, 214.7987, TP_Juguetes, 5.0370, 6.4330, 2.0308, True, Unknown, 2.9206, Select, Disabled
17570, 244.0616, TP_Mid_2, 4.9817, 6.3737, 0.0414, False, Unknown, 0.0000, Disabled, Disabled
17606, 244.5629, TP_Mid_2, 4.9816, 6.3814, 0.4869, False, Unknown, 0.0000, Disabled, Hover
17651, 245.1863, TP_Comida, 4.9782, 6.3838, 0.0406, False, Unknown, 0.0000, Disabled, Hover
17706, 245.9500, TP_Comida, 4.9765, 6.3959, 0.0981, False, Unknown, 0.0000, Disabled, Hover
17793, 247.1749, TP_Mid_2, 4.9746, 6.3977, 0.0136, False, Unknown, 0.0000, Disabled, Disabled
17830, 247.6851, TP_Mid_2, 4.9549, 6.4075, 0.4969, False, Unknown, 0.0000, Disabled, Disabled
17866, 248.1854, TP_Mid_2, 4.9412, 6.4168, 0.3869, False, Unknown, 0.0000, Disabled, Disabled
17873, 248.2852, TP_Mid, 4.9376, 6.4192, 0.0160, False, Unknown, 0.0000, Disabled, Disabled
17875, 248.3136, TP_Mid_3, 4.9369, 6.4196, 0.0134, False, Unknown, 0.0000, Disabled, Disabled
17901, 248.6877, TP_Mid_2, 4.9334, 6.4225, 0.2705, False, Unknown, 0.0000, Disabled, Hover
17979, 249.7691, TP_Comida, 4.9690, 6.4001, 0.8029, False, Unknown, 0.0000, Disabled, Disabled
17991, 249.9363, TP_Mid_3, 4.9646, 6.4061, 0.0139, False, Unknown, 0.0000, Disabled, Disabled
18027, 250.4386, TP_Mid_3, 4.9658, 6.4081, 0.4869, False, Unknown, 0.0000, Disabled, Disabled
18064, 250.9506, TP_Mid_3, 4.9668, 6.4103, 0.4852, False, Unknown, 0.0000, Disabled, Disabled
18197, 252.7988, TP_Tecnologia_2, 4.9909, 6.3865, 0.1655, False, Unknown, 0.0000, Hover, Disabled
18205, 252.9089, TP_Tecnologia, 4.9920, 6.3858, 0.1100, False, Unknown, 0.0000, Hover, Disabled
18351, 254.9391, TP_Tecnologia_2, -2.1209, 1.1150, 2.0010, True, Unknown, 10.5151, Select, Disabled
18832, 261.6305, TP_Tecnologia_3, -2.2223, 1.1212, 0.7899, False, Unknown, 0.0000, Disabled, Disabled
18869, 262.1447, TP_Tecnologia_3, -2.2421, 1.1330, 0.2365, False, Unknown, 0.0000, Hover, Disabled
18911, 262.7280, TP_Tecnologia_3, -2.2223, 1.1071, 0.3612, False, Unknown, 0.0000, Disabled, Disabled
