Frame, Timestamp, HMD_x, HMD_y, HMD_z, HMD_rot_x, HMD_rot_y, HMD_rot_z, HandR_x, HandR_y, HandR_z, HandR_rot_x, HandR_rot_y, HandR_rot_z, HandL_x, HandL_y, HandL_z, HandL_rot_x, HandL_rot_y, HandL_rot_z, Velocity_HandR_x, Velocity_HandR_y, Velocity_HandR_z, Velocity_HandL_x, Velocity_HandL_y, Velocity_HandL_z, WristAngleLeft, WristAngleRight, Distance
3898, 53.8639, 4.5503, 1.2499, 9.2870, 348.6718, 170.4208, 1.2825, -0.0280, 0.9334, 0.3769, 69.3750, 316.1974, 262.8456, -0.1539, 0.7852, 0.0104, 317.9735, 126.4210, 155.9091, -0.0839, 2.8003, 1.1306, -0.4616, 2.3556, 0.0312, -0.4025, 176.5360, 0.0000
3899, 53.8639, 4.4054, 1.2762, 9.3560, 328.9098, 208.0620, 352.2444, 0.3399, 0.8170, 0.2888, 22.3971, 102.0436, 347.9774, -0.0230, 0.7535, 0.0497, 306.4402, 136.4974, 169.1758, 1.1035, -0.3494, -0.2641, 0.3928, -0.0952, 0.1179, 136.8882, 163.8229, 0.0000
3900, 53.8839, 4.4024, 1.2756, 9.3560, 328.8931, 208.6703, 352.0139, 0.3221, 0.8172, 0.3011, 18.5147, 100.4719, 346.3995, -0.0432, 0.7481, 0.0476, 302.4995, 138.2303, 168.7828, -0.8864, 0.0111, 0.6160, -1.0098, -0.2689, -0.1054, 149.2272, 164.6696, 0.0000
3901, 53.9250, 4.4022, 1.2754, 9.3555, 328.9457, 208.5927, 351.8200, 0.3296, 0.8145, 0.2987, 18.0191, 100.6653, 345.8556, -0.0377, 0.7457, 0.0487, 301.4320, 138.6216, 168.5909, 0.1823, -0.0653, -0.0585, 0.1317, -0.0579, 0.0273, 147.4228, 165.3250, 0.0000
3902, 53.9390, 4.4013, 1.2753, 9.3551, 328.8944, 208.3958, 351.6922, 0.3346, 0.8109, 0.2976, 18.2468, 100.2504, 345.1321, -0.0334, 0.7431, 0.0498, 301.0030, 139.1098, 168.3643, 0.3569, -0.2615, -0.0795, 0.3099, -0.1881, 0.0794, 146.3688, 165.4010, 0.0000
3903, 53.9505, 4.4012, 1.2753, 9.3550, 328.8544, 208.2176, 351.7565, 0.3361, 0.8098, 0.2973, 18.2873, 100.1368, 344.9354, -0.0320, 0.7422, 0.0502, 300.8662, 139.2550, 168.2962, 0.1281, -0.0939, -0.0285, 0.1222, -0.0742, 0.0313, 146.1632, 165.4271, 0.0000
3904, 53.9657, 4.4008, 1.2751, 9.3548, 328.8033, 207.9988, 351.9375, 0.3373, 0.8089, 0.2970, 18.3166, 100.0536, 344.7915, -0.0308, 0.7415, 0.0505, 300.7657, 139.3623, 168.2455, 0.0776, -0.0568, -0.0173, 0.0782, -0.0475, 0.0200, 145.8796, 165.4575, 0.0000
3905, 53.9805, 4.4006, 1.2749, 9.3544, 328.8220, 207.8875, 352.0176, 0.3382, 0.8083, 0.2968, 18.3376, 99.9938, 344.6881, -0.0299, 0.7409, 0.0507, 300.6941, 139.4392, 168.2090, 0.0598, -0.0438, -0.0133, 0.0626, -0.0380, 0.0160, 145.6917, 165.4689, 0.0000
3906, 53.9939, 4.4008, 1.2749, 9.3543, 329.0013, 207.8162, 351.9796, 0.3382, 0.8083, 0.2968, 18.3376, 99.9938, 344.6881, -0.0299, 0.7409, 0.0507, 300.6941, 139.4391, 168.2091, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 145.7326, 165.4615, 0.0000
3907, 54.0066, 4.4006, 1.2748, 9.3537, 329.1916, 207.6732, 351.8963, 0.3389, 0.8081, 0.2965, 18.0865, 99.7325, 344.1778, -0.0289, 0.7403, 0.0510, 301.2444, 138.2155, 169.5997, 0.0585, -0.0117, -0.0270, 0.0804, -0.0465, 0.0225, 145.9760, 165.8075, 0.0000
