Frame, Timestamp, Product/AOI, Section/Shelf, EyeLeftPosition_x, EyeLeftPosition_y, EyeLeftPosition_z, EyeLeftRotation_x, EyeLeftRotation_y, EyeLeftRotation_z, EyeRightPosition_x, EyeRightPosition_y, EyeRightPosition_z,EyeRightRotation_x, EyeRightRotation_y, EyeRightRotation_z, HMD_x, HMD_y, HMD_z, RCHit_x, RCHit_y, RCHit_z
5037, 69.8200, baby_yoda, Juguetes, 5.0198, 1.6106, 7.7090, -0.0560, -0.7893, 0.0242, 4.9858, 1.6187, 7.5758, -0.0560, -0.7893, 0.0242, 5.0121, 1.6125, 7.6786, 5.5363, 1.5554, 7.5088
5038, 69.8400, baby_yoda, Juguetes, 5.0196, 1.6119, 7.7076, -0.0534, -0.7933, 0.0212, 4.9838, 1.6200, 7.5749, -0.0534, -0.7933, 0.0212, 5.0114, 1.6137, 7.6774, 5.4977, 1.5649, 7.5108
5040, 69.8600, baby_yoda, Juguetes, 5.0189, 1.6139, 7.7046, -0.0461, -0.8016, 0.0131, 4.9796, 1.6219, 7.5728, -0.0461, -0.8016, 0.0131, 5.0099, 1.6157, 7.6746, 5.4583, 1.5811, 7.5059
5041, 69.8800, baby_yoda, Juguetes, 5.0187, 1.6148, 7.7033, -0.0428, -0.8049, 0.0089, 4.9780, 1.6228, 7.5720, -0.0428, -0.8049, 0.0089, 5.0094, 1.6166, 7.6734, 5.4469, 1.5879, 7.5030
5042, 69.9000, baby_yoda, Juguetes, 5.0183, 1.6158, 7.7022, -0.0394, -0.8077, 0.0050, 4.9764, 1.6237, 7.5713, -0.0394, -0.8077, 0.0050, 5.0088, 1.6176, 7.6724, 5.4384, 1.5942, 7.5003
5044, 69.9200, baby_yoda, Juguetes, 5.0173, 1.6175, 7.7004, -0.0324, -0.8123, -0.0010, 4.9733, 1.6249, 7.5701, -0.0324, -0.8123, -0.0010, 5.0073, 1.6192, 7.6707, 5.4259, 1.6045, 7.4953
5045, 69.9400, baby_yoda, Juguetes, 5.0170, 1.6183, 7.6992, -0.0293, -0.8145, -0.0036, 4.9720, 1.6255, 7.5693, -0.0293, -0.8145, -0.0036, 5.0068, 1.6199, 7.6697, 5.4202, 1.6089, 7.4925
5045, 69.9400, baby_yoda, Juguetes, 5.0170, 1.6183, 7.6992, -0.0293, -0.8145, -0.0036, 4.9720, 1.6255, 7.5693, -0.0293, -0.8145, -0.0036, 5.0068, 1.6199, 7.6697, 5.5499, 1.6024, 7.5137
5047, 69.9600, baby_yoda, Juguetes, 5.0161, 1.6207, 7.6975, -0.0215, -0.8184, -0.0125, 4.9693, 1.6275, 7.5682, -0.0215, -0.8184, -0.0125, 5.0055, 1.6222, 7.6681, 5.4120, 1.6219, 7.4876
5047, 69.9600, baby_yoda, Juguetes, 5.0161, 1.6207, 7.6975, -0.0215, -0.8184, -0.0125, 4.9693, 1.6275, 7.5682, -0.0215, -0.8184, -0.0125, 5.0055, 1.6222, 7.6681, 5.5178, 1.6184, 7.5159
5048, 69.9800, baby_yoda, Juguetes, 5.0158, 1.6217, 7.6968, -0.0173, -0.8197, -0.0160, 4.9684, 1.6282, 7.5677, -0.0173, -0.8197, -0.0160, 5.0050, 1.6232, 7.6674, 5.4096, 1.6275, 7.4857
