Frame, Timestamp, Product/AOI, Section/Shelf, EyeLeftPosition_x, EyeLeftPosition_y, EyeLeftPosition_z, EyeLeftRotation_x, EyeLeftRotation_y, EyeLeftRotation_z, EyeRightPosition_x, EyeRightPosition_y, EyeRightPosition_z,EyeRightRotation_x, EyeRightRotation_y, EyeRightRotation_z, HMD_x, HMD_y, HMD_z, RCHit_x, RCHit_y, RCHit_z
5002, 69.3400, Top, ShelfToys, 5.0256, 1.5778, 7.7338, -0.1550, -0.6959, 0.1380, 5.0247, 1.5813, 7.5961, -0.1550, -0.6959, 0.1380, 5.0254, 1.5786, 7.7024, 5.3973, 1.4144, 7.6644
5003, 69.3600, Top, ShelfToys, 5.0256, 1.5784, 7.7337, -0.1532, -0.6964, 0.1359, 5.0246, 1.5821, 7.5960, -0.1532, -0.6964, 0.1359, 5.0254, 1.5792, 7.7023, 5.3973, 1.4176, 7.6641
5003, 69.3600, Top, ShelfToys, 5.0256, 1.5784, 7.7337, -0.1532, -0.6964, 0.1359, 5.0246, 1.5821, 7.5960, -0.1532, -0.6964, 0.1359, 5.0254, 1.5792, 7.7023, 5.3973, 1.4161, 7.7268
5005, 69.3800, Top, ShelfToys, 5.0258, 1.5807, 7.7334, -0.1476, -0.6983, 0.1294, 5.0246, 1.5845, 7.5958, -0.1476, -0.6983, 0.1294, 5.0255, 1.5816, 7.7021, 5.3973, 1.4277, 7.6632
5005, 69.3800, Top, ShelfToys, 5.0258, 1.5807, 7.7334, -0.1476, -0.6983, 0.1294, 5.0246, 1.5845, 7.5958, -0.1476, -0.6983, 0.1294, 5.0255, 1.5816, 7.7021, 5.3973, 1.4261, 7.7258
5006, 69.4000, Top, ShelfToys, 5.0258, 1.5820, 7.7331, -0.1437, -0.6995, 0.1258, 5.0244, 1.5858, 7.5955, -0.1437, -0.6995, 0.1258, 5.0255, 1.5829, 7.7018, 5.3973, 1.4337, 7.6624
5006, 69.4000, Top, ShelfToys, 5.0258, 1.5820, 7.7331, -0.1437, -0.6995, 0.1258, 5.0244, 1.5858, 7.5955, -0.1437, -0.6995, 0.1258, 5.0255, 1.5829, 7.7018, 5.3973, 1.4322, 7.7251
5008, 69.4200, Top, ShelfToys, 5.0256, 1.5838, 7.7329, -0.1370, -0.7022, 0.1184, 5.0236, 1.5879, 7.5952, -0.1370, -0.7022, 0.1184, 5.0251, 1.5847, 7.7015, 5.3973, 1.4441, 7.6607
5008, 69.4200, Top, ShelfToys, 5.0256, 1.5838, 7.7329, -0.1370, -0.7022, 0.1184, 5.0236, 1.5879, 7.5952, -0.1370, -0.7022, 0.1184, 5.0251, 1.5847, 7.7015, 5.3973, 1.4426, 7.7234
5009, 69.4400, Top, ShelfToys, 5.0253, 1.5848, 7.7327, -0.1336, -0.7039, 0.1147, 5.0229, 1.5889, 7.5950, -0.1336, -0.7039, 0.1147, 5.0248, 1.5857, 7.7013, 5.3973, 1.4493, 7.6593
5009, 69.4400, Top, ShelfToys, 5.0253, 1.5848, 7.7327, -0.1336, -0.7039, 0.1147, 5.0229, 1.5889, 7.5950, -0.1336, -0.7039, 0.1147, 5.0248, 1.5857, 7.7013, 5.3973, 1.4478, 7.7220
5011, 69.4600, Top, ShelfToys, 5.0252, 1.5875, 7.7319, -0.1271, -0.7076, 0.1064, 5.0219, 1.5921, 7.5943, -0.1271, -0.7076, 0.1064, 5.0244, 1.5886, 7.7006, 5.3973, 1.4610, 7.6559
5011, 69.4600, Top, ShelfToys, 5.0252, 1.5875, 7.7319, -0.1271, -0.7076, 0.1064, 5.0219, 1.5921, 7.5943, -0.1271, -0.7076, 0.1064, 5.0244, 1.5886, 7.7006, 5.3973, 1.4594, 7.7186
5012, 69.4800, Top, ShelfToys, 5.0253, 1.5887, 7.7315, -0.1228, -0.7100, 0.1009, 5.0214, 1.5937, 7.5940, -0.1228, -0.7100, 0.1009, 5.0244, 1.5899, 7.7002, 5.3973, 1.4683, 7.6538
