Frame, Timestamp, Object, State, Handedness
5556, 77.0525, baby_yoda, Pointing, RightHanded
5557, 77.0681, baby_yoda, Pointing, RightHanded
5558, 77.0815, baby_yoda, Pointing, RightHanded
5559, 77.0954, baby_yoda, Pointing, RightHanded
5560, 77.1074, baby_yoda, Pointing, RightHanded
5561, 77.1229, baby_yoda, Pointing, RightHanded
5562, 77.1368, baby_yoda, Pointing, RightHanded
5563, 77.1508, baby_yoda, Pointing, RightHanded
5564, 77.1654, baby_yoda, Pointing, RightHanded
5565, 77.1781, baby_yoda, Pointing, RightHanded
5566, 77.1893, baby_yoda, Pointing, RightHanded
5567, 77.2057, baby_yoda, Pointing, RightHanded
5568, 77.2199, baby_yoda, Pointing, RightHanded
5569, 77.2334, baby_yoda, Pointing, RightHanded
5574, 77.3042, baby_yoda, Pointing, RightHanded
5575, 77.3180, baby_yoda, Pointing, RightHanded
5576, 77.3305, baby_yoda, Pointing, RightHanded
5577, 77.3448, baby_yoda, Pointing, RightHanded
5578, 77.3581, baby_yoda, Pointing, RightHanded
5579, 77.3703, baby_yoda, Pointing, RightHanded
5580, 77.3856, baby_yoda, Pointing, RightHanded
5581, 77.3998, baby_yoda, Pointing, RightHanded
5582, 77.4126, baby_yoda, Pointing, RightHanded
5583, 77.4273, baby_yoda, Pointing, RightHanded
5584, 77.4424, baby_yoda, Pointing, RightHanded
5585, 77.4568, baby_yoda, Pointing, RightHanded
5586, 77.4692, baby_yoda, Pointing, RightHanded
5587, 77.4818, baby_yoda, Pointing, RightHanded
5588, 77.4967, baby_yoda, Pointing, RightHanded
5589, 77.5089, baby_yoda, Pointing, RightHanded
5590, 77.5232, baby_yoda, Pointing, RightHanded
5591, 77.5388, baby_yoda, Pointing, RightHanded
5592, 77.5507, baby_yoda, Pointing, RightHanded
5593, 77.5659, baby_yoda, Pointing, RightHanded
5594, 77.5808, baby_yoda, Pointing, RightHanded
5595, 77.5937, baby_yoda, Pointing, RightHanded
5596, 77.6065, baby_yoda, Pointing, RightHanded
5597, 77.6221, baby_yoda, Pointing, RightHanded
5598, 77.6366, baby_yoda, Pointing, RightHanded
5599, 77.6488, baby_yoda, Pointing, RightHanded
5600, 77.6646, baby_yoda, Pointing, RightHanded
5601, 77.6770, baby_yoda, Pointing, RightHanded
5602, 77.6892, baby_yoda, Pointing, RightHanded
5603, 77.7053, baby_yoda, Pointing, RightHanded
5604, 77.7198, baby_yoda, Pointing, RightHanded
5605, 77.7333, baby_yoda, Pointing, RightHanded
