Frame,Timestamp,TaskDuration,Completed
5333,73.9553,9.972,Yes
6339,87.9251,6.8999,Yes
7843,108.845,18.7665,Yes
8925,123.9,13.0286,Yes
9908,137.5787,8.8613,Yes
11589,160.9515,22.0116,Yes
13022,180.8531,16.9852,No
15663,217.5478,33.3194,Yes
16270,225.9781,8.0549,Yes
19048,264.6297,37.1939,Yes
