Frame, Timestamp, TPHotspot, HMD_x, HMD_z, Duration, WasTP, ZOI, Distance, RightHand_State, LeftHand_State
337, 6.5435, TP_Juguetes_Adjacent, 4.5341, 9.6252, 0.0144, False, Unknown, 0.0000, Disabled, Hover
541, 9.3758, TP_Juguetes2_Adjacent, 4.5260, 9.6223, 2.8323, False, Unknown, 0.0000, Disabled, Hover
578, 9.8888, TP_Juguetes2_Adjacent, 4.5506, 9.6296, 0.3048, False, Unknown, 0.0000, Disabled, Hover
589, 10.0425, TP_Juguetes_Adjacent, 4.5532, 9.6275, 0.3897, False, Unknown, 0.0000, Disabled, Hover
615, 10.4039, TP_Juguetes2_Adjacent, 4.5493, 9.6290, 0.3614, False, Unknown, 0.0000, Disabled, Hover
643, 10.7921, TP_Juguetes_Adjacent, 4.5516, 9.6340, 0.0968, False, Unknown, 0.0000, Disabled, Hover
689, 11.4306, TP_Juguetes2_Adjacent, 4.5573, 9.6342, 0.9858, False, Unknown, 0.0000, Disabled, Hover
697, 11.5429, TP_Juguetes_Adjacent, 4.5579, 9.6340, 0.1124, False, Unknown, 0.0000, Disabled, Hover
928, 14.7504, TP_Juguetes2_Adjacent, 4.5649, 9.6382, 3.2074, False, Unknown, 0.0000, Disabled, Hover
937, 14.8764, TP_Juguetes_Adjacent, 4.5642, 9.6378, 0.1260, False, Unknown, 0.0000, Disabled, Hover
1010, 15.8888, TP_Juguetes2_Adjacent, 4.5523, 9.6334, 1.0124, False, Unknown, 0.0000, Disabled, Hover
1585, 23.8905, TP_Mid, 4.4981, 9.6301, 0.2078, False, Unknown, 0.0000, Hover, Disabled
1899, 28.2500, TP_Juguetes2_Adjacent, 4.5626, 9.6320, 2.8873, False, Unknown, 0.0000, Hover, Disabled
2079, 30.7504, TP_Juguetes2_Adjacent, 4.5650, 9.6315, 0.0415, False, Unknown, 0.0000, Disabled, Hover
2340, 34.3802, TP_Juguetes2_Adjacent, 5.1940, 7.7100, 3.1987, True, Unknown, 1.9726, Disabled, Select
9968, 140.7473, TP_Mid_3, 5.9559, 7.0553, 0.4581, False, Unknown, 0.0000, Disabled, Hover
9978, 140.8860, TP_Mid, 5.9572, 7.0284, 0.1387, False, Unknown, 0.0000, Disabled, Hover
10005, 141.2611, TP_Mid_3, 5.9607, 6.9636, 0.3751, False, Unknown, 0.0000, Disabled, Hover
10072, 142.1907, TP_Mid, 5.9628, 6.9877, 1.0963, False, Unknown, 0.0000, Disabled, Hover
10101, 142.5952, TP_Mid_3, 5.9547, 6.9516, 0.4045, False, Unknown, 0.0000, Disabled, Hover
10221, 144.2608, TP_Mid_3, 5.9630, 6.9616, 1.0000, False, Unknown, 0.0000, Disabled, Hover
10227, 144.3441, TP_Mid, 5.9683, 6.9628, 0.0696, False, Unknown, 0.0000, Disabled, Hover
10264, 144.8572, TP_Mid, 5.9871, 6.9571, 0.4860, False, Unknown, 0.0000, Disabled, Hover
10306, 145.4408, TP_Mid_3, 5.9606, 6.9182, 0.8613, False, Unknown, 0.0000, Disabled, Hover
