Frame, Timestamp, Object, Section, State, Position_x, Position_y, Position_z, Rotation_x, Rotation_y, Rotation_z, Scale_x, Scale_y, Scale_z, RightHand_State, LeftHand_State
3498, 50.4617, baby_yoda, Juguetes, Select, 5.5180, 1.4191, 7.3020, 0.0000, 270.0002, 0.0000, 0.1060, 0.1060, 0.1060, Select, Normal
3501, 50.4991, baby_yoda, Juguetes, Select, 5.5151, 1.4140, 7.2879, 357.7116, 274.8927, 358.1699, 0.1060, 0.1060, 0.1060, Select, Normal
3504, 50.5400, baby_yoda, Juguetes, Select, 5.5153, 1.4155, 7.2826, 358.2585, 277.3177, 356.9056, 0.1060, 0.1060, 0.1060, Select, Normal
3507, 50.5805, baby_yoda, Juguetes, Select, 5.5114, 1.4222, 7.2911, 359.0455, 279.4357, 356.1254, 0.1060, 0.1060, 0.1060, Select, Normal
3510, 50.6216, baby_yoda, Juguetes, Select, 5.5037, 1.4264, 7.3004, 358.4821, 280.7185, 355.9261, 0.1060, 0.1060, 0.1060, Select, Normal
3513, 50.6638, baby_yoda, Juguetes, Select, 5.4925, 1.4292, 7.3099, 357.4578, 282.4561, 356.5252, 0.1060, 0.1060, 0.1060, Select, Normal
3516, 50.7052, baby_yoda, Juguetes, Select, 5.4906, 1.4336, 7.3137, 357.3769, 281.9981, 355.7807, 0.1060, 0.1060, 0.1060, Select, Normal
3519, 50.7469, baby_yoda, Juguetes, Select, 5.4950, 1.4378, 7.3174, 358.8463, 278.7587, 354.3465, 0.1060, 0.1060, 0.1060, Select, Normal
3522, 50.7874, baby_yoda, Juguetes, Select, 5.4999, 1.4416, 7.3205, 0.7031, 276.0311, 353.3531, 0.1060, 0.1060, 0.1060, Select, Normal
3525, 50.8288, baby_yoda, Juguetes, Select, 5.5092, 1.4424, 7.3201, 2.7309, 273.1799, 352.5061, 0.1060, 0.1060, 0.1060, Select, Normal
3528, 50.8706, baby_yoda, Juguetes, Select, 5.5134, 1.4396, 7.3131, 2.7208, 273.3234, 351.9428, 0.1060, 0.1060, 0.1060, Select, Normal
3531, 50.9127, baby_yoda, Juguetes, Select, 5.5138, 1.4382, 7.3106, 2.5383, 273.6049, 351.6238, 0.1060, 0.1060, 0.1060, Select, Normal
3534, 50.9551, baby_yoda, Juguetes, Select, 5.5129, 1.4383, 7.3059, 2.4323, 275.2347, 350.7016, 0.1060, 0.1060, 0.1060, Select, Normal
3537, 50.9969, baby_yoda, Juguetes, Select, 5.5128, 1.4389, 7.3037, 2.5429, 276.0780, 349.7293, 0.1060, 0.1060, 0.1060, Select, Normal
3540, 51.0400, baby_yoda, Juguetes, Select, 5.5155, 1.4425, 7.3074, 2.7425, 276.0571, 347.9683, 0.1060, 0.1060, 0.1060, Select, Normal
3543, 51.0805, baby_yoda, Juguetes, Select, 5.5186, 1.4488, 7.3162, 3.1385, 275.3574, 345.7093, 0.1060, 0.1060, 0.1060, Select, Normal
3546, 51.1218, baby_yoda, Juguetes, Select, 5.5217, 1.4549, 7.3265, 3.6184, 274.2658, 343.5998, 0.1060, 0.1060, 0.1060, Select, Normal
3549, 51.1633, baby_yoda, Juguetes, Select, 5.5249, 1.4614, 7.3424, 3.7975, 272.9748, 340.9566, 0.1060, 0.1060, 0.1060, Select, Normal
3552, 51.2048, baby_yoda, Juguetes, Select, 5.5295, 1.4682, 7.3609, 3.9141, 271.2880, 337.2315, 0.1060, 0.1060, 0.1060, Select, Normal
3555, 51.2464, baby_yoda, Juguetes, Select, 5.5364, 1.4755, 7.3835, 4.1804, 268.3558, 333.9979, 0.1060, 0.1060, 0.1060, Select, Normal
3558, 51.2874, baby_yoda, Juguetes, Select, 5.5421, 1.4801, 7.4125, 4.4431, 263.8528, 331.1162, 0.1060, 0.1060, 0.1060, Select, Normal
3561, 51.3291, baby_yoda, Juguetes, Select, 5.5459, 1.4832, 7.4361, 4.4954, 259.7996, 328.0703, 0.1060, 0.1060, 0.1060, Select, Normal
3564, 51.3712, baby_yoda, Juguetes, Select, 5.5473, 1.4883, 7.4594, 4.6479, 255.4450, 325.1806, 0.1060, 0.1060, 0.1060, Select, Normal
3567, 51.4134, baby_yoda, Juguetes, Select, 5.5483, 1.4947, 7.4740, 5.1121, 252.4581, 323.2008, 0.1060, 0.1060, 0.1060, Select, Normal
3570, 51.4551, baby_yoda, Juguetes, Select, 5.5524, 1.5006, 7.4824, 5.4270, 251.3488, 321.7378, 0.1060, 0.1060, 0.1060, Select, Normal
3573, 51.4973, baby_yoda, Juguetes, Select, 5.5613, 1.5038, 7.4862, 4.9002, 251.1050, 321.1107, 0.1060, 0.1060, 0.1060, Select, Normal
3576, 51.5379, baby_yoda, Juguetes, Select, 5.5679, 1.5093, 7.4950, 4.8134, 248.1127, 319.8553, 0.1060, 0.1060, 0.1060, Select, Normal
3579, 51.5837, baby_yoda, Juguetes, Select, 5.5685, 1.5103, 7.5041, 4.4858, 245.0953, 320.5674, 0.1060, 0.1060, 0.1060, Select, Normal
3582, 51.6207, baby_yoda, Juguetes, Select, 5.5669, 1.5072, 7.5051, 3.6662, 244.5576, 321.3160, 0.1060, 0.1060, 0.1060, Select, Normal
3585, 51.6624, baby_yoda, Juguetes, Select, 5.5657, 1.5040, 7.5040, 3.0672, 245.4427, 322.6227, 0.1060, 0.1060, 0.1060, Select, Normal
3588, 51.7042, baby_yoda, Juguetes, Select, 5.5648, 1.4987, 7.4979, 2.2791, 248.0435, 323.4373, 0.1060, 0.1060, 0.1060, Select, Normal
3591, 51.7454, baby_yoda, Juguetes, Select, 5.5652, 1.4968, 7.4957, 2.4863, 249.2942, 323.9834, 0.1060, 0.1060, 0.1060, Select, Normal
3594, 51.7875, baby_yoda, Juguetes, Select, 5.5658, 1.4976, 7.4955, 3.3417, 249.2601, 323.6294, 0.1060, 0.1060, 0.1060, Select, Normal
3597, 51.8286, baby_yoda, Juguetes, Select, 5.5662, 1.4981, 7.4950, 3.8231, 249.4273, 323.4687, 0.1060, 0.1060, 0.1060, Select, Normal
3600, 51.8707, baby_yoda, Juguetes, Select, 5.5668, 1.4996, 7.4943, 4.4161, 249.6137, 323.1664, 0.1060, 0.1060, 0.1060, Select, Normal
3603, 51.9123, baby_yoda, Juguetes, Select, 5.5670, 1.5013, 7.4911, 5.0046, 250.9652, 323.0829, 0.1060, 0.1060, 0.1060, Select, Normal
3606, 51.9546, baby_yoda, Juguetes, Select, 5.5660, 1.5029, 7.4881, 5.5236, 252.2657, 323.3233, 0.1060, 0.1060, 0.1060, Select, Normal
3609, 51.9966, baby_yoda, Juguetes, Select, 5.5637, 1.5027, 7.4794, 5.5310, 255.9782, 324.5235, 0.1060, 0.1060, 0.1060, Select, Normal
3612, 52.0382, baby_yoda, Juguetes, Select, 5.5621, 1.5028, 7.4739, 5.6559, 258.3070, 325.2544, 0.1060, 0.1060, 0.1060, Select, Normal
3615, 52.0800, baby_yoda, Juguetes, Select, 5.5594, 1.5011, 7.4643, 5.4345, 262.3799, 326.5509, 0.1060, 0.1060, 0.1060, Select, Normal
