Frame, Timestamp, Product/AOI, Section/Shelf, EyeLeftPosition_x, EyeLeftPosition_y, EyeLeftPosition_z, EyeLeftRotation_x, EyeLeftRotation_y, EyeLeftRotation_z, EyeRightPosition_x, EyeRightPosition_y, EyeRightPosition_z,EyeRightRotation_x, EyeRightRotation_y, EyeRightRotation_z, HMD_x, HMD_y, HMD_z, RCHit_x, RCHit_y, RCHit_z
24, 0.6600, Top, ShelfToys, 4.4303, 1.1971, 9.6245, 0.0206, 0.9879, 0.0339, 4.2989, 1.2041, 9.5839, 0.0206, 0.9879, 0.0339, 4.4004, 1.1987, 9.6152, 5.4512, 1.4138, 6.2487
25, 0.6800, Top, ShelfToys, 4.4303, 1.2011, 9.6275, 0.0209, 0.9881, 0.0518, 4.2983, 1.2088, 9.5887, 0.0209, 0.9881, 0.0518, 4.4002, 1.2028, 9.6186, 5.3973, 1.5396, 6.2872
25, 0.7000, Top, ShelfToys, 4.4303, 1.2011, 9.6275, 0.0209, 0.9881, 0.0518, 4.2983, 1.2088, 9.5887, 0.0209, 0.9881, 0.0518, 4.4002, 1.2028, 9.6186, 5.3973, 1.5396, 6.2872
26, 0.7200, Top, ShelfToys, 4.4308, 1.2042, 9.6305, 0.0177, 0.9878, 0.0662, 4.2985, 1.2116, 9.5929, 0.0177, 0.9878, 0.0662, 4.4006, 1.2059, 9.6220, 5.3973, 1.6567, 6.2088
27, 0.7400, Top, ShelfToys, 4.4318, 1.2065, 9.6335, 0.0170, 0.9874, 0.0757, 4.2993, 1.2141, 9.5962, 0.0170, 0.9874, 0.0757, 4.4016, 1.2083, 9.6250, 5.3973, 1.7321, 6.1862
28, 0.7600, Top, ShelfToys, 4.4331, 1.2083, 9.6363, 0.0183, 0.9867, 0.0815, 4.3007, 1.2164, 9.5988, 0.0183, 0.9867, 0.0815, 4.4029, 1.2101, 9.6277, 5.3973, 1.7673, 6.2373
28, 0.7800, Top, ShelfToys, 4.4331, 1.2083, 9.6363, 0.0183, 0.9867, 0.0815, 4.3007, 1.2164, 9.5988, 0.0183, 0.9867, 0.0815, 4.4029, 1.2101, 9.6277, 5.3973, 1.7673, 6.2373
29, 0.8000, Top, ShelfToys, 4.4347, 1.2089, 9.6390, 0.0190, 0.9862, 0.0842, 4.3025, 1.2173, 9.6010, 0.0190, 0.9862, 0.0842, 4.4046, 1.2108, 9.6303, 5.3973, 1.7766, 6.3005
30, 0.8200, Top, ShelfToys, 4.4365, 1.2097, 9.6405, 0.0195, 0.9857, 0.0863, 4.3045, 1.2184, 9.6020, 0.0195, 0.9857, 0.0863, 4.4064, 1.2116, 9.6317, 5.3973, 1.7823, 6.3584
30, 0.8400, Top, ShelfToys, 4.4365, 1.2097, 9.6405, 0.0195, 0.9857, 0.0863, 4.3045, 1.2184, 9.6020, 0.0195, 0.9857, 0.0863, 4.4064, 1.2116, 9.6317, 5.3973, 1.7823, 6.3584
31, 0.8600, Top, ShelfToys, 4.4381, 1.2111, 9.6427, 0.0232, 0.9846, 0.0928, 4.3063, 1.2211, 9.6036, 0.0232, 0.9846, 0.0928, 4.4081, 1.2133, 9.6338, 5.3973, 1.8097, 6.4488
32, 0.8800, Top, ShelfToys, 4.4397, 1.2115, 9.6442, 0.0242, 0.9834, 0.0999, 4.3082, 1.2222, 9.6043, 0.0242, 0.9834, 0.0999, 4.4097, 1.2140, 9.6351, 5.3973, 1.8386, 6.5467
33, 0.9000, Top, ShelfToys, 4.4412, 1.2129, 9.6455, 0.0234, 0.9826, 0.1039, 4.3100, 1.2236, 9.6049, 0.0234, 0.9826, 0.1039, 4.4113, 1.2154, 9.6362, 5.3973, 1.8542, 6.6144
33, 0.9200, Top, ShelfToys, 4.4412, 1.2129, 9.6455, 0.0234, 0.9826, 0.1039, 4.3100, 1.2236, 9.6049, 0.0234, 0.9826, 0.1039, 4.4113, 1.2154, 9.6362, 5.3973, 1.8542, 6.6144
34, 0.9400, Top, ShelfToys, 4.4419, 1.2163, 9.6481, 0.0231, 0.9814, 0.1168, 4.3105, 1.2274, 9.6081, 0.0231, 0.9814, 0.1168, 4.4119, 1.2188, 9.6390, 5.3973, 1.9460, 6.6065
2340, 34.3800, Top, ShelfToys, 5.1930, 1.5430, 7.7413, -0.1837, -0.6828, 0.1310, 5.1975, 1.5525, 7.6039, -0.1837, -0.6828, 0.1310, 5.1940, 1.5452, 7.7100, 5.3973, 1.4472, 7.7100
2342, 34.4000, Top, ShelfToys, 5.1929, 1.5430, 7.7413, -0.1839, -0.6827, 0.1310, 5.1975, 1.5525, 7.6039, -0.1839, -0.6827, 0.1310, 5.1940, 1.5451, 7.7100, 5.3973, 1.4471, 7.7100
2344, 34.4200, Top, ShelfToys, 5.1929, 1.5430, 7.7412, -0.1837, -0.6827, 0.1310, 5.1975, 1.5525, 7.6038, -0.1837, -0.6827, 0.1310, 5.1940, 1.5452, 7.7099, 5.3973, 1.4472, 7.7100
2345, 34.4400, Top, ShelfToys, 5.1929, 1.5431, 7.7412, -0.1836, -0.6828, 0.1310, 5.1975, 1.5525, 7.6038, -0.1836, -0.6828, 0.1310, 5.1940, 1.5452, 7.7099, 5.3973, 1.4472, 7.7099
2347, 34.4600, Top, ShelfToys, 5.1929, 1.5431, 7.7411, -0.1833, -0.6830, 0.1311, 5.1974, 1.5525, 7.6037, -0.1833, -0.6830, 0.1311, 5.1940, 1.5453, 7.7098, 5.3973, 1.4473, 7.7098
2348, 34.4800, Top, ShelfToys, 5.1930, 1.5432, 7.7411, -0.1833, -0.6831, 0.1312, 5.1974, 1.5526, 7.6037, -0.1833, -0.6831, 0.1312, 5.1940, 1.5453, 7.7098, 5.3973, 1.4474, 7.7097
2349, 34.5000, Top, ShelfToys, 5.1930, 1.5432, 7.7411, -0.1833, -0.6831, 0.1311, 5.1974, 1.5527, 7.6037, -0.1833, -0.6831, 0.1311, 5.1940, 1.5454, 7.7098, 5.3973, 1.4475, 7.7097
2351, 34.5200, Top, ShelfToys, 5.1930, 1.5433, 7.7411, -0.1835, -0.6831, 0.1309, 5.1974, 1.5527, 7.6037, -0.1835, -0.6831, 0.1309, 5.1940, 1.5454, 7.7098, 5.3973, 1.4475, 7.7096
2352, 34.5400, Top, ShelfToys, 5.1930, 1.5433, 7.7411, -0.1834, -0.6831, 0.1309, 5.1974, 1.5527, 7.6037, -0.1834, -0.6831, 0.1309, 5.1940, 1.5454, 7.7098, 5.3973, 1.4476, 7.7096
2354, 34.5600, Top, ShelfToys, 5.1930, 1.5433, 7.7411, -0.1834, -0.6831, 0.1308, 5.1975, 1.5528, 7.6037, -0.1834, -0.6831, 0.1308, 5.1940, 1.5455, 7.7098, 5.3973, 1.4477, 7.7096
2355, 34.5800, Top, ShelfToys, 5.1930, 1.5433, 7.7411, -0.1833, -0.6831, 0.1308, 5.1975, 1.5528, 7.6037, -0.1833, -0.6831, 0.1308, 5.1940, 1.5455, 7.7098, 5.3973, 1.4477, 7.7096
2357, 34.6000, Top, ShelfToys, 5.1932, 1.5434, 7.7411, -0.1833, -0.6833, 0.1305, 5.1977, 1.5529, 7.6037, -0.1833, -0.6833, 0.1305, 5.1942, 1.5456, 7.7098, 5.3973, 1.4480, 7.7095
2358, 34.6200, Top, ShelfToys, 5.1933, 1.5434, 7.7410, -0.1832, -0.6834, 0.1304, 5.1977, 1.5529, 7.6036, -0.1832, -0.6834, 0.1304, 5.1943, 1.5456, 7.7097, 5.3973, 1.4481, 7.7095
