Frame, Timestamp, Object, Section, State, Position_x, Position_y, Position_z, Rotation_x, Rotation_y, Rotation_z, Scale_x, Scale_y, Scale_z, RightHand_State, LeftHand_State
1366, 19.0090, baby_yoda, Juguetes, Select, 5.5180, 1.4191, 7.3020, 0.0000, 270.0002, 0.0000, 0.1060, 0.1060, 0.1060, Normal, Select
1369, 19.0474, baby_yoda, Juguetes, Select, 5.5212, 1.4177, 7.3035, 0.0790, 268.7411, 0.5933, 0.1060, 0.1060, 0.1060, Normal, Select
1372, 19.0870, baby_yoda, Juguetes, Select, 5.5229, 1.4165, 7.3044, 0.0769, 268.0272, 1.0518, 0.1060, 0.1060, 0.1060, Normal, Select
1375, 19.1287, baby_yoda, Juguetes, Select, 5.5222, 1.4149, 7.3039, 359.8022, 268.1697, 1.3816, 0.1060, 0.1060, 0.1060, Normal, Select
1378, 19.1695, baby_yoda, Juguetes, Select, 5.5210, 1.4125, 7.3030, 359.3545, 268.6216, 1.8560, 0.1060, 0.1060, 0.1060, Normal, Select
1381, 19.2116, baby_yoda, Juguetes, Select, 5.5175, 1.4129, 7.3011, 358.8279, 269.8555, 1.3426, 0.1060, 0.1060, 0.1060, Normal, Select
1384, 19.2529, baby_yoda, Juguetes, Select, 5.5139, 1.4132, 7.2991, 358.2928, 271.0811, 0.8870, 0.1060, 0.1060, 0.1060, Normal, Select
1387, 19.2951, baby_yoda, Juguetes, Select, 5.5108, 1.4137, 7.2974, 357.7754, 272.1380, 0.4987, 0.1060, 0.1060, 0.1060, Normal, Select
1390, 19.3369, baby_yoda, Juguetes, Select, 5.5104, 1.4136, 7.2972, 357.7090, 272.2215, 0.5449, 0.1060, 0.1060, 0.1060, Normal, Select
1393, 19.3787, baby_yoda, Juguetes, Select, 5.5111, 1.4137, 7.2975, 357.8010, 271.9807, 0.5817, 0.1060, 0.1060, 0.1060, Normal, Select
1396, 19.4206, baby_yoda, Juguetes, Select, 5.5133, 1.4138, 7.2988, 358.1858, 271.1669, 0.7634, 0.1060, 0.1060, 0.1060, Normal, Select
1399, 19.4620, baby_yoda, Juguetes, Select, 5.5157, 1.4142, 7.3003, 358.5573, 270.3514, 0.8152, 0.1060, 0.1060, 0.1060, Normal, Select
1402, 19.5040, baby_yoda, Juguetes, Select, 5.5162, 1.4148, 7.3016, 358.7289, 270.1198, 0.5039, 0.1060, 0.1060, 0.1060, Normal, Select
1405, 19.5455, baby_yoda, Juguetes, Select, 5.5137, 1.4153, 7.3057, 359.0040, 270.2201, 359.9141, 0.1060, 0.1060, 0.1060, Normal, Select
