Frame, Timestamp, Object, DurationUntilRelease, RightHand_State, LeftHand_State
1654, 23.0077, baby_yoda, 4.0000, Normal, Normal
4132, 57.4348, quemador, 2.3596, Normal, Normal
6641, 92.2795, Mochila, 1.4855, Normal, Normal
9437, 131.1119, balon, 8.7780, Hover, Select
9550, 132.6816, balon, 1.5553, Normal, Normal
11114, 154.4576, Muneco_Pixar, 4.8760, Normal, Normal
11746, 163.2389, Dragon, 2.8202, Normal, Normal
