Frame, Timestamp, TPHotspot, HMD_x, HMD_z, Duration, WasTP, ZOI, Distance, RightHand_State, LeftHand_State
824, 11.4788, TP_Juguetes_2, 5.0262, 7.7048, 2.0069, True, Unknown, 1.6861, Disabled, Select
3060, 42.5409, TP_Mid_3, 5.0203, 7.6385, 0.0203, False, Unknown, 0.0000, Disabled, Hover
3104, 43.1591, TP_Mid_3, 5.0223, 7.6433, 0.5956, False, Unknown, 0.0000, Disabled, Hover
3317, 46.1173, TP_Decoracion_2, 5.0184, 7.6388, 0.6105, False, Unknown, 0.0000, Disabled, Hover
3373, 46.8960, TP_Decoracion_2, -5.3651, 5.1510, 0.5564, True, Unknown, 10.6836, Disabled, Select
4610, 64.0738, TP_Decoracion_3, -5.4128, 5.1317, 0.0851, False, Unknown, 0.0000, Hover, Disabled
4773, 66.3383, TP_Tecnologia_2, -5.4087, 5.1325, 0.0134, False, Unknown, 0.0000, Disabled, Disabled
4810, 66.8511, TP_Tecnologia_2, -5.4054, 5.1374, 0.5004, False, Unknown, 0.0000, Disabled, Disabled
4846, 67.3512, TP_Tecnologia_2, -5.4059, 5.1362, 0.3611, False, Unknown, 0.0000, Hover, Disabled
5053, 70.2261, TP_Mid_4, -5.3735, 5.2041, 0.1924, False, Unknown, 0.0000, Disabled, Hover
5158, 71.6850, TP_Mid_2, -5.3802, 5.2136, 0.9732, False, Unknown, 0.0000, Disabled, Hover
5247, 72.9219, TP_Mid_2, -5.3782, 5.2146, 0.1252, False, Unknown, 0.0000, Disabled, Hover
5364, 74.5469, TP_Moda_2, -5.3653, 5.2136, 0.5144, False, Unknown, 0.0000, Disabled, Hover
5526, 76.7969, TP_Moda_2, -5.3663, 5.2135, 1.8481, False, Unknown, 0.0000, Disabled, Hover
5816, 80.8231, TP_Moda_2, 5.8930, 2.0390, 2.0142, True, Unknown, 7.3972, Disabled, Select
7591, 105.4779, TP_Moda, 5.8488, 1.9693, 0.1536, False, Unknown, 0.0000, Disabled, Hover
7627, 105.9759, TP_Mid_2, 5.8511, 1.9692, 0.0837, False, Unknown, 0.0000, Disabled, Hover
7818, 108.6274, TP_Mid, 2.0900, 7.3580, 2.0125, True, Unknown, 3.0796, Disabled, Select
7947, 110.4196, TP_Mid, 2.0361, 7.3593, 0.0137, False, Unknown, 0.0000, Disabled, Disabled
7983, 110.9197, TP_Mid, 2.0372, 7.3606, 0.4856, False, Unknown, 0.0000, Disabled, Disabled
8111, 112.6979, TP_Mid_2, 2.0448, 7.3643, 0.4168, False, Unknown, 0.0000, Hover, Disabled
8153, 113.2812, TP_Mid_2, 2.0448, 7.3645, 0.0550, False, Unknown, 0.0000, Disabled, Disabled
8190, 113.7930, TP_Mid_2, 2.0505, 7.3671, 0.4976, False, Unknown, 0.0000, Disabled, Disabled
8488, 117.9312, TP_Juguetes, 5.0370, 6.4329, 2.0125, True, Unknown, 2.9207, Disabled, Select
10075, 139.9890, TP_Moda, 5.0404, 6.3612, 0.0155, False, Unknown, 0.0000, Disabled, Disabled
10112, 140.5013, TP_Moda, 5.0390, 6.3598, 0.4994, False, Unknown, 0.0000, Disabled, Disabled
10148, 141.0016, TP_Moda, 5.0348, 6.3652, 0.4852, False, Unknown, 0.0000, Disabled, Disabled
10452, 145.2379, TP_Mid_4, 5.0687, 6.3096, 0.4909, False, Unknown, 0.0000, Hover, Disabled
10481, 145.6396, TP_Decoracion_3, 5.0707, 6.3096, 0.2091, False, Unknown, 0.0000, Hover, Disabled
10671, 148.2848, TP_Decoracion_3, -5.0470, 1.5710, 2.0193, True, Unknown, 12.2679, Select, Disabled
