Frame, Timestamp, HMD_x, HMD_y, HMD_z, HMD_rot_x, HMD_rot_y, HMD_rot_z, HandR_x, HandR_y, HandR_z, HandR_rot_x, HandR_rot_y, HandR_rot_z, HandL_x, HandL_y, HandL_z, HandL_rot_x, HandL_rot_y, HandL_rot_z, Velocity_HandR_x, Velocity_HandR_y, Velocity_HandR_z, Velocity_HandL_x, Velocity_HandL_y, Velocity_HandL_z, Distance
1648, 22.9381, 5.0953, 1.6318, 7.6866, 352.5271, 97.2989, 0.2195, 0.0801, 1.1793, -0.1656, 7.9391, 23.5584, 285.7376, -0.1407, 0.7137, -0.3115, 339.6324, 114.4975, 189.9930, 0.1946, 0.3003, 0.2994, 0.0015, 0.0219, -0.0019, 0.3020
1649, 22.9513, 5.0954, 1.6319, 7.6860, 352.5404, 98.0568, 0.3139, 0.0862, 1.1875, -0.1592, 9.5379, 25.1934, 283.6745, -0.1406, 0.7139, -0.3113, 339.5711, 114.4869, 189.9762, 0.4631, 0.6188, 0.4879, 0.0042, 0.0164, 0.0087, 0.3020
1650, 22.9702, 5.0955, 1.6320, 7.6851, 352.6205, 98.7589, 0.3915, 0.0904, 1.1936, -0.1545, 10.8750, 26.4270, 281.9790, -0.1406, 0.7141, -0.3112, 339.5330, 114.4730, 189.9864, 0.2184, 0.3234, 0.2493, 0.0025, 0.0113, 0.0055, 0.3018
1651, 22.9810, 5.0956, 1.6320, 7.6844, 352.5954, 99.5961, 0.4819, 0.0934, 1.1984, -0.1508, 11.9435, 27.3262, 280.6323, -0.1406, 0.7144, -0.3111, 339.5081, 114.4573, 190.0117, 0.2783, 0.4514, 0.3415, 0.0037, 0.0201, 0.0092, 0.3017
1652, 22.9963, 5.0957, 1.6320, 7.6836, 352.5856, 100.3696, 0.5969, 0.1019, 1.2050, -0.1497, 13.2804, 28.4979, 279.4733, -0.1403, 0.7144, -0.3110, 339.3399, 114.4869, 190.0004, 0.5557, 0.4289, 0.0723, 0.0144, 0.0012, 0.0096, 0.3016
1653, 23.0089, 5.0959, 1.6321, 7.6828, 352.5936, 101.1245, 0.7496, 0.1079, 1.2105, -0.1481, 14.7349, 29.6856, 278.1850, -0.1401, 0.7144, -0.3108, 339.1960, 114.5086, 190.0033, 0.4769, 0.4322, 0.1302, 0.0173, 0.0019, 0.0116, 0.3015
1654, 23.0234, 5.0960, 1.6320, 7.6820, 352.5728, 101.8516, 0.8942, 0.1125, 1.2153, -0.1462, 15.7438, 30.4561, 277.2714, -0.1399, 0.7144, -0.3107, 339.0631, 114.5252, 190.0180, 0.3198, 0.3311, 0.1310, 0.0159, 0.0022, 0.0107, 0.3014
1655, 23.0366, 5.0960, 1.6321, 7.6815, 352.5914, 102.6492, 1.0461, 0.1173, 1.2168, -0.1502, 16.9401, 31.8822, 276.7325, -0.1398, 0.7149, -0.3105, 338.9607, 114.4660, 189.9889, 0.3636, 0.1173, -0.3066, 0.0044, 0.0340, 0.0173, 0.3013
1656, 23.0493, 5.0960, 1.6320, 7.6806, 352.5965, 103.3917, 1.1632, 0.1214, 1.2191, -0.1522, 18.2122, 33.2684, 276.0720, -0.1398, 0.7154, -0.3102, 338.8657, 114.4105, 189.9731, 0.3211, 0.1802, -0.1540, 0.0048, 0.0402, 0.0201, 0.3013
1657, 23.0645, 5.0960, 1.6319, 7.6797, 352.6388, 104.2286, 1.3291, 0.1252, 1.2183, -0.1529, 18.7820, 34.9319, 276.1163, -0.1398, 0.7157, -0.3102, 338.8484, 114.4624, 189.9520, 0.2510, -0.0521, -0.0475, 0.0014, 0.0227, -0.0027, 0.3013
1658, 23.0781, 5.0961, 1.6318, 7.6789, 352.6963, 105.0291, 1.5339, 0.1288, 1.2187, -0.1530, 19.3527, 36.2190, 276.0057, -0.1397, 0.7161, -0.3103, 338.8304, 114.5036, 189.9408, 0.2650, 0.0308, -0.0099, 0.0012, 0.0248, -0.0032, 0.3012
1659, 23.0906, 5.0963, 1.6318, 7.6783, 352.8167, 105.8335, 1.6913, 0.1323, 1.2199, -0.1528, 19.9090, 37.2626, 275.8176, -0.1397, 0.7164, -0.3103, 338.8117, 114.5380, 189.9364, 0.2817, 0.0927, 0.0175, 0.0011, 0.0266, -0.0036, 0.3010
1660, 23.1052, 5.0964, 1.6316, 7.6775, 352.8896, 106.4705, 1.7667, 0.1358, 1.2215, -0.1524, 20.4687, 38.1851, 275.5842, -0.1397, 0.7167, -0.3104, 338.7921, 114.5678, 189.9370, 0.2337, 0.1078, 0.0290, 0.0007, 0.0225, -0.0032, 0.3009
1661, 23.1191, 5.0966, 1.6314, 7.6768, 353.0107, 107.0399, 1.8346, 0.1372, 1.2192, -0.1517, 20.0661, 38.8498, 275.3214, -0.1398, 0.7169, -0.3104, 338.8227, 114.6563, 189.8294, 0.1079, -0.1674, 0.0463, -0.0059, 0.0147, -0.0049, 0.3007
1662, 23.1323, 5.0968, 1.6312, 7.6761, 353.1178, 107.5825, 1.9378, 0.1391, 1.2180, -0.1510, 19.8505, 39.4565, 275.0553, -0.1399, 0.7171, -0.3105, 338.8519, 114.7483, 189.7212, 0.1389, -0.0901, 0.0520, -0.0060, 0.0148, -0.0050, 0.3006
1663, 23.1469, 5.0969, 1.6306, 7.6752, 353.2375, 108.0572, 2.0445, 0.1413, 1.2145, -0.1497, 19.2883, 39.4475, 274.5103, -0.1400, 0.7173, -0.3105, 338.8932, 114.8669, 189.5291, 0.1524, -0.2374, 0.0933, -0.0095, 0.0147, 0.0014, 0.3004
1664, 23.1608, 5.0970, 1.6303, 7.6744, 353.4420, 108.5960, 2.2274, 0.1439, 1.2119, -0.1483, 18.8141, 39.5247, 273.9319, -0.1402, 0.7176, -0.3105, 338.9329, 114.9887, 189.3360, 0.1875, -0.1831, 0.0992, -0.0103, 0.0160, 0.0014, 0.3003
1665, 23.1746, 5.0971, 1.6298, 7.6734, 353.6669, 109.0536, 2.3821, 0.1467, 1.2102, -0.1470, 18.4073, 39.6833, 273.3031, -0.1403, 0.7178, -0.3105, 338.9680, 115.1041, 189.1572, 0.2030, -0.1258, 0.0970, -0.0106, 0.0166, 0.0013, 0.3002
1666, 23.1872, 5.0973, 1.6295, 7.6725, 353.9400, 109.4677, 2.5124, 0.1493, 1.2091, -0.1458, 18.0645, 39.9202, 272.6221, -0.1404, 0.7180, -0.3104, 338.9975, 115.2090, 188.9984, 0.2019, -0.0898, 0.0915, -0.0114, 0.0179, 0.0014, 0.3000
1667, 23.2021, 5.0975, 1.6291, 7.6717, 354.1813, 109.8385, 2.6392, 0.1518, 1.2074, -0.1458, 17.8261, 39.8917, 271.8026, -0.1407, 0.7181, -0.3105, 338.9868, 115.2240, 189.0554, 0.1676, -0.1103, 0.0042, -0.0144, 0.0066, -0.0057, 0.2998
1668, 23.2158, 5.0978, 1.6287, 7.6708, 354.4228, 110.1739, 2.6746, 0.1544, 1.2063, -0.1455, 17.6632, 39.9225, 271.0870, -0.1409, 0.7182, -0.3106, 338.9789, 115.2412, 189.0918, 0.1896, -0.0839, 0.0205, -0.0157, 0.0074, -0.0062, 0.2996
1669, 23.2295, 5.0980, 1.6284, 7.6700, 354.6887, 110.4694, 2.7514, 0.1569, 1.2055, -0.1470, 17.4768, 39.6786, 270.2407, -0.1409, 0.7185, -0.3105, 338.7962, 115.2166, 189.1886, 0.1890, -0.0554, -0.1143, -0.0008, 0.0168, 0.0090, 0.2993
1670, 23.2436, 5.0983, 1.6281, 7.6690, 354.9315, 110.7515, 2.8156, 0.1596, 1.2050, -0.1481, 17.3213, 39.5041, 269.1855, -0.1409, 0.7187, -0.3104, 338.6083, 115.1960, 189.2835, 0.1893, -0.0389, -0.0762, -0.0008, 0.0170, 0.0090, 0.2990
1671, 23.2576, 5.0984, 1.6276, 7.6680, 355.1008, 111.0654, 2.8235, 0.1623, 1.2046, -0.1488, 17.2369, 39.4468, 268.0842, -0.1409, 0.7189, -0.3102, 338.4166, 115.1799, 189.3755, 0.1954, -0.0286, -0.0523, -0.0008, 0.0180, 0.0095, 0.2989
1672, 23.2709, 5.0985, 1.6272, 7.6668, 355.3307, 111.3554, 2.8352, 0.1646, 1.2043, -0.1493, 17.2191, 39.4834, 267.0991, -0.1409, 0.7192, -0.3101, 338.2390, 115.1688, 189.4570, 0.1679, -0.0210, -0.0368, -0.0008, 0.0184, 0.0096, 0.2988
1673, 23.2861, 5.0986, 1.6269, 7.6658, 355.5844, 111.7204, 2.7720, 0.1679, 1.2036, -0.1497, 17.7795, 38.9980, 267.3706, -0.1404, 0.7195, -0.3104, 338.0798, 115.0870, 189.8331, 0.2208, -0.0490, -0.0221, 0.0350, 0.0207, -0.0170, 0.2987
1674, 23.3002, 5.0988, 1.6264, 7.6648, 355.8492, 112.0049, 2.6811, 0.1713, 1.2030, -0.1499, 18.1404, 38.8007, 267.3028, -0.1397, 0.7199, -0.3107, 337.9297, 115.0196, 190.1589, 0.2378, -0.0425, -0.0151, 0.0461, 0.0276, -0.0223, 0.2986
1675, 23.3131, 5.0990, 1.6259, 7.6639, 356.0865, 112.3037, 2.5906, 0.1743, 1.2013, -0.1489, 19.0080, 37.6589, 267.7994, -0.1384, 0.7201, -0.3108, 337.7857, 114.9350, 190.3685, 0.2357, -0.1305, 0.0777, 0.1005, 0.0191, -0.0136, 0.2983
1676, 23.3258, 5.0993, 1.6256, 7.6628, 356.3377, 112.5129, 2.4826, 0.1774, 1.1999, -0.1480, 19.7461, 36.8126, 268.0028, -0.1370, 0.7204, -0.3110, 337.6577, 114.8696, 190.5446, 0.2377, -0.1061, 0.0658, 0.1096, 0.0212, -0.0146, 0.2981
1677, 23.3405, 5.0995, 1.6254, 7.6620, 356.4539, 112.7488, 2.3879, 0.1804, 1.1988, -0.1473, 20.3180, 36.2493, 267.9884, -0.1357, 0.7207, -0.3112, 337.5417, 114.8180, 190.6963, 0.2054, -0.0762, 0.0492, 0.0945, 0.0185, -0.0124, 0.2979
1678, 23.3546, 5.0995, 1.6253, 7.6612, 356.5132, 112.9321, 2.2759, 0.1826, 1.1968, -0.1455, 21.7456, 34.2235, 267.9567, -0.1335, 0.7211, -0.3109, 337.5300, 114.7573, 190.4319, 0.1553, -0.1389, 0.1321, 0.1543, 0.0292, 0.0213, 0.2979
1679, 23.3675, 5.0997, 1.6254, 7.6604, 356.6023, 113.1109, 2.1392, 0.1849, 1.1952, -0.1439, 22.6177, 33.0561, 267.8223, -0.1314, 0.7215, -0.3106, 337.5064, 114.7097, 190.2514, 0.1821, -0.1267, 0.1200, 0.1593, 0.0305, 0.0214, 0.2976
1680, 23.3824, 5.0998, 1.6256, 7.6597, 356.4429, 113.2775, 2.0176, 0.1855, 1.1924, -0.1430, 25.7010, 28.3795, 268.1086, -0.1296, 0.7222, -0.3115, 337.6716, 114.7559, 189.9601, 0.0400, -0.1916, 0.0583, 0.1253, 0.0508, -0.0564, 0.2975
1681, 23.3962, 5.0996, 1.6261, 7.6593, 356.1612, 113.4688, 1.9463, 0.1865, 1.1900, -0.1422, 27.5064, 25.6622, 268.0525, -0.1279, 0.7229, -0.3122, 337.8403, 114.8022, 189.6496, 0.0732, -0.1743, 0.0584, 0.1222, 0.0487, -0.0525, 0.2977
1682, 23.4103, 5.0994, 1.6270, 7.6589, 355.6633, 113.6363, 1.8635, 0.1878, 1.1878, -0.1415, 29.2505, 23.0363, 267.8181, -0.1263, 0.7235, -0.3128, 338.0022, 114.8458, 189.3371, 0.0926, -0.1505, 0.0547, 0.1085, 0.0425, -0.0445, 0.2979
1683, 23.4247, 5.0992, 1.6282, 7.6587, 354.8820, 113.7879, 1.7792, 0.1893, 1.1859, -0.1407, 30.6789, 20.8683, 267.4888, -0.1250, 0.7241, -0.3134, 338.1409, 114.8824, 189.0544, 0.1053, -0.1340, 0.0521, 0.0971, 0.0375, -0.0382, 0.2981
1684, 23.4381, 5.0985, 1.6302, 7.6585, 353.7055, 113.8108, 1.7101, 0.1908, 1.1854, -0.1414, 33.5850, 15.1525, 268.0663, -0.1242, 0.7243, -0.3135, 338.6205, 114.7437, 188.6589, 0.1114, -0.0344, -0.0523, 0.0581, 0.0147, -0.0078, 0.2989
1685, 23.4507, 5.0976, 1.6323, 7.6588, 352.2428, 113.8893, 1.6599, 0.1924, 1.1849, -0.1419, 35.8335, 10.7483, 268.1340, -0.1234, 0.7245, -0.3136, 338.9972, 114.6333, 188.3290, 0.1240, -0.0463, -0.0356, 0.0593, 0.0158, -0.0092, 0.2998
1686, 23.4659, 5.0967, 1.6348, 7.6588, 350.3274, 113.7766, 1.6326, 0.1957, 1.1852, -0.1451, 37.7817, 6.1864, 268.5624, -0.1227, 0.7247, -0.3137, 339.5717, 114.6080, 188.2028, 0.2181, 0.0237, -0.2143, 0.0461, 0.0183, -0.0084, 0.3007
1687, 23.4796, 5.0956, 1.6375, 7.6591, 348.0726, 113.6992, 1.4965, 0.1992, 1.1853, -0.1480, 40.0673, 0.8544, 268.6641, -0.1220, 0.7250, -0.3139, 339.9989, 114.5832, 188.0791, 0.2518, 0.0079, -0.2118, 0.0514, 0.0200, -0.0099, 0.3018
1688, 23.4928, 5.0940, 1.6402, 7.6594, 345.5498, 113.6000, 1.3324, 0.2025, 1.1852, -0.1505, 41.4843, 357.5105, 268.4933, -0.1213, 0.7253, -0.3140, 340.3311, 114.5589, 187.9587, 0.2567, -0.0084, -0.1858, 0.0551, 0.0211, -0.0110, 0.3034
1689, 23.5075, 5.0920, 1.6429, 7.6597, 342.9698, 113.5188, 1.1397, 0.2057, 1.1850, -0.1524, 42.2812, 355.6068, 268.3033, -0.1206, 0.7256, -0.3142, 340.6057, 114.5350, 187.8414, 0.2113, -0.0173, -0.1339, 0.0499, 0.0189, -0.0102, 0.3054
1690, 23.5225, 5.0896, 1.6448, 7.6599, 340.3918, 113.4717, 0.9612, 0.2135, 1.1833, -0.1568, 44.3300, 351.7405, 267.6725, -0.1203, 0.7255, -0.3146, 340.7207, 114.4952, 187.8909, 0.5232, -0.1113, -0.2910, 0.0175, -0.0039, -0.0258, 0.3078
1691, 23.5365, 5.0873, 1.6465, 7.6600, 338.1338, 113.4851, 0.8822, 0.2201, 1.1818, -0.1603, 45.4335, 349.5172, 267.2097, -0.1200, 0.7255, -0.3149, 340.8509, 114.4619, 187.8918, 0.4718, -0.1038, -0.2480, 0.0214, -0.0020, -0.0255, 0.3100
1692, 23.5477, 5.0853, 1.6477, 7.6600, 336.1134, 113.6326, 0.7988, 0.2331, 1.1738, -0.1594, 46.4759, 348.0733, 267.3959, -0.1199, 0.7253, -0.3152, 340.6461, 114.1987, 188.1337, 1.1625, -0.7151, 0.0810, 0.0049, -0.0158, -0.0220, 0.3120
1693, 23.5624, 5.0834, 1.6485, 7.6596, 334.2226, 113.7712, 0.6735, 0.2429, 1.1682, -0.1592, 47.9914, 345.8186, 267.5064, -0.1199, 0.7252, -0.3154, 340.5347, 114.0033, 188.2896, 0.6617, -0.3810, 0.0139, 0.0062, -0.0098, -0.0157, 0.3140
1694, 23.5763, 5.0813, 1.6494, 7.6589, 332.8251, 114.0052, 0.3817, 0.2504, 1.1641, -0.1593, 49.9139, 342.7292, 267.4086, -0.1197, 0.7250, -0.3156, 340.4731, 113.8373, 188.4026, 0.5445, -0.2931, -0.0139, 0.0091, -0.0092, -0.0169, 0.3160
1695, 23.5898, 5.0796, 1.6494, 7.6584, 331.3563, 114.4956, 0.1721, 0.2568, 1.1500, -0.1558, 47.7581, 352.1339, 274.6412, -0.1198, 0.7251, -0.3161, 340.3744, 113.9791, 188.3994, 0.4770, -1.0482, 0.2645, -0.0039, 0.0090, -0.0392, 0.3177
1696, 23.6058, 5.0784, 1.6499, 7.6576, 330.1391, 115.0159, 359.8851, 0.2627, 1.1405, -0.1538, 45.1355, 0.2385, 280.8938, -0.1198, 0.7253, -0.3167, 340.3411, 114.0305, 188.3968, 0.3634, -0.5956, 0.1205, -0.0013, 0.0090, -0.0365, 0.3189
1697, 23.6195, 5.0775, 1.6499, 7.6564, 328.9437, 115.4799, 359.6240, 0.2560, 1.1455, -0.1537, 44.3712, 1.1446, 280.3314, -0.1200, 0.7252, -0.3168, 340.2733, 114.0882, 188.4114, -0.4882, 0.3681, 0.0104, -0.0125, -0.0030, -0.0011, 0.3199
1698, 23.6311, 5.0766, 1.6498, 7.6553, 327.9769, 115.9166, 359.3974, 0.2600, 1.1196, -0.1496, 36.1006, 13.3505, 288.2858, -0.1201, 0.7253, -0.3168, 340.1526, 114.3580, 188.3647, 0.3417, -2.2301, 0.3529, -0.0096, 0.0003, -0.0053, 0.3208
1699, 23.6454, 5.0759, 1.6503, 7.6543, 327.2004, 116.3658, 359.0486, 0.2644, 1.0994, -0.1466, 28.2695, 21.7591, 292.9973, -0.1202, 0.7253, -0.3169, 340.0279, 114.6583, 188.3065, 0.3073, -1.4128, 0.2096, -0.0063, 0.0005, -0.0041, 0.3215
1700, 23.6599, 5.0755, 1.6506, 7.6531, 326.5424, 116.6451, 358.7035, 0.2685, 1.0854, -0.1447, 23.0337, 26.4352, 295.3263, -0.1202, 0.7253, -0.3169, 339.9247, 114.9305, 188.2479, 0.2834, -0.9699, 0.1328, -0.0051, 0.0007, -0.0040, 0.3218
1701, 23.6726, 5.0754, 1.6508, 7.6519, 325.9101, 116.8936, 358.3483, 0.2631, 1.0637, -0.1409, 18.2094, 30.9607, 295.0597, -0.1206, 0.7253, -0.3173, 339.8266, 115.2201, 188.1782, -0.4240, -1.7039, 0.2992, -0.0241, 0.0033, -0.0256, 0.3219
1702, 23.6873, 5.0757, 1.6511, 7.6507, 325.3481, 117.0728, 358.2529, 0.2621, 1.0472, -0.1383, 15.0497, 33.7683, 295.0231, -0.1209, 0.7254, -0.3177, 339.7532, 115.4685, 188.1120, -0.0668, -1.1223, 0.1770, -0.0249, 0.0040, -0.0281, 0.3216
1703, 23.7012, 5.0759, 1.6517, 7.6493, 324.8311, 117.2524, 358.2447, 0.2627, 1.0347, -0.1364, 12.3991, 36.0313, 295.0465, -0.1213, 0.7254, -0.3181, 339.7003, 115.6715, 188.0539, 0.0482, -0.8983, 0.1320, -0.0279, 0.0050, -0.0330, 0.3214
1704, 23.7155, 5.0764, 1.6520, 7.6478, 324.3287, 117.5597, 358.3316, 0.2671, 1.0198, -0.1263, 11.3065, 38.5755, 293.7380, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.3023, -1.0423, 0.7111, 8.4985, -50.8225, 18.4341, 0.3209
1705, 23.7288, 5.0770, 1.6525, 7.6464, 323.9915, 118.0712, 358.2455, 0.2703, 1.0076, -0.1203, 9.8785, 41.0832, 292.7386, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.2458, -0.9226, 0.4512, 0.0000, 0.0000, 0.0000, 0.3203
1706, 23.7441, 5.0777, 1.6526, 7.6447, 323.7094, 118.6685, 358.0136, 0.2730, 0.9969, -0.1162, 8.1136, 43.6856, 291.8970, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1772, -0.6999, 0.2659, 0.0000, 0.0000, 0.0000, 0.3196
1707, 23.7583, 5.0785, 1.6526, 7.6430, 323.6020, 119.4396, 357.6504, 0.2743, 0.9807, -0.1115, 11.6738, 45.8890, 290.1582, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0920, -1.1406, 0.3340, 0.0000, 0.0000, 0.0000, 0.3188
1708, 23.7707, 5.0797, 1.6524, 7.6411, 323.5505, 120.2096, 357.3887, 0.2762, 0.9672, -0.1077, 13.5435, 47.9084, 289.0174, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1460, -1.0850, 0.3041, 0.0000, 0.0000, 0.0000, 0.3176
1709, 23.7842, 5.0811, 1.6524, 7.6389, 323.6586, 120.9243, 357.1701, 0.2848, 0.9445, -0.0940, 18.1666, 50.7929, 290.1691, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.6437, -1.6839, 1.0123, 0.0000, 0.0000, 0.0000, 0.3163
1710, 23.7982, 5.0824, 1.6524, 7.6368, 323.8566, 121.6783, 356.9643, 0.2905, 0.9273, -0.0855, 21.1743, 53.4952, 291.1097, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.4019, -1.2237, 0.6085, 0.0000, 0.0000, 0.0000, 0.3150
1711, 23.8121, 5.0837, 1.6521, 7.6345, 324.0413, 122.5278, 356.7226, 0.2947, 0.9128, -0.0793, 23.0391, 55.8594, 291.8262, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.3065, -1.0437, 0.4491, 0.0000, 0.0000, 0.0000, 0.3137
1712, 23.8268, 5.0853, 1.6516, 7.6318, 324.3183, 123.3999, 356.5537, 0.2978, 0.9017, -0.0748, 24.4694, 58.3398, 292.4952, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.2092, -0.7505, 0.3014, 0.0000, 0.0000, 0.0000, 0.3121
1713, 23.8402, 5.0872, 1.6515, 7.6290, 324.5955, 124.2879, 356.4082, 0.3045, 0.8842, -0.0666, 27.7280, 60.8195, 295.0620, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.5038, -1.3174, 0.6177, 0.0000, 0.0000, 0.0000, 0.3101
1714, 23.8542, 5.0892, 1.6513, 7.6263, 324.8359, 125.1687, 356.1335, 0.3096, 0.8690, -0.0601, 30.0009, 63.2239, 297.1183, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.3604, -1.0810, 0.4622, 0.0000, 0.0000, 0.0000, 0.3081
1715, 23.8672, 5.0909, 1.6513, 7.6234, 325.2838, 125.9015, 355.8652, 0.3121, 0.8656, -0.0630, 32.3327, 64.9782, 300.5165, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1958, -0.2625, -0.2248, 0.0000, 0.0000, 0.0000, 0.3064
1716, 23.8824, 5.0929, 1.6509, 7.6204, 325.6959, 126.6053, 355.5597, 0.3151, 0.8583, -0.0626, 34.0501, 66.8031, 303.2802, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1930, -0.4791, 0.0284, 0.0000, 0.0000, 0.0000, 0.3044
1717, 23.8962, 5.0950, 1.6505, 7.6174, 326.1689, 127.2971, 355.2912, 0.3183, 0.8490, -0.0606, 36.1986, 69.8789, 307.2192, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.2338, -0.6767, 0.1437, 0.0000, 0.0000, 0.0000, 0.3023
1718, 23.9100, 5.0972, 1.6502, 7.6143, 326.6611, 127.9600, 355.0422, 0.3207, 0.8418, -0.0588, 37.5263, 72.3508, 310.0516, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1736, -0.5224, 0.1294, 0.0000, 0.0000, 0.0000, 0.3001
1719, 23.9242, 5.0994, 1.6499, 7.6112, 327.1889, 128.6140, 354.8015, 0.3227, 0.8417, -0.0655, 37.6361, 74.3865, 312.5735, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1381, -0.0052, -0.4695, 0.0000, 0.0000, 0.0000, 0.2980
1720, 23.9371, 5.1014, 1.6497, 7.6080, 327.7785, 129.2825, 354.5803, 0.3251, 0.8380, -0.0688, 37.7524, 77.4946, 316.1583, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1887, -0.2865, -0.2579, 0.0000, 0.0000, 0.0000, 0.2959
1721, 23.9509, 5.1035, 1.6495, 7.6049, 328.2746, 130.0124, 354.3693, 0.3272, 0.8358, -0.0643, 36.6142, 80.4042, 319.3281, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1540, -0.1572, 0.3261, 0.0000, 0.0000, 0.0000, 0.2938
1722, 23.9656, 5.1053, 1.6493, 7.6020, 328.7397, 130.7293, 354.2333, 0.3298, 0.8312, -0.0601, 34.9731, 84.3538, 323.5255, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1780, -0.3139, 0.2831, 0.0000, 0.0000, 0.0000, 0.2921
1723, 23.9795, 5.1070, 1.6488, 7.5993, 329.2689, 131.4687, 354.0938, 0.3329, 0.8246, -0.0561, 33.9702, 86.6504, 325.9064, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.2211, -0.4722, 0.2932, 0.0000, 0.0000, 0.0000, 0.2904
1724, 23.9927, 5.1090, 1.6480, 7.5966, 329.6031, 132.1932, 353.9457, 0.3353, 0.8193, -0.0531, 32.4790, 89.8515, 329.1691, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1795, -0.4037, 0.2236, 0.0000, 0.0000, 0.0000, 0.2884
1725, 24.0069, 5.1112, 1.6479, 7.5941, 330.0559, 132.8652, 353.8951, 0.3352, 0.8100, -0.0448, 30.0429, 92.9498, 332.7816, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0061, -0.6534, 0.5877, 0.0000, 0.0000, 0.0000, 0.2861
1726, 24.0207, 5.1132, 1.6480, 7.5917, 330.3949, 133.3931, 353.8584, 0.3363, 0.8007, -0.0381, 28.7841, 94.4883, 334.5428, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0777, -0.6758, 0.4849, 0.0000, 0.0000, 0.0000, 0.2841
1727, 24.0344, 5.1147, 1.6478, 7.5897, 330.6158, 133.8432, 353.8358, 0.3303, 0.7943, -0.0334, 26.9101, 95.9173, 336.3549, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.4360, -0.4629, 0.3385, 0.0000, 0.0000, 0.0000, 0.2826
1728, 24.0491, 5.1162, 1.6475, 7.5875, 330.7845, 134.2322, 353.8683, 0.3273, 0.7873, -0.0292, 24.5204, 97.7013, 338.5854, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.2003, -0.4829, 0.2916, 0.0000, 0.0000, 0.0000, 0.2811
1729, 24.0629, 5.1180, 1.6473, 7.5855, 330.9480, 134.6506, 353.9483, 0.3261, 0.7798, -0.0251, 22.2861, 99.3157, 340.5821, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0918, -0.5413, 0.2948, 0.0000, 0.0000, 0.0000, 0.2794
1730, 24.0760, 5.1199, 1.6469, 7.5837, 331.1057, 134.9319, 353.9644, 0.3228, 0.7814, -0.0274, 19.3612, 100.8320, 343.0077, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.2536, 0.1235, -0.1738, 0.0000, 0.0000, 0.0000, 0.2774
1731, 24.0892, 5.1218, 1.6466, 7.5820, 331.3306, 135.1281, 353.9760, 0.3209, 0.7805, -0.0279, 16.7422, 102.2180, 345.1339, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.1432, -0.0700, -0.0411, 0.0000, 0.0000, 0.0000, 0.2755
1732, 24.1039, 5.1236, 1.6463, 7.5803, 331.5019, 135.2061, 353.9899, 0.3194, 0.7829, -0.0304, 16.2478, 102.0318, 345.4803, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.1006, 0.1674, -0.1722, 0.0000, 0.0000, 0.0000, 0.2737
1733, 24.1177, 5.1253, 1.6461, 7.5790, 331.5682, 135.2751, 354.0579, 0.3182, 0.7840, -0.0322, 15.7474, 102.0288, 345.8814, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0861, 0.0778, -0.1238, 0.0000, 0.0000, 0.0000, 0.2721
