Frame, Timestamp, Product/AOI, Section/Shelf, EyeLeftPosition_x, EyeLeftPosition_y, EyeLeftPosition_z, EyeLeftRotation_x, EyeLeftRotation_y, EyeLeftRotation_z, EyeRightPosition_x, EyeRightPosition_y, EyeRightPosition_z,EyeRightRotation_x, EyeRightRotation_y, EyeRightRotation_z, HMD_x, HMD_y, HMD_z, RCHit_x, RCHit_y, RCHit_z
2901, 40.9600, baby_yoda, Juguetes, 5.1813, 1.5976, 7.6868, -0.0477, -0.8855, -0.1007, 5.1002, 1.6218, 7.5780, -0.0477, -0.8855, -0.1007, 5.1628, 1.6032, 7.6620, 5.5475, 1.6675, 7.3894
2903, 40.9800, baby_yoda, Juguetes, 5.1785, 1.6001, 7.6867, -0.0423, -0.8898, -0.1085, 5.0948, 1.6236, 7.5798, -0.0423, -0.8898, -0.1085, 5.1594, 1.6054, 7.6623, 5.5223, 1.6766, 7.3941
2904, 41.0000, baby_yoda, Juguetes, 5.1769, 1.6012, 7.6865, -0.0392, -0.8919, -0.1121, 5.0920, 1.6243, 7.5805, -0.0392, -0.8919, -0.1121, 5.1576, 1.6065, 7.6624, 5.5132, 1.6813, 7.3941
2905, 41.0200, baby_yoda, Juguetes, 5.1755, 1.6023, 7.6863, -0.0363, -0.8942, -0.1157, 5.0892, 1.6250, 7.5812, -0.0363, -0.8942, -0.1157, 5.1558, 1.6074, 7.6623, 5.5042, 1.6860, 7.3932
2907, 41.0400, baby_yoda, Juguetes, 5.1729, 1.6045, 7.6855, -0.0312, -0.8984, -0.1233, 5.0840, 1.6265, 7.5825, -0.0312, -0.8984, -0.1233, 5.1526, 1.6095, 7.6620, 5.4897, 1.6958, 7.3898
2908, 41.0600, baby_yoda, Juguetes, 5.1718, 1.6056, 7.6853, -0.0288, -0.9003, -0.1268, 5.0817, 1.6273, 7.5832, -0.0288, -0.9003, -0.1268, 5.1512, 1.6105, 7.6620, 5.4840, 1.7006, 7.3877
2910, 41.0800, baby_yoda, Juguetes, 5.1695, 1.6079, 7.6843, -0.0224, -0.9037, -0.1339, 5.0773, 1.6285, 7.5840, -0.0224, -0.9037, -0.1339, 5.1485, 1.6126, 7.6615, 5.4742, 1.7112, 7.3822
2911, 41.1000, baby_yoda, Juguetes, 5.1685, 1.6092, 7.6841, -0.0191, -0.9053, -0.1396, 5.0750, 1.6294, 7.5848, -0.0191, -0.9053, -0.1396, 5.1472, 1.6138, 7.6614, 5.4704, 1.7188, 7.3785
2913, 41.1200, baby_yoda, Juguetes, 5.1664, 1.6118, 7.6836, -0.0117, -0.9076, -0.1509, 5.0709, 1.6310, 7.5861, -0.0117, -0.9076, -0.1509, 5.1446, 1.6161, 7.6614, 5.4666, 1.7355, 7.3693
2914, 41.1400, baby_yoda, Juguetes, 5.1654, 1.6129, 7.6832, -0.0073, -0.9084, -0.1571, 5.0689, 1.6315, 7.5865, -0.0073, -0.9084, -0.1571, 5.1434, 1.6172, 7.6612, 5.4668, 1.7453, 7.3631
2916, 41.1600, baby_yoda, Juguetes, 5.1631, 1.6161, 7.6828, 0.0010, -0.9105, -0.1713, 5.0643, 1.6336, 7.5883, 0.0010, -0.9105, -0.1713, 5.1406, 1.6201, 7.6612, 5.4776, 1.7740, 7.3374
3080, 43.4400, baby_yoda, Juguetes, 5.1348, 1.6173, 7.6835, 0.0462, -0.8976, -0.1427, 5.0449, 1.6221, 7.5791, 0.0462, -0.8976, -0.1427, 5.1143, 1.6184, 7.6597, 5.4786, 1.7652, 7.3527
3081, 43.4600, baby_yoda, Juguetes, 5.1358, 1.6164, 7.6840, 0.0455, -0.8950, -0.1372, 5.0476, 1.6212, 7.5781, 0.0455, -0.8950, -0.1372, 5.1157, 1.6175, 7.6598, 5.4796, 1.7566, 7.3629
3082, 43.4800, baby_yoda, Juguetes, 5.1367, 1.6158, 7.6844, 0.0447, -0.8924, -0.1315, 5.0502, 1.6203, 7.5772, 0.0447, -0.8924, -0.1315, 5.1170, 1.6168, 7.6600, 5.4825, 1.7491, 7.3708
3084, 43.5000, baby_yoda, Juguetes, 5.1382, 1.6144, 7.6847, 0.0428, -0.8884, -0.1223, 5.0543, 1.6187, 7.5754, 0.0428, -0.8884, -0.1223, 5.1191, 1.6154, 7.6598, 5.4893, 1.7376, 7.3807
3085, 43.5200, baby_yoda, Juguetes, 5.1388, 1.6136, 7.6846, 0.0410, -0.8868, -0.1179, 5.0560, 1.6180, 7.5745, 0.0410, -0.8868, -0.1179, 5.1200, 1.6146, 7.6595, 5.4923, 1.7319, 7.3842
3087, 43.5400, baby_yoda, Juguetes, 5.1404, 1.6119, 7.6844, 0.0361, -0.8845, -0.1082, 5.0593, 1.6166, 7.5730, 0.0361, -0.8845, -0.1082, 5.1219, 1.6130, 7.6590, 5.4981, 1.7194, 7.3897
3088, 43.5600, baby_yoda, Juguetes, 5.1413, 1.6114, 7.6842, 0.0341, -0.8833, -0.1038, 5.0610, 1.6161, 7.5723, 0.0341, -0.8833, -0.1038, 5.1230, 1.6125, 7.6587, 5.5019, 1.7143, 7.3915
3090, 43.5800, baby_yoda, Juguetes, 5.1421, 1.6105, 7.6837, 0.0317, -0.8813, -0.0967, 5.0633, 1.6151, 7.5708, 0.0317, -0.8813, -0.0967, 5.1241, 1.6116, 7.6580, 5.5087, 1.7067, 7.3934
3091, 43.6000, baby_yoda, Juguetes, 5.1424, 1.6099, 7.6833, 0.0302, -0.8809, -0.0938, 5.0639, 1.6145, 7.5701, 0.0302, -0.8809, -0.0938, 5.1245, 1.6109, 7.6575, 5.5103, 1.7030, 7.3938
3093, 43.6200, baby_yoda, Juguetes, 5.1438, 1.6085, 7.6823, 0.0253, -0.8808, -0.0862, 5.0657, 1.6134, 7.5688, 0.0253, -0.8808, -0.0862, 5.1260, 1.6096, 7.6564, 5.5126, 1.6929, 7.3941
3094, 43.6400, baby_yoda, Juguetes, 5.1444, 1.6076, 7.6818, 0.0231, -0.8806, -0.0820, 5.0667, 1.6126, 7.5681, 0.0231, -0.8806, -0.0820, 5.1267, 1.6088, 7.6559, 5.5143, 1.6875, 7.3942
3095, 43.6600, baby_yoda, Juguetes, 5.1452, 1.6071, 7.6812, 0.0210, -0.8805, -0.0777, 5.0677, 1.6120, 7.5674, 0.0210, -0.8805, -0.0777, 5.1276, 1.6082, 7.6553, 5.5155, 1.6823, 7.3942
3097, 43.6800, baby_yoda, Juguetes, 5.1464, 1.6059, 7.6800, 0.0177, -0.8804, -0.0715, 5.0691, 1.6109, 7.5660, 0.0177, -0.8804, -0.0715, 5.1288, 1.6071, 7.6540, 5.5165, 1.6742, 7.3942
3098, 43.7000, baby_yoda, Juguetes, 5.1470, 1.6053, 7.6793, 0.0157, -0.8807, -0.0689, 5.0697, 1.6103, 7.5653, 0.0157, -0.8807, -0.0689, 5.1294, 1.6064, 7.6533, 5.5156, 1.6703, 7.3942
3100, 43.7200, baby_yoda, Juguetes, 5.1482, 1.6039, 7.6780, 0.0122, -0.8814, -0.0627, 5.0708, 1.6091, 7.5641, 0.0122, -0.8814, -0.0627, 5.1306, 1.6051, 7.6520, 5.5139, 1.6619, 7.3941
3101, 43.7400, baby_yoda, Juguetes, 5.1485, 1.6034, 7.6775, 0.0108, -0.8817, -0.0596, 5.0710, 1.6085, 7.5636, 0.0108, -0.8817, -0.0596, 5.1308, 1.6046, 7.6515, 5.5128, 1.6579, 7.3941
3103, 43.7600, baby_yoda, Juguetes, 5.1493, 1.6024, 7.6761, 0.0080, -0.8825, -0.0554, 5.0716, 1.6075, 7.5624, 0.0080, -0.8825, -0.0554, 5.1316, 1.6036, 7.6502, 5.5099, 1.6519, 7.3939
