Frame,Timestamp,TaskDuration,Completed
1028,14.3545,8.8863,Yes
1386,19.3261,4.2907,Yes
2151,29.9535,9.5861,Yes
2567,35.7305,5.1664,Yes
3053,42.4822,5.8207,Yes
3884,54.0196,10.3308,Yes
4387,61.0058,5.8467,Yes
5209,72.4231,10.7227,Yes
5896,81.9648,8.2923,Yes
7375,102.5052,19.9994,Yes
