Frame, Timestamp, Product/AOI, Section/Shelf, EyeLeftPosition_x, EyeLeftPosition_y, EyeLeftPosition_z, EyeLeftRotation_x, EyeLeftRotation_y, EyeLeftRotation_z, EyeRightPosition_x, EyeRightPosition_y, EyeRightPosition_z,EyeRightRotation_x, EyeRightRotation_y, EyeRightRotation_z, HMD_x, HMD_y, HMD_z, RCHit_x, RCHit_y, RCHit_z
924, 12.9000, letrero_juguetes, ==SIGNBOARDS==, 5.1557, 1.6368, 7.6879, 0.1060, -0.8715, -0.3082, 5.0580, 1.6424, 7.5910, 0.1060, -0.8715, -0.3082, 5.1334, 1.6381, 7.6658, 6.2050, 2.7878, 6.6531
925, 12.9200, letrero_juguetes, ==SIGNBOARDS==, 5.1541, 1.6368, 7.6853, 0.1105, -0.8751, -0.3065, 5.0551, 1.6403, 7.5897, 0.1105, -0.8751, -0.3065, 5.1316, 1.6376, 7.6635, 6.1757, 2.7878, 6.6244
927, 12.9400, letrero_juguetes, ==SIGNBOARDS==, 5.1516, 1.6370, 7.6796, 0.1172, -0.8828, -0.3012, 5.0497, 1.6368, 7.5870, 0.1172, -0.8828, -0.3012, 5.1284, 1.6369, 7.6585, 6.1279, 2.7878, 6.5556
928, 12.9600, letrero_juguetes, ==SIGNBOARDS==, 5.1505, 1.6371, 7.6767, 0.1196, -0.8865, -0.2972, 5.0475, 1.6352, 7.5855, 0.1196, -0.8865, -0.2972, 5.1271, 1.6367, 7.6560, 6.1152, 2.7878, 6.5166
930, 12.9800, letrero_juguetes, ==SIGNBOARDS==, 5.1491, 1.6371, 7.6716, 0.1247, -0.8921, -0.2903, 5.0445, 1.6322, 7.5822, 0.1247, -0.8921, -0.2903, 5.1253, 1.6360, 7.6513, 6.0955, 2.7878, 6.4529
931, 13.0000, letrero_juguetes, ==SIGNBOARDS==, 5.1486, 1.6373, 7.6693, 0.1268, -0.8942, -0.2866, 5.0435, 1.6314, 7.5806, 0.1268, -0.8942, -0.2866, 5.1247, 1.6360, 7.6491, 6.0931, 2.7878, 6.4241
932, 13.0200, letrero_juguetes, ==SIGNBOARDS==, 5.1484, 1.6372, 7.6672, 0.1290, -0.8953, -0.2851, 5.0429, 1.6303, 7.5789, 0.1290, -0.8953, -0.2851, 5.1244, 1.6356, 7.6471, 6.0860, 2.7878, 6.4094
940, 13.1200, letrero_juguetes, ==SIGNBOARDS==, 5.1495, 1.6366, 7.6556, 0.1394, -0.8955, -0.2867, 5.0437, 1.6268, 7.5680, 0.1394, -0.8955, -0.2867, 5.1254, 1.6344, 7.6356, 6.0408, 2.7878, 6.3999
941, 13.1400, letrero_juguetes, ==SIGNBOARDS==, 5.1500, 1.6363, 7.6546, 0.1393, -0.8955, -0.2864, 5.0443, 1.6265, 7.5669, 0.1393, -0.8955, -0.2864, 5.1259, 1.6340, 7.6347, 6.0440, 2.7878, 6.3981
1097, 15.3000, baby_yoda, Juguetes, 5.1639, 1.6159, 7.6493, 0.0766, -0.9262, -0.1082, 5.0622, 1.6069, 7.5570, 0.0766, -0.9262, -0.1082, 5.1408, 1.6138, 7.6283, 5.4312, 1.7298, 7.2967
1098, 15.3200, baby_yoda, Juguetes, 5.1638, 1.6144, 7.6494, 0.0751, -0.9254, -0.0984, 5.0630, 1.6050, 7.5561, 0.0751, -0.9254, -0.0984, 5.1408, 1.6123, 7.6282, 5.4277, 1.7166, 7.3079
1099, 15.3400, baby_yoda, Juguetes, 5.1641, 1.6132, 7.6498, 0.0739, -0.9248, -0.0888, 5.0641, 1.6032, 7.5557, 0.0739, -0.9248, -0.0888, 5.1414, 1.6109, 7.6284, 5.4269, 1.7055, 7.3149
1101, 15.3600, baby_yoda, Juguetes, 5.1644, 1.6109, 7.6505, 0.0715, -0.9233, -0.0696, 5.0660, 1.5998, 7.5548, 0.0715, -0.9233, -0.0696, 5.1420, 1.6084, 7.6287, 5.4287, 1.6855, 7.3251
1102, 15.3800, baby_yoda, Juguetes, 5.1645, 1.6099, 7.6508, 0.0697, -0.9226, -0.0608, 5.0668, 1.5985, 7.5545, 0.0697, -0.9226, -0.0608, 5.1422, 1.6073, 7.6289, 5.4298, 1.6765, 7.3289
