Frame, Timestamp, HMD_x, HMD_y, HMD_z, HMD_rot_x, HMD_rot_y, HMD_rot_z, HandR_x, HandR_y, HandR_z, HandR_rot_x, HandR_rot_y, HandR_rot_z, HandL_x, HandL_y, HandL_z, HandL_rot_x, HandL_rot_y, HandL_rot_z, Velocity_HandR_x, Velocity_HandR_y, Velocity_HandR_z, Velocity_HandL_x, Velocity_HandL_y, Velocity_HandL_z, Distance
262, 3.7045, 4.4137, 1.2198, 9.5899, 344.6429, 213.6531, 359.2873, 0.4323, 0.7942, 0.2464, 20.9327, 111.2980, 336.4356, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0538, -0.0512, 0.0418, 0.0000, 0.0000, 0.0000, 1.6371
263, 3.7186, 4.4134, 1.2209, 9.5894, 344.2720, 213.9523, 359.3667, 0.4329, 0.7937, 0.2471, 20.1288, 111.0648, 336.4624, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0395, -0.0388, 0.0486, 0.0000, 0.0000, 0.0000, 1.6368
264, 3.7317, 4.4132, 1.2222, 9.5893, 343.3839, 214.0892, 359.5144, 0.4334, 0.7932, 0.2477, 19.5676, 111.0052, 336.4809, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0412, -0.0404, 0.0471, 0.0000, 0.0000, 0.0000, 1.6367
265, 3.7453, 4.4132, 1.2236, 9.5895, 341.9482, 214.0981, 359.7181, 0.4340, 0.7926, 0.2483, 19.1500, 111.0516, 336.4928, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0388, -0.0381, 0.0418, 0.0000, 0.0000, 0.0000, 1.6367
266, 3.7595, 4.4133, 1.2255, 9.5899, 340.5857, 214.1127, 359.8024, 0.4345, 0.7921, 0.2488, 18.8222, 111.1560, 336.4999, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0369, -0.0362, 0.0380, 0.0000, 0.0000, 0.0000, 1.6366
267, 3.7753, 4.4137, 1.2273, 9.5903, 339.0393, 214.1826, 359.8198, 0.4350, 0.7917, 0.2494, 18.4285, 111.0596, 336.4011, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0334, -0.0251, 0.0363, 0.0000, 0.0000, 0.0000, 1.6365
268, 3.7872, 4.4140, 1.2294, 9.5912, 337.3336, 214.2843, 359.8820, 0.4355, 0.7913, 0.2500, 18.1033, 111.0575, 336.3340, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0441, -0.0342, 0.0462, 0.0000, 0.0000, 0.0000, 1.6369
269, 3.8013, 4.4150, 1.2319, 9.5929, 335.2418, 214.4488, 0.1151, 0.4361, 0.7910, 0.2506, 18.0489, 110.9339, 336.3429, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0376, -0.0239, 0.0430, 0.0000, 0.0000, 0.0000, 1.6373
270, 3.8159, 4.4163, 1.2342, 9.5948, 333.3125, 214.5854, 0.4083, 0.4366, 0.7906, 0.2512, 17.9566, 110.8905, 336.3454, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0368, -0.0244, 0.0407, 0.0000, 0.0000, 0.0000, 1.6378
271, 3.8287, 4.4174, 1.2362, 9.5966, 331.7289, 214.7007, 0.5890, 0.4371, 0.7903, 0.2517, 17.8412, 110.8917, 336.3441, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0421, -0.0287, 0.0453, 0.0000, 0.0000, 0.0000, 1.6383
272, 3.8432, 4.4183, 1.2378, 9.5984, 330.2903, 214.8173, 0.6899, 0.4377, 0.7899, 0.2523, 17.7102, 110.9199, 336.3405, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0376, -0.0264, 0.0397, 0.0000, 0.0000, 0.0000, 1.6390
273, 3.8572, 4.4193, 1.2395, 9.6006, 329.0771, 215.0176, 0.7664, 0.4380, 0.7897, 0.2528, 17.9310, 110.8865, 336.3574, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0198, -0.0119, 0.0346, 0.0000, 0.0000, 0.0000, 1.6400
274, 3.8708, 4.4203, 1.2406, 9.6032, 327.9706, 215.3820, 0.7877, 0.4383, 0.7895, 0.2533, 18.0401, 110.8783, 336.3662, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0211, -0.0134, 0.0342, 0.0000, 0.0000, 0.0000, 1.6414
275, 3.8852, 4.4210, 1.2416, 9.6057, 327.1211, 216.0097, 0.8549, 0.4384, 0.7896, 0.2535, 18.1669, 110.8786, 336.4161, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0085, 0.0063, 0.0134, 0.0000, 0.0000, 0.0000, 1.6428
276, 3.8991, 4.4210, 1.2424, 9.6079, 326.3867, 216.7375, 0.9092, 0.4385, 0.7897, 0.2536, 18.3653, 110.8897, 336.5004, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0094, 0.0039, 0.0135, 0.0000, 0.0000, 0.0000, 1.6445
277, 3.9124, 4.4215, 1.2433, 9.6103, 325.7685, 217.6014, 0.8645, 0.4387, 0.7897, 0.2538, 18.5812, 110.9153, 336.6000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0107, 0.0024, 0.0145, 0.0000, 0.0000, 0.0000, 1.6460
278, 3.9271, 4.4217, 1.2438, 9.6125, 325.4317, 218.6065, 0.6817, 0.4388, 0.7897, 0.2540, 18.7735, 110.9528, 336.6975, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0101, 0.0012, 0.0132, 0.0000, 0.0000, 0.0000, 1.6476
279, 3.9408, 4.4220, 1.2446, 9.6146, 325.1208, 219.5547, 0.3874, 0.4387, 0.7898, 0.2540, 18.9010, 111.0556, 336.8706, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0051, 0.0081, -0.0045, 0.0000, 0.0000, 0.0000, 1.6490
280, 3.9541, 4.4222, 1.2454, 9.6166, 324.7826, 220.3338, 0.1150, 0.4387, 0.7899, 0.2539, 18.9989, 111.1536, 337.0188, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0031, 0.0054, -0.0027, 0.0000, 0.0000, 0.0000, 1.6505
281, 3.9672, 4.4222, 1.2458, 9.6187, 324.4337, 221.0836, 359.8201, 0.4385, 0.7901, 0.2537, 19.1948, 111.1181, 337.1238, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0156, 0.0133, -0.0145, 0.0000, 0.0000, 0.0000, 1.6521
282, 3.9815, 4.4221, 1.2461, 9.6206, 324.1704, 221.8860, 359.4889, 0.4381, 0.7904, 0.2534, 19.3498, 111.1033, 337.2172, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0241, 0.0206, -0.0224, 0.0000, 0.0000, 0.0000, 1.6536
283, 3.9955, 4.4219, 1.2465, 9.6223, 323.9749, 222.6364, 359.2304, 0.4377, 0.7907, 0.2530, 19.4729, 111.1034, 337.3006, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0308, 0.0264, -0.0287, 0.0000, 0.0000, 0.0000, 1.6551
284, 4.0088, 4.4215, 1.2466, 9.6239, 323.8312, 223.3035, 358.9842, 0.4374, 0.7908, 0.2526, 19.7372, 111.2381, 337.4930, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0269, 0.0050, -0.0296, 0.0000, 0.0000, 0.0000, 1.6566
285, 4.0242, 4.4211, 1.2466, 9.6253, 323.7696, 223.9282, 358.7169, 0.4370, 0.7909, 0.2523, 19.9540, 111.3563, 337.6594, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0222, 0.0035, -0.0246, 0.0000, 0.0000, 0.0000, 1.6579
286, 4.0377, 4.4208, 1.2467, 9.6266, 323.7614, 224.5174, 358.3344, 0.4367, 0.7909, 0.2519, 20.1319, 111.4598, 337.8034, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0238, 0.0031, -0.0266, 0.0000, 0.0000, 0.0000, 1.6591
287, 4.0505, 4.4204, 1.2467, 9.6276, 323.7836, 224.9910, 357.9435, 0.4364, 0.7909, 0.2516, 20.2745, 111.5469, 337.9235, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0221, 0.0026, -0.0247, 0.0000, 0.0000, 0.0000, 1.6602
288, 4.0649, 4.4202, 1.2466, 9.6286, 323.9240, 225.4150, 357.6145, 0.4361, 0.7911, 0.2511, 20.6251, 111.5415, 337.9558, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0204, 0.0136, -0.0316, 0.0000, 0.0000, 0.0000, 1.6611
289, 4.0789, 4.4197, 1.2464, 9.6295, 324.0537, 225.7517, 357.4064, 0.4358, 0.7913, 0.2507, 20.9112, 111.5557, 338.0041, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0203, 0.0131, -0.0317, 0.0000, 0.0000, 0.0000, 1.6622
290, 4.0924, 4.4192, 1.2461, 9.6301, 324.1982, 226.0880, 357.2177, 0.4356, 0.7913, 0.2501, 20.8215, 111.6752, 338.0483, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0135, -0.0037, -0.0417, 0.0000, 0.0000, 0.0000, 1.6630
291, 4.1065, 4.4187, 1.2458, 9.6306, 324.4008, 226.3218, 357.0886, 0.4355, 0.7912, 0.2496, 20.7835, 111.7721, 338.0969, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0123, -0.0039, -0.0384, 0.0000, 0.0000, 0.0000, 1.6637
292, 4.1205, 4.4183, 1.2457, 9.6310, 324.7050, 226.5706, 356.9822, 0.4353, 0.7912, 0.2493, 20.6705, 111.8499, 338.1680, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0152, 0.0013, -0.0174, 0.0000, 0.0000, 0.0000, 1.6643
293, 4.1348, 4.4178, 1.2453, 9.6314, 324.9669, 226.7807, 356.8354, 0.4351, 0.7912, 0.2491, 20.5966, 111.9216, 338.2364, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0134, 0.0008, -0.0154, 0.0000, 0.0000, 0.0000, 1.6650
294, 4.1479, 4.4172, 1.2449, 9.6318, 325.2815, 226.9785, 356.6785, 0.4349, 0.7913, 0.2489, 20.5460, 111.9921, 338.3055, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0135, 0.0006, -0.0155, 0.0000, 0.0000, 0.0000, 1.6656
295, 4.1624, 4.4166, 1.2446, 9.6320, 325.6227, 227.1822, 356.4720, 0.4347, 0.7913, 0.2487, 20.5111, 112.0634, 338.3770, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0115, 0.0003, -0.0133, 0.0000, 0.0000, 0.0000, 1.6662
296, 4.1762, 4.4159, 1.2443, 9.6320, 325.8916, 227.3633, 356.3661, 0.4346, 0.7912, 0.2485, 20.3769, 112.0236, 338.2916, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0055, -0.0029, -0.0153, 0.0000, 0.0000, 0.0000, 1.6666
297, 4.1896, 4.4153, 1.2441, 9.6320, 326.1007, 227.5527, 356.2704, 0.4346, 0.7912, 0.2483, 20.2629, 111.9963, 338.2249, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0055, -0.0029, -0.0150, 0.0000, 0.0000, 0.0000, 1.6670
298, 4.2045, 4.4149, 1.2440, 9.6321, 326.2817, 227.7135, 356.2501, 0.4346, 0.7912, 0.2482, 20.1843, 111.9892, 338.1409, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0007, 0.0003, -0.0035, 0.0000, 0.0000, 0.0000, 1.6673
299, 4.2184, 4.4146, 1.2438, 9.6323, 326.4091, 227.8254, 356.2772, 0.4346, 0.7912, 0.2482, 20.1080, 111.9891, 338.0632, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0006, 0.0002, -0.0031, 0.0000, 0.0000, 0.0000, 1.6677
300, 4.2322, 4.4142, 1.2437, 9.6324, 326.5574, 227.9559, 356.3403, 0.4346, 0.7912, 0.2482, 20.0362, 111.9958, 337.9938, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0005, 0.0001, -0.0028, 0.0000, 0.0000, 0.0000, 1.6680
301, 4.2464, 4.4138, 1.2436, 9.6324, 326.6795, 228.1074, 356.3592, 0.4346, 0.7912, 0.2481, 19.9707, 112.0082, 337.9341, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0005, 0.0001, -0.0024, 0.0000, 0.0000, 0.0000, 1.6683
302, 4.2597, 4.4136, 1.2436, 9.6323, 326.7859, 228.2829, 356.3578, 0.4346, 0.7912, 0.2481, 19.9416, 112.0267, 337.9023, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0023, -0.0005, -0.0004, 0.0000, 0.0000, 0.0000, 1.6683
303, 4.2734, 4.4134, 1.2436, 9.6322, 326.8705, 228.3969, 356.3783, 0.4347, 0.7912, 0.2481, 19.9158, 112.0477, 337.8771, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0020, -0.0004, -0.0003, 0.0000, 0.0000, 0.0000, 1.6683
304, 4.2881, 4.4132, 1.2435, 9.6321, 326.9238, 228.4527, 356.3933, 0.4347, 0.7912, 0.2481, 19.8349, 112.1661, 337.8856, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0014, 0.0013, -0.0020, 0.0000, 0.0000, 0.0000, 1.6684
305, 4.3022, 4.4129, 1.2434, 9.6322, 326.9915, 228.4807, 356.3860, 0.4347, 0.7912, 0.2481, 19.7583, 112.2815, 337.8947, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0018, 0.0017, -0.0024, 0.0000, 0.0000, 0.0000, 1.6687
306, 4.3156, 4.4128, 1.2434, 9.6322, 327.0011, 228.5379, 356.3871, 0.4347, 0.7912, 0.2480, 19.6872, 112.3915, 337.9044, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0021, 0.0020, -0.0029, 0.0000, 0.0000, 0.0000, 1.6687
307, 4.3294, 4.4127, 1.2435, 9.6321, 326.9743, 228.5889, 356.4274, 0.4347, 0.7913, 0.2478, 19.6153, 112.4311, 337.8566, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0040, 0.0047, -0.0128, 0.0000, 0.0000, 0.0000, 1.6686
308, 4.3431, 4.4127, 1.2436, 9.6320, 326.9029, 228.6593, 356.4883, 0.4346, 0.7914, 0.2476, 19.5501, 112.4733, 337.8174, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0055, 0.0063, -0.0171, 0.0000, 0.0000, 0.0000, 1.6686
309, 4.3570, 4.4126, 1.2437, 9.6319, 326.8241, 228.6718, 356.5640, 0.4345, 0.7915, 0.2473, 19.4904, 112.5171, 337.7847, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0068, 0.0074, -0.0203, 0.0000, 0.0000, 0.0000, 1.6686
310, 4.3703, 4.4127, 1.2439, 9.6319, 326.6864, 228.6621, 356.6411, 0.4344, 0.7916, 0.2472, 19.5252, 112.5232, 337.7802, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0063, 0.0064, -0.0071, 0.0000, 0.0000, 0.0000, 1.6685
311, 4.3849, 4.4128, 1.2440, 9.6318, 326.5811, 228.6231, 356.6530, 0.4343, 0.7917, 0.2471, 19.5484, 112.5341, 337.7763, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0057, 0.0056, -0.0062, 0.0000, 0.0000, 0.0000, 1.6683
312, 4.3986, 4.4129, 1.2441, 9.6317, 326.4542, 228.6049, 356.6073, 0.4343, 0.7918, 0.2471, 19.5643, 112.5482, 337.7727, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0061, 0.0059, -0.0063, 0.0000, 0.0000, 0.0000, 1.6682
313, 4.4126, 4.4131, 1.2443, 9.6315, 326.3324, 228.5364, 356.5964, 0.4342, 0.7917, 0.2471, 19.6559, 112.5543, 337.6832, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0059, -0.0031, 0.0011, 0.0000, 0.0000, 0.0000, 1.6679
314, 4.4272, 4.4132, 1.2445, 9.6313, 326.2564, 228.4706, 356.5910, 0.4341, 0.7917, 0.2471, 19.7468, 112.5652, 337.5915, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0052, -0.0028, 0.0011, 0.0000, 0.0000, 0.0000, 1.6676
315, 4.4409, 4.4133, 1.2446, 9.6310, 326.2102, 228.4091, 356.5806, 0.4340, 0.7916, 0.2471, 19.9147, 112.5659, 337.5324, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0053, -0.0019, 0.0003, 0.0000, 0.0000, 0.0000, 1.6673
316, 4.4543, 4.4134, 1.2446, 9.6309, 326.1324, 228.3690, 356.5906, 0.4340, 0.7916, 0.2471, 20.0778, 112.5712, 337.4730, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0058, -0.0021, 0.0004, 0.0000, 0.0000, 0.0000, 1.6672
317, 4.4677, 4.4134, 1.2446, 9.6307, 326.0923, 228.3832, 356.6129, 0.4339, 0.7916, 0.2471, 20.2353, 112.5817, 337.4135, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0064, -0.0023, 0.0006, 0.0000, 0.0000, 0.0000, 1.6670
318, 4.4823, 4.4134, 1.2446, 9.6305, 326.0638, 228.4295, 356.6126, 0.4338, 0.7915, 0.2471, 20.3782, 112.5950, 337.3579, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0064, -0.0024, 0.0006, 0.0000, 0.0000, 0.0000, 1.6669
319, 4.4963, 4.4133, 1.2447, 9.6302, 326.0698, 228.4496, 356.6221, 0.4337, 0.7916, 0.2472, 20.3736, 112.6344, 337.3537, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0032, 0.0019, 0.0082, 0.0000, 0.0000, 0.0000, 1.6667
320, 4.5098, 4.4131, 1.2447, 9.6300, 326.0910, 228.4954, 356.6196, 0.4337, 0.7916, 0.2474, 20.3776, 112.6689, 337.3464, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0037, 0.0023, 0.0097, 0.0000, 0.0000, 0.0000, 1.6666
321, 4.5244, 4.4130, 1.2446, 9.6296, 326.1232, 228.4998, 356.6406, 0.4336, 0.7917, 0.2474, 20.4386, 112.4967, 337.3601, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0026, 0.0091, 0.0042, 0.0000, 0.0000, 0.0000, 1.6664
322, 4.5381, 4.4128, 1.2445, 9.6293, 326.0929, 228.4971, 356.6865, 0.4336, 0.7919, 0.2475, 20.5015, 112.3388, 337.3697, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0030, 0.0112, 0.0051, 0.0000, 0.0000, 0.0000, 1.6663
323, 4.5512, 4.4127, 1.2444, 9.6290, 326.0980, 228.5141, 356.7330, 0.4336, 0.7921, 0.2476, 20.5682, 112.1880, 337.3758, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0035, 0.0135, 0.0060, 0.0000, 0.0000, 0.0000, 1.6661
324, 4.5657, 4.4125, 1.2444, 9.6287, 326.0964, 228.5387, 356.7293, 0.4335, 0.7923, 0.2477, 20.6369, 112.0468, 337.3787, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0034, 0.0134, 0.0059, 0.0000, 0.0000, 0.0000, 1.6660
325, 4.5797, 4.4123, 1.2443, 9.6284, 326.1698, 228.5893, 356.6752, 0.4336, 0.7924, 0.2476, 20.6501, 111.8166, 337.4347, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0045, 0.0083, -0.0024, 0.0000, 0.0000, 0.0000, 1.6658
326, 4.5931, 4.4122, 1.2442, 9.6281, 326.2915, 228.5767, 356.6833, 0.4336, 0.7925, 0.2476, 20.6712, 111.6077, 337.4813, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0047, 0.0084, -0.0026, 0.0000, 0.0000, 0.0000, 1.6657
327, 4.6074, 4.4121, 1.2442, 9.6277, 326.4032, 228.5629, 356.7369, 0.4337, 0.7926, 0.2474, 20.7904, 111.2122, 337.5296, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0032, 0.0070, -0.0114, 0.0000, 0.0000, 0.0000, 1.6654
328, 4.6219, 4.4120, 1.2441, 9.6274, 326.4555, 228.4840, 356.9048, 0.4337, 0.7927, 0.2472, 20.8985, 110.8726, 337.5678, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0037, 0.0079, -0.0130, 0.0000, 0.0000, 0.0000, 1.6653
329, 4.6355, 4.4120, 1.2441, 9.6272, 326.5006, 228.4239, 357.0184, 0.4338, 0.7928, 0.2470, 20.9937, 110.5885, 337.5971, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0046, 0.0096, -0.0161, 0.0000, 0.0000, 0.0000, 1.6651
330, 4.6482, 4.4119, 1.2441, 9.6269, 326.5057, 228.3515, 357.1160, 0.4337, 0.7930, 0.2468, 21.0835, 110.1916, 337.3056, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0055, 0.0122, -0.0132, 0.0000, 0.0000, 0.0000, 1.6649
331, 4.6628, 4.4119, 1.2441, 9.6267, 326.5748, 228.2714, 357.1653, 0.4337, 0.7932, 0.2467, 21.1637, 109.8636, 337.0931, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0051, 0.0110, -0.0121, 0.0000, 0.0000, 0.0000, 1.6647
332, 4.6769, 4.4119, 1.2439, 9.6264, 326.6570, 228.1868, 357.1870, 0.4336, 0.7933, 0.2465, 21.2371, 109.5833, 336.9330, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0055, 0.0117, -0.0130, 0.0000, 0.0000, 0.0000, 1.6646
333, 4.6905, 4.4119, 1.2438, 9.6262, 326.7676, 228.1333, 357.2040, 0.4336, 0.7932, 0.2463, 21.3177, 109.5817, 336.7539, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0007, -0.0057, -0.0106, 0.0000, 0.0000, 0.0000, 1.6644
334, 4.7048, 4.4119, 1.2437, 9.6261, 326.8338, 228.0511, 357.2523, 0.4336, 0.7932, 0.2462, 21.3899, 109.5356, 336.6134, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0006, -0.0052, -0.0094, 0.0000, 0.0000, 0.0000, 1.6643
335, 4.7190, 4.4119, 1.2436, 9.6258, 326.8828, 227.9776, 357.3218, 0.4336, 0.7931, 0.2461, 21.4581, 109.4622, 336.4937, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0006, -0.0054, -0.0095, 0.0000, 0.0000, 0.0000, 1.6641
336, 4.7321, 4.4119, 1.2435, 9.6257, 326.8946, 227.9441, 357.3672, 0.4336, 0.7930, 0.2460, 21.4481, 109.5924, 336.4995, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0023, -0.0090, -0.0035, 0.0000, 0.0000, 0.0000, 1.6640
337, 4.7466, 4.4119, 1.2434, 9.6257, 326.9141, 227.8391, 357.4149, 0.4337, 0.7929, 0.2460, 21.4517, 109.6611, 336.4908, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0021, -0.0083, -0.0031, 0.0000, 0.0000, 0.0000, 1.6640
338, 4.7603, 4.4120, 1.2434, 9.6257, 326.9427, 227.7662, 357.4627, 0.4337, 0.7927, 0.2459, 21.4629, 109.6963, 336.4737, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0025, -0.0097, -0.0035, 0.0000, 0.0000, 0.0000, 1.6640
339, 4.7746, 4.4120, 1.2433, 9.6256, 326.9579, 227.7026, 357.4735, 0.4337, 0.7928, 0.2459, 21.4543, 109.7654, 336.5117, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0003, 0.0032, -0.0005, 0.0000, 0.0000, 0.0000, 1.6639
340, 4.7898, 4.4120, 1.2433, 9.6257, 326.9780, 227.6919, 357.4467, 0.4337, 0.7928, 0.2459, 21.4522, 109.8094, 336.5351, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0002, 0.0022, -0.0003, 0.0000, 0.0000, 0.0000, 1.6639
341, 4.8022, 4.4121, 1.2433, 9.6257, 326.9637, 227.7155, 357.4311, 0.4337, 0.7928, 0.2459, 21.4539, 109.8406, 336.5511, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0002, 0.0024, -0.0003, 0.0000, 0.0000, 0.0000, 1.6640
342, 4.8162, 4.4121, 1.2434, 9.6258, 326.9484, 227.7298, 357.4533, 0.4337, 0.7929, 0.2459, 21.4715, 109.9078, 336.7205, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0002, 0.0035, -0.0007, 0.0000, 0.0000, 0.0000, 1.6640
343, 4.8294, 4.4121, 1.2435, 9.6260, 326.9202, 227.7457, 357.4554, 0.4337, 0.7929, 0.2459, 21.5007, 109.9903, 336.9460, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0003, 0.0050, -0.0010, 0.0000, 0.0000, 0.0000, 1.6641
344, 4.8437, 4.4122, 1.2436, 9.6261, 326.9091, 227.7495, 357.4450, 0.4337, 0.7930, 0.2458, 21.5255, 109.9864, 337.1876, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0017, 0.0075, -0.0040, 0.0000, 0.0000, 0.0000, 1.6642
345, 4.8594, 4.4122, 1.2436, 9.6262, 326.9210, 227.7312, 357.4203, 0.4336, 0.7932, 0.2458, 21.5552, 109.9731, 337.4128, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0019, 0.0084, -0.0046, 0.0000, 0.0000, 0.0000, 1.6642
346, 4.8716, 4.4123, 1.2436, 9.6262, 326.9550, 227.6617, 357.4122, 0.4336, 0.7933, 0.2457, 21.5875, 109.9525, 337.6099, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0029, 0.0124, -0.0068, 0.0000, 0.0000, 0.0000, 1.6641
347, 4.8858, 4.4124, 1.2436, 9.6262, 326.9634, 227.6080, 357.4075, 0.4335, 0.7935, 0.2456, 21.6207, 109.9268, 337.7785, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0027, 0.0115, -0.0063, 0.0000, 0.0000, 0.0000, 1.6641
348, 4.8995, 4.4124, 1.2437, 9.6261, 327.0224, 227.5455, 357.3792, 0.4336, 0.7937, 0.2455, 21.6372, 109.8594, 337.9782, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0026, 0.0155, -0.0100, 0.0000, 0.0000, 0.0000, 1.6641
