Frame, Timestamp, Object, State, Handedness
1101, 15.3407, baby_yoda, Pointing, RightHanded
1102, 15.3553, baby_yoda, Pointing, RightHanded
1103, 15.3672, baby_yoda, Pointing, RightHanded
1104, 15.3815, baby_yoda, Pointing, RightHanded
1105, 15.3956, baby_yoda, Pointing, RightHanded
1106, 15.4084, baby_yoda, Pointing, RightHanded
1107, 15.4236, baby_yoda, Pointing, RightHanded
1108, 15.4374, baby_yoda, Pointing, RightHanded
1109, 15.4509, baby_yoda, Pointing, RightHanded
5041, 70.0751, quemador, Pointing, RightHanded
5042, 70.0901, quemador, Pointing, RightHanded
5043, 70.1049, quemador, Pointing, RightHanded
5044, 70.1183, quemador, Pointing, RightHanded
5045, 70.1298, quemador, Pointing, RightHanded
5046, 70.1446, quemador, Pointing, RightHanded
5047, 70.1582, quemador, Pointing, RightHanded
5048, 70.1723, quemador, Pointing, RightHanded
5049, 70.1880, quemador, Pointing, RightHanded
5050, 70.2015, quemador, Pointing, RightHanded
5051, 70.2134, quemador, Pointing, RightHanded
5052, 70.2272, quemador, Pointing, RightHanded
5053, 70.2419, quemador, Pointing, RightHanded
5054, 70.2559, quemador, Pointing, RightHanded
5055, 70.2694, quemador, Pointing, RightHanded
5056, 70.2840, quemador, Pointing, RightHanded
5057, 70.2976, quemador, Pointing, RightHanded
5058, 70.3109, quemador, Pointing, RightHanded
5059, 70.3252, quemador, Pointing, RightHanded
5060, 70.3399, quemador, Pointing, RightHanded
5061, 70.3523, quemador, Pointing, RightHanded
5062, 70.3663, quemador, Pointing, RightHanded
5063, 70.3804, quemador, Pointing, RightHanded
5064, 70.3952, quemador, Pointing, RightHanded
5065, 70.4077, quemador, Pointing, RightHanded
5066, 70.4231, quemador, Pointing, RightHanded
5067, 70.4369, quemador, Pointing, RightHanded
5068, 70.4502, quemador, Pointing, RightHanded
5069, 70.4637, quemador, Pointing, RightHanded
5070, 70.4779, quemador, Pointing, RightHanded
5071, 70.4910, quemador, Pointing, RightHanded
5072, 70.5056, quemador, Pointing, RightHanded
5073, 70.5195, quemador, Pointing, RightHanded
5074, 70.5331, quemador, Pointing, RightHanded
5075, 70.5469, quemador, Pointing, RightHanded
5076, 70.5610, quemador, Pointing, RightHanded
5077, 70.5754, quemador, Pointing, RightHanded
5078, 70.5885, quemador, Pointing, RightHanded
5079, 70.6036, quemador, Pointing, RightHanded
5080, 70.6167, quemador, Pointing, RightHanded
5081, 70.6300, quemador, Pointing, RightHanded
5082, 70.6449, quemador, Pointing, RightHanded
5083, 70.6588, quemador, Pointing, RightHanded
5084, 70.6717, quemador, Pointing, RightHanded
5085, 70.6864, quemador, Pointing, RightHanded
5086, 70.7008, quemador, Pointing, RightHanded
5087, 70.7142, quemador, Pointing, RightHanded
5088, 70.7272, quemador, Pointing, RightHanded
5089, 70.7414, quemador, Pointing, RightHanded
5090, 70.7565, quemador, Pointing, RightHanded
5091, 70.7695, quemador, Pointing, RightHanded
5092, 70.7834, quemador, Pointing, RightHanded
5093, 70.7967, quemador, Pointing, RightHanded
5094, 70.8109, quemador, Pointing, RightHanded
5095, 70.8253, quemador, Pointing, RightHanded
5096, 70.8390, quemador, Pointing, RightHanded
5097, 70.8526, quemador, Pointing, RightHanded
5098, 70.8672, quemador, Pointing, RightHanded
5099, 70.8812, quemador, Pointing, RightHanded
5100, 70.8949, quemador, Pointing, RightHanded
5101, 70.9076, quemador, Pointing, RightHanded
5102, 70.9221, quemador, Pointing, RightHanded
5103, 70.9371, quemador, Pointing, RightHanded
5104, 70.9495, quemador, Pointing, RightHanded
5105, 70.9639, quemador, Pointing, RightHanded
5106, 70.9781, quemador, Pointing, RightHanded
5107, 70.9915, quemador, Pointing, RightHanded
5108, 71.0064, quemador, Pointing, RightHanded
5109, 71.0195, quemador, Pointing, RightHanded
5110, 71.0329, quemador, Pointing, RightHanded
5111, 71.0481, quemador, Pointing, RightHanded
5112, 71.0623, quemador, Pointing, RightHanded
5113, 71.0753, quemador, Pointing, RightHanded
5114, 71.0885, quemador, Pointing, RightHanded
5115, 71.1037, quemador, Pointing, RightHanded
5116, 71.1164, quemador, Pointing, RightHanded
5117, 71.1296, quemador, Pointing, RightHanded
5118, 71.1441, quemador, Pointing, RightHanded
5119, 71.1589, quemador, Pointing, RightHanded
5129, 71.2960, Vase_golden_low, Pointing, RightHanded
5130, 71.3101, Vase_golden_low, Pointing, RightHanded
5131, 71.3250, Vase_golden_low, Pointing, RightHanded
5132, 71.3395, Vase_golden_low, Pointing, RightHanded
5133, 71.3527, Vase_golden_low, Pointing, RightHanded
5134, 71.3670, Vase_golden_low, Pointing, RightHanded
5135, 71.3802, Vase_golden_low, Pointing, RightHanded
5136, 71.3952, Vase_golden_low, Pointing, RightHanded
5137, 71.4094, Vase_golden_low, Pointing, RightHanded
5138, 71.4232, Vase_golden_low, Pointing, RightHanded
5139, 71.4358, Vase_golden_low, Pointing, RightHanded
5140, 71.4495, Vase_golden_low, Pointing, RightHanded
5141, 71.4630, Vase_golden_low, Pointing, RightHanded
5142, 71.4834, Vase_golden_low, Pointing, RightHanded
5143, 71.4939, Vase_golden_low, Pointing, RightHanded
5144, 71.5070, Vase_golden_low, Pointing, RightHanded
5145, 71.5187, Vase_golden_low, Pointing, RightHanded
5146, 71.5319, Vase_golden_low, Pointing, RightHanded
5147, 71.5468, Vase_golden_low, Pointing, RightHanded
5148, 71.5609, Vase_golden_low, Pointing, RightHanded
5149, 71.5738, Vase_golden_low, Pointing, RightHanded
5150, 71.5877, Vase_golden_low, Pointing, RightHanded
5151, 71.6023, Vase_golden_low, Pointing, RightHanded
5152, 71.6166, Vase_golden_low, Pointing, RightHanded
5153, 71.6285, Vase_golden_low, Pointing, RightHanded
5154, 71.6434, Vase_golden_low, Pointing, RightHanded
5155, 71.6575, Vase_golden_low, Pointing, RightHanded
5156, 71.6713, Vase_golden_low, Pointing, RightHanded
5157, 71.6852, Vase_golden_low, Pointing, RightHanded
5158, 71.6994, Vase_golden_low, Pointing, RightHanded
5159, 71.7125, Vase_golden_low, Pointing, RightHanded
5160, 71.7265, Vase_golden_low, Pointing, RightHanded
5161, 71.7406, Vase_golden_low, Pointing, RightHanded
5162, 71.7544, Vase_golden_low, Pointing, RightHanded
5163, 71.7683, Vase_golden_low, Pointing, RightHanded
5164, 71.7819, Vase_golden_low, Pointing, RightHanded
5165, 71.7961, Vase_golden_low, Pointing, RightHanded
5166, 71.8096, Vase_golden_low, Pointing, RightHanded
5167, 71.8242, Vase_golden_low, Pointing, RightHanded
5168, 71.8382, Vase_golden_low, Pointing, RightHanded
5169, 71.8514, Vase_golden_low, Pointing, RightHanded
5170, 71.8663, Vase_golden_low, Pointing, RightHanded
5171, 71.8804, Vase_golden_low, Pointing, RightHanded
5172, 71.8934, Vase_golden_low, Pointing, RightHanded
5173, 71.9067, Vase_golden_low, Pointing, RightHanded
5174, 71.9217, Vase_golden_low, Pointing, RightHanded
5175, 71.9359, Vase_golden_low, Pointing, RightHanded
5176, 71.9488, Vase_golden_low, Pointing, RightHanded
5177, 71.9629, Vase_golden_low, Pointing, RightHanded
5178, 71.9766, Vase_golden_low, Pointing, RightHanded
5179, 71.9910, Vase_golden_low, Pointing, RightHanded
5180, 72.0048, Vase_golden_low, Pointing, RightHanded
5181, 72.0185, Vase_golden_low, Pointing, RightHanded
5182, 72.0319, Vase_golden_low, Pointing, RightHanded
9185, 127.6274, Mochila, Pointing, RightHanded
9186, 127.6421, Mochila, Pointing, RightHanded
9187, 127.6565, Mochila, Pointing, RightHanded
9188, 127.6695, Mochila, Pointing, RightHanded
9189, 127.6836, Mochila, Pointing, RightHanded
9190, 127.6975, Mochila, Pointing, RightHanded
9191, 127.7113, Mochila, Pointing, RightHanded
9192, 127.7253, Mochila, Pointing, RightHanded
9193, 127.7401, Mochila, Pointing, RightHanded
9194, 127.7529, Mochila, Pointing, RightHanded
9195, 127.7659, Mochila, Pointing, RightHanded
9196, 127.7806, Mochila, Pointing, RightHanded
9197, 127.7959, Mochila, Pointing, RightHanded
9198, 127.8096, Mochila, Pointing, RightHanded
9199, 127.8220, Mochila, Pointing, RightHanded
9200, 127.8368, Mochila, Pointing, RightHanded
9201, 127.8500, Mochila, Pointing, RightHanded
9202, 127.8643, Mochila, Pointing, RightHanded
9203, 127.8791, Mochila, Pointing, RightHanded
9204, 127.8917, Mochila, Pointing, RightHanded
9205, 127.9051, Mochila, Pointing, RightHanded
9206, 127.9193, Mochila, Pointing, RightHanded
9207, 127.9327, Mochila, Pointing, RightHanded
9208, 127.9464, Mochila, Pointing, RightHanded
9209, 127.9608, Mochila, Pointing, RightHanded
9210, 127.9755, Mochila, Pointing, RightHanded
9211, 127.9876, Mochila, Pointing, RightHanded
9212, 128.0021, Mochila, Pointing, RightHanded
9213, 128.0158, Mochila, Pointing, RightHanded
9214, 128.0289, Mochila, Pointing, RightHanded
9215, 128.0438, Mochila, Pointing, RightHanded
9216, 128.0571, Mochila, Pointing, RightHanded
9217, 128.0712, Mochila, Pointing, RightHanded
9218, 128.0851, Mochila, Pointing, RightHanded
9219, 128.0994, Mochila, Pointing, RightHanded
9220, 128.1129, Mochila, Pointing, RightHanded
9221, 128.1276, Mochila, Pointing, RightHanded
9222, 128.1410, Mochila, Pointing, RightHanded
9223, 128.1545, Mochila, Pointing, RightHanded
9224, 128.1680, Mochila, Pointing, RightHanded
9225, 128.1825, Mochila, Pointing, RightHanded
9226, 128.1965, Mochila, Pointing, RightHanded
9227, 128.2100, Mochila, Pointing, RightHanded
9228, 128.2247, Mochila, Pointing, RightHanded
9229, 128.2384, Mochila, Pointing, RightHanded
9230, 128.2515, Mochila, Pointing, RightHanded
9231, 128.2656, Mochila, Pointing, RightHanded
9232, 128.2797, Mochila, Pointing, RightHanded
9233, 128.2935, Mochila, Pointing, RightHanded
9234, 128.3088, Mochila, Pointing, RightHanded
9235, 128.3217, Mochila, Pointing, RightHanded
9236, 128.3355, Mochila, Pointing, RightHanded
9237, 128.3485, Mochila, Pointing, RightHanded
9238, 128.3637, Mochila, Pointing, RightHanded
9239, 128.3774, Mochila, Pointing, RightHanded
9240, 128.3902, Mochila, Pointing, RightHanded
9241, 128.4047, Mochila, Pointing, RightHanded
9242, 128.4187, Mochila, Pointing, RightHanded
9243, 128.4331, Mochila, Pointing, RightHanded
9244, 128.4464, Mochila, Pointing, RightHanded
9245, 128.4602, Mochila, Pointing, RightHanded
9246, 128.4741, Mochila, Pointing, RightHanded
9247, 128.4878, Mochila, Pointing, RightHanded
9248, 128.5027, Mochila, Pointing, RightHanded
9249, 128.5164, Mochila, Pointing, RightHanded
9250, 128.5291, Mochila, Pointing, RightHanded
9251, 128.5435, Mochila, Pointing, RightHanded
9252, 128.5573, Mochila, Pointing, RightHanded
9253, 128.5713, Mochila, Pointing, RightHanded
9254, 128.5853, Mochila, Pointing, RightHanded
9255, 128.5992, Mochila, Pointing, RightHanded
9256, 128.6126, Mochila, Pointing, RightHanded
9257, 128.6264, Mochila, Pointing, RightHanded
9258, 128.6407, Mochila, Pointing, RightHanded
9259, 128.6552, Mochila, Pointing, RightHanded
9260, 128.6694, Mochila, Pointing, RightHanded
9261, 128.6830, Mochila, Pointing, RightHanded
9262, 128.6966, Mochila, Pointing, RightHanded
9263, 128.7094, Mochila, Pointing, RightHanded
9264, 128.7234, Mochila, Pointing, RightHanded
9265, 128.7384, Mochila, Pointing, RightHanded
9266, 128.7513, Mochila, Pointing, RightHanded
9267, 128.7657, Mochila, Pointing, RightHanded
9268, 128.7799, Mochila, Pointing, RightHanded
9269, 128.7928, Mochila, Pointing, RightHanded
9270, 128.8080, Mochila, Pointing, RightHanded
9271, 128.8220, Mochila, Pointing, RightHanded
9272, 128.8353, Mochila, Pointing, RightHanded
9273, 128.8487, Mochila, Pointing, RightHanded
9274, 128.8631, Mochila, Pointing, RightHanded
9275, 128.8773, Mochila, Pointing, RightHanded
9276, 128.8907, Mochila, Pointing, RightHanded
9277, 128.9051, Mochila, Pointing, RightHanded
9278, 128.9187, Mochila, Pointing, RightHanded
9279, 128.9316, Mochila, Pointing, RightHanded
9280, 128.9465, Mochila, Pointing, RightHanded
9281, 128.9602, Mochila, Pointing, RightHanded
9282, 128.9742, Mochila, Pointing, RightHanded
9283, 128.9867, Mochila, Pointing, RightHanded
9284, 129.0018, Mochila, Pointing, RightHanded
9285, 129.0158, Mochila, Pointing, RightHanded
9286, 129.0293, Mochila, Pointing, RightHanded
9287, 129.0435, Mochila, Pointing, RightHanded
9288, 129.0576, Mochila, Pointing, RightHanded
9289, 129.0707, Mochila, Pointing, RightHanded
9290, 129.0851, Mochila, Pointing, RightHanded
9291, 129.0997, Mochila, Pointing, RightHanded
9292, 129.1128, Mochila, Pointing, RightHanded
9293, 129.1277, Mochila, Complete, RightHanded
9294, 129.1409, Mochila, Pointing, RightHanded
9437, 131.1401, Mochila, Pointing, RightHanded
9438, 131.1545, Mochila, Pointing, RightHanded
9439, 131.1691, Mochila, Pointing, RightHanded
9440, 131.1826, Mochila, Pointing, RightHanded
9441, 131.1951, Mochila, Pointing, RightHanded
9484, 131.7929, zapatillas, Pointing, RightHanded
9485, 131.8058, zapatillas, Pointing, RightHanded
9486, 131.8210, zapatillas, Pointing, RightHanded
9487, 131.8340, zapatillas, Pointing, RightHanded
9488, 131.8473, zapatillas, Pointing, RightHanded
9489, 131.8628, zapatillas, Pointing, RightHanded
9490, 131.8756, zapatillas, Pointing, RightHanded
9491, 131.8891, zapatillas, Pointing, RightHanded
9492, 131.9032, zapatillas, Pointing, RightHanded
9493, 131.9172, zapatillas, Pointing, RightHanded
9494, 131.9332, zapatillas, Pointing, RightHanded
9495, 131.9460, zapatillas, Pointing, RightHanded
9496, 131.9584, zapatillas, Pointing, RightHanded
9497, 131.9717, zapatillas, Pointing, RightHanded
9498, 131.9861, zapatillas, Pointing, RightHanded
9499, 132.0003, zapatillas, Pointing, RightHanded
9500, 132.0151, zapatillas, Pointing, RightHanded
9501, 132.0275, zapatillas, Pointing, RightHanded
9502, 132.0420, zapatillas, Pointing, RightHanded
9503, 132.0558, zapatillas, Pointing, RightHanded
9504, 132.0704, zapatillas, Pointing, RightHanded
9505, 132.0863, zapatillas, Pointing, RightHanded
9506, 132.0993, zapatillas, Pointing, RightHanded
12079, 167.8326, Bolso_cuero, Pointing, RightHanded
12080, 167.8466, Bolso_cuero, Pointing, RightHanded
12081, 167.8603, Bolso_cuero, Pointing, RightHanded
12082, 167.8745, Bolso_cuero, Pointing, RightHanded
12083, 167.8880, Bolso_cuero, Pointing, RightHanded
12084, 167.9031, Bolso_cuero, Pointing, RightHanded
12085, 167.9151, Bolso_cuero, Pointing, RightHanded
12086, 167.9285, Bolso_cuero, Pointing, RightHanded
12087, 167.9426, Bolso_cuero, Pointing, RightHanded
12088, 167.9569, Bolso_cuero, Pointing, RightHanded
12089, 167.9702, Bolso_cuero, Pointing, RightHanded
12127, 168.4985, Bolso_cuero, Pointing, RightHanded
12128, 168.5126, Bolso_cuero, Pointing, RightHanded
12129, 168.5273, Bolso_cuero, Pointing, RightHanded
12130, 168.5408, Bolso_cuero, Pointing, RightHanded
12131, 168.5549, Bolso_cuero, Pointing, RightHanded
12132, 168.5695, Bolso_cuero, Pointing, RightHanded
12133, 168.5837, Bolso_cuero, Pointing, RightHanded
12134, 168.5970, Bolso_cuero, Pointing, RightHanded
12135, 168.6105, Bolso_cuero, Pointing, RightHanded
12136, 168.6251, Bolso_cuero, Pointing, RightHanded
12137, 168.6391, Bolso_cuero, Pointing, RightHanded
12138, 168.6517, Bolso_cuero, Pointing, RightHanded
12139, 168.6653, Bolso_cuero, Pointing, RightHanded
12140, 168.6794, Bolso_cuero, Pointing, RightHanded
12141, 168.6923, Bolso_cuero, Pointing, RightHanded
12142, 168.7076, Bolso_cuero, Pointing, RightHanded
12143, 168.7212, Bolso_cuero, Pointing, RightHanded
12144, 168.7351, Bolso_cuero, Pointing, RightHanded
12145, 168.7485, Bolso_cuero, Pointing, RightHanded
12146, 168.7630, Bolso_cuero, Pointing, RightHanded
12147, 168.7765, Bolso_cuero, Pointing, RightHanded
12148, 168.7904, Bolso_cuero, Pointing, RightHanded
12149, 168.8047, Bolso_cuero, Pointing, RightHanded
12150, 168.8196, Bolso_cuero, Pointing, RightHanded
12151, 168.8322, Bolso_cuero, Pointing, RightHanded
12152, 168.8461, Bolso_cuero, Pointing, RightHanded
12153, 168.8600, Bolso_cuero, Pointing, RightHanded
12154, 168.8738, Bolso_cuero, Pointing, RightHanded
12155, 168.8881, Bolso_cuero, Pointing, RightHanded
12156, 168.9022, Bolso_cuero, Pointing, RightHanded
12157, 168.9167, Bolso_cuero, Pointing, RightHanded
12158, 168.9289, Bolso_cuero, Pointing, RightHanded
12159, 168.9435, Bolso_cuero, Pointing, RightHanded
12160, 168.9577, Bolso_cuero, Pointing, RightHanded
12161, 168.9718, Bolso_cuero, Pointing, RightHanded
12162, 168.9855, Bolso_cuero, Pointing, RightHanded
12163, 168.9988, Bolso_cuero, Pointing, RightHanded
12164, 169.0120, Bolso_cuero, Pointing, RightHanded
12165, 169.0269, Bolso_cuero, Pointing, RightHanded
12166, 169.0416, Bolso_cuero, Pointing, RightHanded
12167, 169.0546, Bolso_cuero, Pointing, RightHanded
12168, 169.0678, Bolso_cuero, Pointing, RightHanded
12169, 169.0822, Bolso_cuero, Pointing, RightHanded
12170, 169.0965, Bolso_cuero, Pointing, RightHanded
12171, 169.1099, Bolso_cuero, Pointing, RightHanded
12172, 169.1242, Bolso_cuero, Pointing, RightHanded
12173, 169.1384, Bolso_cuero, Pointing, RightHanded
12174, 169.1527, Bolso_cuero, Pointing, RightHanded
12175, 169.1667, Bolso_cuero, Pointing, RightHanded
12176, 169.1800, Bolso_cuero, Pointing, RightHanded
12177, 169.1931, Bolso_cuero, Pointing, RightHanded
12178, 169.2071, Bolso_cuero, Pointing, RightHanded
12179, 169.2215, Bolso_cuero, Pointing, RightHanded
12180, 169.2355, Bolso_cuero, Pointing, RightHanded
12181, 169.2485, Bolso_cuero, Pointing, RightHanded
12182, 169.2629, Bolso_cuero, Pointing, RightHanded
12183, 169.2777, Bolso_cuero, Pointing, RightHanded
12184, 169.2935, Bolso_cuero, Pointing, RightHanded
12185, 169.3051, Bolso_cuero, Pointing, RightHanded
12186, 169.3195, Bolso_cuero, Pointing, RightHanded
12187, 169.3322, Bolso_cuero, Pointing, RightHanded
12188, 169.3467, Bolso_cuero, Pointing, RightHanded
12189, 169.3612, Bolso_cuero, Pointing, RightHanded
12190, 169.3775, Bolso_cuero, Pointing, RightHanded
12191, 169.3893, Bolso_cuero, Pointing, RightHanded
12192, 169.4017, Bolso_cuero, Pointing, RightHanded
12193, 169.4164, Bolso_cuero, Pointing, RightHanded
12194, 169.4293, Bolso_cuero, Pointing, RightHanded
12195, 169.4440, Bolso_cuero, Pointing, RightHanded
12196, 169.4580, Bolso_cuero, Pointing, RightHanded
12197, 169.4718, Bolso_cuero, Pointing, RightHanded
12198, 169.4860, Bolso_cuero, Pointing, RightHanded
12199, 169.4997, Bolso_cuero, Pointing, RightHanded
12200, 169.5133, Bolso_cuero, Pointing, RightHanded
12201, 169.5272, Bolso_cuero, Pointing, RightHanded
12202, 169.5419, Bolso_cuero, Pointing, RightHanded
12203, 169.5544, Bolso_cuero, Pointing, RightHanded
12204, 169.5684, Bolso_cuero, Pointing, RightHanded
12205, 169.5890, Bolso_cuero, Pointing, RightHanded
12206, 169.5958, Bolso_cuero, Pointing, RightHanded
12207, 169.6098, Bolso_cuero, Pointing, RightHanded
12208, 169.6240, Bolso_cuero, Pointing, RightHanded
12209, 169.6390, Bolso_cuero, Pointing, RightHanded
12210, 169.6527, Bolso_cuero, Pointing, RightHanded
12211, 169.6665, Bolso_cuero, Pointing, RightHanded
12212, 169.6823, Bolso_cuero, Pointing, RightHanded
12213, 169.6933, Bolso_cuero, Pointing, RightHanded
12397, 172.2488, balon, Pointing, RightHanded
12398, 172.2631, balon, Pointing, RightHanded
12399, 172.2774, balon, Pointing, RightHanded
12400, 172.2908, balon, Pointing, RightHanded
12401, 172.3065, balon, Pointing, RightHanded
12402, 172.3197, balon, Pointing, RightHanded
12403, 172.3323, balon, Pointing, RightHanded
12404, 172.3460, balon, Pointing, RightHanded
12405, 172.3601, balon, Pointing, RightHanded
12406, 172.3737, balon, Pointing, RightHanded
12407, 172.3882, balon, Pointing, RightHanded
12408, 172.4023, balon, Pointing, RightHanded
12409, 172.4160, balon, Pointing, RightHanded
12410, 172.4288, balon, Pointing, RightHanded
12411, 172.4438, balon, Pointing, RightHanded
12412, 172.4575, balon, Pointing, RightHanded
12413, 172.4712, balon, Pointing, RightHanded
12418, 172.5415, Juguetes, Pointing, RightHanded
12419, 172.5546, Juguetes, Pointing, RightHanded
12420, 172.5687, Juguetes, Pointing, RightHanded
12421, 172.5829, Juguetes, Pointing, RightHanded
13126, 182.3768, Bolso_cuero, Pointing, RightHanded
13127, 182.3900, Bolso_cuero, Pointing, RightHanded
13128, 182.4049, Bolso_cuero, Pointing, RightHanded
13588, 188.7930, Bolso_cuero, Pointing, RightHanded
13589, 188.8074, Bolso_cuero, Pointing, RightHanded
13590, 188.8218, Bolso_cuero, Pointing, RightHanded
13591, 188.8355, Bolso_cuero, Pointing, RightHanded
13592, 188.8484, Bolso_cuero, Pointing, RightHanded
13593, 188.8638, Bolso_cuero, Pointing, RightHanded
13594, 188.8766, Bolso_cuero, Pointing, RightHanded
13595, 188.8905, Bolso_cuero, Pointing, RightHanded
13596, 188.9047, Bolso_cuero, Pointing, RightHanded
13597, 188.9186, Bolso_cuero, Pointing, RightHanded
13598, 188.9321, Bolso_cuero, Pointing, RightHanded
14162, 196.7658, quemador, Pointing, LeftHanded
14163, 196.7801, quemador, Pointing, LeftHanded
14164, 196.7940, quemador, Pointing, LeftHanded
14165, 196.8074, quemador, Pointing, LeftHanded
14166, 196.8218, quemador, Pointing, LeftHanded
14167, 196.8363, quemador, Pointing, LeftHanded
14168, 196.8487, quemador, Pointing, LeftHanded
14169, 196.8628, quemador, Pointing, LeftHanded
14170, 196.8763, quemador, Pointing, LeftHanded
14171, 196.8902, quemador, Pointing, LeftHanded
14172, 196.9062, quemador, Pointing, LeftHanded
14173, 196.9201, quemador, Pointing, LeftHanded
14174, 196.9319, quemador, Pointing, LeftHanded
14175, 196.9460, quemador, Pointing, LeftHanded
14176, 196.9599, quemador, Pointing, LeftHanded
14177, 196.9741, quemador, Pointing, LeftHanded
14178, 196.9884, quemador, Pointing, LeftHanded
14179, 197.0017, quemador, Pointing, LeftHanded
14180, 197.0154, quemador, Pointing, LeftHanded
14181, 197.0289, quemador, Pointing, LeftHanded
14182, 197.0432, quemador, Pointing, LeftHanded
14183, 197.0584, quemador, Pointing, LeftHanded
14184, 197.0714, quemador, Pointing, LeftHanded
14185, 197.0846, quemador, Pointing, LeftHanded
14186, 197.0984, quemador, Pointing, LeftHanded
14187, 197.1127, quemador, Pointing, LeftHanded
14188, 197.1261, quemador, Pointing, LeftHanded
14189, 197.1407, quemador, Pointing, LeftHanded
14190, 197.1537, quemador, Pointing, LeftHanded
14191, 197.1684, quemador, Pointing, LeftHanded
14192, 197.1826, quemador, Pointing, LeftHanded
14193, 197.1961, quemador, Pointing, LeftHanded
14194, 197.2101, quemador, Pointing, LeftHanded
14195, 197.2245, quemador, Pointing, LeftHanded
14196, 197.2384, quemador, Pointing, LeftHanded
14197, 197.2513, quemador, Pointing, LeftHanded
