Frame, Timestamp, RightHand_State, LeftHand_State
713, 9.9503, Disabled, Disabled
714, 9.9693, Hover, Disabled
715, 9.9789, Disabled, Disabled
716, 9.9942, Hover, Disabled
717, 10.0084, Hover, Disabled
718, 10.0233, Hover, Disabled
719, 10.0350, Hover, Disabled
720, 10.0499, Hover, Disabled
721, 10.0641, Hover, Disabled
722, 10.0779, Hover, Disabled
723, 10.0905, Hover, Disabled
724, 10.1047, Hover, Disabled
725, 10.1180, Hover, Disabled
726, 10.1316, Hover, Disabled
727, 10.1458, Hover, Disabled
728, 10.1592, Hover, Disabled
729, 10.1730, Hover, Disabled
730, 10.1877, Hover, Disabled
731, 10.2014, Hover, Disabled
732, 10.2146, Hover, Disabled
733, 10.2282, Hover, Disabled
734, 10.2426, Hover, Disabled
735, 10.2562, Hover, Disabled
736, 10.2691, Hover, Disabled
737, 10.2833, Hover, Disabled
738, 10.2972, Hover, Disabled
739, 10.3115, Hover, Disabled
740, 10.3257, Hover, Disabled
741, 10.3392, Hover, Disabled
742, 10.3531, Hover, Disabled
743, 10.3671, Hover, Disabled
744, 10.3807, Hover, Disabled
745, 10.3952, Hover, Disabled
746, 10.4084, Hover, Disabled
747, 10.4223, Hover, Disabled
748, 10.4364, Hover, Disabled
749, 10.4497, Hover, Disabled
750, 10.4642, Hover, Disabled
751, 10.4786, Hover, Disabled
752, 10.4916, Hover, Disabled
753, 10.5061, Hover, Disabled
754, 10.5203, Hover, Disabled
755, 10.5337, Hover, Disabled
756, 10.5473, Hover, Disabled
757, 10.5617, Hover, Disabled
758, 10.5755, Hover, Disabled
759, 10.5893, Hover, Disabled
760, 10.6031, Hover, Disabled
761, 10.6168, Hover, Disabled
2011, 27.9916, Disabled, Disabled
2012, 28.0068, Hover, Disabled
2013, 28.0211, Disabled, Disabled
2014, 28.0338, Hover, Disabled
2015, 28.0474, Disabled, Disabled
2016, 28.0614, Hover, Disabled
2017, 28.0758, Disabled, Disabled
2018, 28.0896, Hover, Disabled
2019, 28.1036, Disabled, Disabled
2020, 28.1172, Hover, Disabled
2021, 28.1302, Hover, Disabled
2022, 28.1444, Hover, Disabled
2023, 28.1593, Hover, Disabled
2024, 28.1726, Hover, Disabled
2025, 28.1867, Hover, Disabled
2026, 28.2003, Hover, Disabled
2027, 28.2140, Hover, Disabled
2028, 28.2276, Hover, Disabled
2029, 28.2428, Hover, Disabled
2030, 28.2560, Hover, Disabled
2031, 28.2692, Hover, Disabled
2032, 28.2837, Hover, Disabled
2033, 28.2975, Hover, Disabled
2034, 28.3108, Hover, Disabled
2035, 28.3258, Hover, Disabled
2036, 28.3402, Hover, Disabled
2037, 28.3531, Hover, Disabled
2038, 28.3665, Hover, Disabled
2039, 28.3809, Hover, Disabled
2040, 28.3948, Hover, Disabled
2041, 28.4086, Hover, Disabled
2042, 28.4231, Hover, Disabled
2043, 28.4368, Hover, Disabled
2044, 28.4508, Hover, Disabled
2045, 28.4647, Hover, Disabled
2046, 28.4783, Hover, Disabled
2047, 28.4923, Hover, Disabled
2048, 28.5065, Hover, Disabled
2049, 28.5200, Hover, Disabled
2050, 28.5337, Hover, Disabled
2051, 28.5471, Hover, Disabled
2052, 28.5616, Hover, Disabled
2053, 28.5760, Hover, Disabled
2054, 28.5896, Hover, Disabled
2055, 28.6033, Hover, Disabled
2056, 28.6175, Hover, Disabled
2057, 28.6306, Hover, Disabled
2058, 28.6448, Hover, Disabled
2059, 28.6595, Hover, Disabled
2060, 28.6732, Hover, Disabled
2061, 28.6866, Hover, Disabled
2062, 28.7005, Hover, Disabled
2063, 28.7147, Hover, Disabled
2064, 28.7280, Hover, Disabled
2065, 28.7431, Hover, Disabled
2066, 28.7566, Hover, Disabled
2067, 28.7699, Hover, Disabled
2068, 28.7838, Hover, Disabled
2069, 28.7978, Hover, Disabled
2070, 28.8116, Hover, Disabled
2071, 28.8259, Hover, Disabled
2072, 28.8395, Hover, Disabled
2073, 28.8527, Hover, Disabled
2074, 28.8676, Hover, Disabled
2075, 28.8816, Hover, Disabled
2076, 28.8954, Hover, Disabled
2077, 28.9086, Hover, Disabled
2078, 28.9225, Hover, Disabled
2079, 28.9366, Hover, Disabled
2080, 28.9508, Hover, Disabled
2081, 28.9643, Hover, Disabled
2082, 28.9783, Hover, Disabled
2083, 28.9927, Hover, Disabled
2084, 29.0070, Hover, Disabled
2085, 29.0208, Hover, Disabled
2086, 29.0338, Hover, Disabled
2087, 29.0471, Hover, Disabled
2088, 29.0614, Hover, Disabled
2089, 29.0763, Hover, Disabled
2090, 29.0899, Hover, Disabled
2091, 29.1032, Hover, Disabled
2092, 29.1176, Hover, Disabled
2093, 29.1309, Hover, Disabled
2094, 29.1452, Hover, Disabled
2095, 29.1598, Hover, Disabled
2096, 29.1725, Hover, Disabled
2097, 29.1870, Hover, Disabled
2098, 29.2013, Hover, Disabled
2099, 29.2147, Hover, Disabled
2100, 29.2287, Hover, Disabled
2101, 29.2435, Hover, Disabled
2102, 29.2564, Hover, Disabled
2103, 29.2697, Hover, Disabled
2104, 29.2839, Hover, Disabled
2105, 29.2976, Hover, Disabled
2106, 29.3116, Hover, Disabled
2107, 29.3262, Hover, Disabled
2108, 29.3395, Hover, Disabled
2109, 29.3532, Disabled, Disabled
2110, 29.3678, Hover, Disabled
2114, 29.4225, Disabled, Disabled
2115, 29.4368, Hover, Disabled
2175, 30.2699, Disabled, Disabled
2176, 30.2846, Hover, Disabled
2177, 30.2989, Disabled, Disabled
2178, 30.3123, Hover, Disabled
2179, 30.3260, Disabled, Disabled
2180, 30.3397, Hover, Disabled
2181, 30.3533, Hover, Disabled
2182, 30.3676, Hover, Disabled
2183, 30.3811, Hover, Disabled
2184, 30.3958, Hover, Disabled
2185, 30.4086, Hover, Disabled
2186, 30.4230, Hover, Disabled
2187, 30.4369, Hover, Disabled
2188, 30.4506, Hover, Disabled
2189, 30.4648, Hover, Disabled
2190, 30.4795, Hover, Disabled
2191, 30.4923, Hover, Disabled
2192, 30.5060, Hover, Disabled
2193, 30.5201, Hover, Disabled
2194, 30.5339, Hover, Disabled
2195, 30.5473, Hover, Disabled
2196, 30.5624, Hover, Disabled
2197, 30.5759, Hover, Disabled
2198, 30.5895, Hover, Disabled
2199, 30.6038, Hover, Disabled
2200, 30.6180, Hover, Disabled
2201, 30.6316, Hover, Disabled
2202, 30.6456, Hover, Disabled
2203, 30.6593, Hover, Disabled
2204, 30.6727, Hover, Disabled
2205, 30.6872, Hover, Disabled
2206, 30.7009, Hover, Disabled
2207, 30.7150, Hover, Disabled
2208, 30.7283, Hover, Disabled
2209, 30.7426, Hover, Disabled
2210, 30.7566, Hover, Disabled
2211, 30.7714, Hover, Disabled
2212, 30.7851, Hover, Disabled
2213, 30.7979, Hover, Disabled
2214, 30.8116, Hover, Disabled
2215, 30.8254, Hover, Disabled
2216, 30.8395, Hover, Disabled
2217, 30.8537, Hover, Disabled
2218, 30.8685, Hover, Disabled
2219, 30.8816, Hover, Disabled
2220, 30.8950, Hover, Disabled
2221, 30.9085, Hover, Disabled
2222, 30.9229, Hover, Disabled
2223, 30.9376, Hover, Disabled
2224, 30.9505, Hover, Disabled
2225, 30.9645, Hover, Disabled
2226, 30.9787, Hover, Disabled
2227, 30.9921, Hover, Disabled
2228, 31.0068, Hover, Disabled
2229, 31.0207, Hover, Disabled
2230, 31.0345, Hover, Disabled
2231, 31.0477, Hover, Disabled
2232, 31.0624, Hover, Disabled
2233, 31.0760, Hover, Disabled
2234, 31.0899, Hover, Disabled
2235, 31.1044, Hover, Disabled
2236, 31.1177, Hover, Disabled
2237, 31.1314, Hover, Disabled
2238, 31.1456, Hover, Disabled
2239, 31.1592, Hover, Disabled
2240, 31.1737, Hover, Disabled
2241, 31.1877, Hover, Disabled
2242, 31.2011, Hover, Disabled
2243, 31.2147, Hover, Disabled
2244, 31.2283, Hover, Disabled
2245, 31.2429, Hover, Disabled
2246, 31.2568, Hover, Disabled
2247, 31.2704, Hover, Disabled
2248, 31.2844, Hover, Disabled
2249, 31.2984, Hover, Disabled
2250, 31.3121, Hover, Disabled
2251, 31.3262, Hover, Disabled
2252, 31.3414, Hover, Disabled
2253, 31.3545, Hover, Disabled
2254, 31.3672, Hover, Disabled
2255, 31.3814, Hover, Disabled
2256, 31.3957, Hover, Disabled
2257, 31.4089, Hover, Disabled
2258, 31.4243, Hover, Disabled
2259, 31.4376, Hover, Disabled
2260, 31.4511, Hover, Disabled
2261, 31.4648, Hover, Disabled
2262, 31.4790, Hover, Disabled
2263, 31.4928, Hover, Disabled
2264, 31.5074, Hover, Disabled
2265, 31.5211, Hover, Disabled
2266, 31.5344, Hover, Disabled
2267, 31.5479, Hover, Disabled
2268, 31.5624, Hover, Disabled
2269, 31.5761, Hover, Disabled
2270, 31.5904, Hover, Disabled
2271, 31.6048, Hover, Disabled
2272, 31.6179, Hover, Disabled
2273, 31.6317, Hover, Disabled
2274, 31.6455, Hover, Disabled
2275, 31.6599, Hover, Disabled
2276, 31.6732, Hover, Disabled
2277, 31.6881, Hover, Disabled
2278, 31.7015, Hover, Disabled
2279, 31.7148, Hover, Disabled
2280, 31.7283, Hover, Disabled
2281, 31.7432, Hover, Disabled
2282, 31.7568, Hover, Disabled
2283, 31.7707, Hover, Disabled
2284, 31.7852, Select, Disabled
2285, 31.7983, Select, Disabled
2286, 31.8113, Select, Disabled
2287, 31.8256, Select, Disabled
2288, 31.8413, Disabled, Disabled
2289, 31.8544, Hover, Disabled
2290, 31.8677, Disabled, Disabled
2291, 31.8814, Hover, Disabled
2292, 31.8958, Disabled, Disabled
2293, 31.9091, Hover, Disabled
2294, 31.9240, Disabled, Disabled
2295, 31.9370, Hover, Disabled
2296, 31.9514, Disabled, Disabled
2297, 31.9648, Hover, Disabled
2298, 31.9793, Disabled, Disabled
2299, 31.9927, Hover, Disabled
2300, 32.0073, Hover, Disabled
2301, 32.0211, Hover, Disabled
2302, 32.0342, Hover, Disabled
2303, 32.0479, Hover, Disabled
2304, 32.0624, Hover, Disabled
2305, 32.0764, Hover, Disabled
2306, 32.0901, Hover, Disabled
2307, 32.1043, Hover, Disabled
2308, 32.1180, Hover, Disabled
2309, 32.1311, Hover, Disabled
2310, 32.1457, Hover, Disabled
2311, 32.1604, Hover, Disabled
2312, 32.1740, Hover, Disabled
2313, 32.1868, Hover, Disabled
2314, 32.2017, Hover, Disabled
2315, 32.2151, Hover, Disabled
2316, 32.2284, Hover, Disabled
2317, 32.2432, Hover, Disabled
2318, 32.2571, Hover, Disabled
2319, 32.2714, Hover, Disabled
2320, 32.2847, Hover, Disabled
2321, 32.2983, Hover, Disabled
2322, 32.3118, Hover, Disabled
2323, 32.3262, Hover, Disabled
2324, 32.3407, Hover, Disabled
2325, 32.3546, Hover, Disabled
2326, 32.3674, Hover, Disabled
2327, 32.3821, Hover, Disabled
2328, 32.3959, Hover, Disabled
2329, 32.4093, Hover, Disabled
2330, 32.4241, Hover, Disabled
2331, 32.4381, Hover, Disabled
2332, 32.4507, Hover, Disabled
2333, 32.4654, Hover, Disabled
2334, 32.4791, Hover, Disabled
2335, 32.4927, Hover, Disabled
2336, 32.5073, Hover, Disabled
2337, 32.5211, Hover, Disabled
2338, 32.5351, Hover, Disabled
2339, 32.5478, Hover, Disabled
2340, 32.5622, Hover, Disabled
2341, 32.5761, Hover, Disabled
2342, 32.5896, Hover, Disabled
2343, 32.6048, Hover, Disabled
2344, 32.6217, Hover, Disabled
2345, 32.6318, Hover, Disabled
2346, 32.6472, Disabled, Disabled
2347, 32.6611, Hover, Disabled
2348, 32.6754, Disabled, Disabled
2349, 32.6884, Hover, Disabled
2350, 32.7022, Disabled, Disabled
2351, 32.7158, Hover, Disabled
2352, 32.7292, Disabled, Disabled
2353, 32.7431, Hover, Disabled
2354, 32.7577, Disabled, Disabled
2355, 32.7711, Hover, Disabled
2356, 32.7852, Disabled, Disabled
2357, 32.7985, Hover, Disabled
2358, 32.8120, Disabled, Disabled
2359, 32.8261, Hover, Disabled
2360, 32.8405, Hover, Disabled
2361, 32.8544, Hover, Disabled
2362, 32.8676, Hover, Disabled
2363, 32.8815, Hover, Disabled
2364, 32.8952, Hover, Disabled
2365, 32.9085, Hover, Disabled
2366, 32.9235, Hover, Disabled
2367, 32.9377, Hover, Disabled
2368, 32.9503, Hover, Disabled
2369, 32.9645, Hover, Disabled
2370, 32.9786, Hover, Disabled
2371, 32.9919, Hover, Disabled
2372, 33.0072, Hover, Disabled
2373, 33.0211, Hover, Disabled
2374, 33.0340, Hover, Disabled
2375, 33.0472, Hover, Disabled
2376, 33.0616, Hover, Disabled
2377, 33.0757, Hover, Disabled
2378, 33.0899, Hover, Disabled
2379, 33.1035, Hover, Disabled
2380, 33.1175, Hover, Disabled
2381, 33.1308, Hover, Disabled
2382, 33.1453, Hover, Disabled
2383, 33.1593, Hover, Disabled
2384, 33.1738, Hover, Disabled
2385, 33.1878, Hover, Disabled
2386, 33.2011, Hover, Disabled
2387, 33.2149, Hover, Disabled
2388, 33.2282, Hover, Disabled
2389, 33.2423, Hover, Disabled
2390, 33.2567, Hover, Disabled
2391, 33.2701, Hover, Disabled
2392, 33.2843, Hover, Disabled
2393, 33.2982, Hover, Disabled
2394, 33.3118, Hover, Disabled
2395, 33.3263, Hover, Disabled
2396, 33.3404, Hover, Disabled
2397, 33.3543, Hover, Disabled
2398, 33.3673, Hover, Disabled
2399, 33.3814, Hover, Disabled
2400, 33.3951, Hover, Disabled
2401, 33.4087, Hover, Disabled
2402, 33.4240, Hover, Disabled
2403, 33.4370, Hover, Disabled
2404, 33.4500, Hover, Disabled
2405, 33.4644, Hover, Disabled
2406, 33.4792, Hover, Disabled
2407, 33.4920, Hover, Disabled
2408, 33.5072, Hover, Disabled
2409, 33.5209, Hover, Disabled
2410, 33.5347, Hover, Disabled
2411, 33.5477, Hover, Disabled
2412, 33.5624, Hover, Disabled
2413, 33.5759, Hover, Disabled
2414, 33.5901, Hover, Disabled
2415, 33.6047, Disabled, Disabled
2416, 33.6180, Hover, Disabled
2417, 33.6316, Disabled, Disabled
2418, 33.6454, Hover, Disabled
2419, 33.6599, Disabled, Disabled
2420, 33.6729, Hover, Disabled
2421, 33.6873, Disabled, Disabled
2422, 33.7007, Hover, Disabled
2429, 33.7979, Disabled, Disabled
2430, 33.8118, Hover, Disabled
2431, 33.8262, Disabled, Disabled
2432, 33.8400, Hover, Disabled
2433, 33.8540, Disabled, Disabled
2434, 33.8687, Hover, Disabled
2435, 33.8824, Disabled, Disabled
2436, 33.8953, Hover, Disabled
2437, 33.9094, Disabled, Disabled
2438, 33.9240, Hover, Disabled
2439, 33.9384, Disabled, Disabled
2440, 33.9503, Hover, Disabled
2441, 33.9650, Disabled, Disabled
2442, 33.9789, Hover, Disabled
2443, 33.9923, Disabled, Disabled
2444, 34.0063, Hover, Disabled
2445, 34.0210, Disabled, Disabled
2446, 34.0348, Hover, Disabled
2447, 34.0477, Disabled, Disabled
2448, 34.0618, Hover, Disabled
2449, 34.0760, Disabled, Disabled
2450, 34.0896, Hover, Disabled
2451, 34.1044, Disabled, Disabled
2452, 34.1179, Hover, Disabled
2453, 34.1313, Disabled, Disabled
2454, 34.1457, Hover, Disabled
2455, 34.1599, Disabled, Disabled
2456, 34.1729, Hover, Disabled
2457, 34.1875, Disabled, Disabled
2458, 34.2016, Hover, Disabled
2459, 34.2152, Disabled, Disabled
2460, 34.2287, Hover, Disabled
2461, 34.2432, Disabled, Disabled
2462, 34.2565, Hover, Disabled
2463, 34.2708, Disabled, Disabled
2464, 34.2851, Hover, Disabled
2465, 34.2982, Disabled, Disabled
2466, 34.3115, Hover, Disabled
2467, 34.3262, Disabled, Disabled
2468, 34.3399, Hover, Disabled
2469, 34.3542, Disabled, Disabled
2470, 34.3688, Hover, Disabled
2471, 34.3821, Disabled, Disabled
2472, 34.3953, Hover, Disabled
2473, 34.4091, Disabled, Disabled
2474, 34.4229, Hover, Disabled
2475, 34.4378, Disabled, Disabled
2476, 34.4515, Hover, Disabled
2477, 34.4648, Disabled, Disabled
2478, 34.4785, Hover, Disabled
2479, 34.4926, Disabled, Disabled
2480, 34.5063, Hover, Disabled
2481, 34.5208, Disabled, Disabled
2482, 34.5349, Hover, Disabled
2483, 34.5481, Disabled, Disabled
2484, 34.5625, Hover, Disabled
2485, 34.5761, Disabled, Disabled
2486, 34.5897, Hover, Disabled
2487, 34.6047, Disabled, Disabled
2488, 34.6185, Hover, Disabled
2489, 34.6311, Disabled, Disabled
2490, 34.6454, Hover, Disabled
2491, 34.6598, Disabled, Disabled
2492, 34.6732, Hover, Disabled
2493, 34.6882, Hover, Disabled
