Frame,Timestamp,TaskDuration,Completed
635,8.8703,5.5673,Yes
1354,18.859,8.4557,Yes
2613,36.3426,16.0111,Yes
3144,43.7174,6.1939,Yes
4383,60.9249,10.1517,Yes
5336,74.161,10.8749,Yes
6099,84.7594,8.4038,Yes
7724,107.3268,21.4016,Yes
8980,124.7859,16.0002,Yes
10507,146.0062,18.9565,Yes
