Frame, Timestamp, Object, Section, State, Position_x, Position_y, Position_z, Rotation_x, Rotation_y, Rotation_z, Scale_x, Scale_y, Scale_z, RightHand_State, LeftHand_State
970, 13.5261, baby_yoda, Juguetes, Select, 5.5180, 1.4196, 7.3022, 0.1001, 269.9829, 359.9836, 0.1060, 0.1060, 0.1060, Normal, Select
973, 13.5680, baby_yoda, Juguetes, Select, 5.5181, 1.4207, 7.3028, 0.3988, 269.8606, 0.0365, 0.1060, 0.1060, 0.1060, Normal, Select
976, 13.6081, baby_yoda, Juguetes, Select, 5.5178, 1.4212, 7.3029, 0.4488, 269.8689, 0.0470, 0.1060, 0.1060, 0.1060, Normal, Select
979, 13.6493, baby_yoda, Juguetes, Select, 5.5174, 1.4215, 7.3031, 0.3913, 269.8866, 0.0908, 0.1060, 0.1060, 0.1060, Normal, Select
982, 13.6910, baby_yoda, Juguetes, Select, 5.5170, 1.4207, 7.3031, 0.1659, 269.9319, 0.2206, 0.1060, 0.1060, 0.1060, Normal, Select
985, 13.7326, baby_yoda, Juguetes, Select, 5.5168, 1.4200, 7.3030, 359.8896, 269.9830, 0.3167, 0.1060, 0.1060, 0.1060, Normal, Select
988, 13.7744, baby_yoda, Juguetes, Select, 5.5168, 1.4199, 7.3030, 359.8800, 269.9852, 0.3112, 0.1060, 0.1060, 0.1060, Normal, Select
991, 13.8157, baby_yoda, Juguetes, Select, 5.5169, 1.4200, 7.3031, 359.9633, 269.9425, 0.3194, 0.1060, 0.1060, 0.1060, Normal, Select
994, 13.8581, baby_yoda, Juguetes, Select, 5.5168, 1.4198, 7.3033, 359.9377, 269.9276, 0.3307, 0.1060, 0.1060, 0.1060, Normal, Select
997, 13.8993, baby_yoda, Juguetes, Select, 5.5167, 1.4192, 7.3036, 359.8206, 269.9488, 0.2754, 0.1060, 0.1060, 0.1060, Normal, Select
1000, 13.9407, baby_yoda, Juguetes, Select, 5.5166, 1.4181, 7.3044, 359.5620, 270.0893, 0.0526, 0.1060, 0.1060, 0.1060, Normal, Select
1003, 13.9825, baby_yoda, Juguetes, Select, 5.5154, 1.4178, 7.3056, 359.5995, 270.5031, 359.6384, 0.1060, 0.1060, 0.1060, Normal, Select
1006, 14.0244, baby_yoda, Juguetes, Select, 5.5089, 1.4175, 7.3085, 0.1185, 271.5339, 358.8354, 0.1060, 0.1060, 0.1060, Normal, Select
1009, 14.0665, baby_yoda, Juguetes, Select, 5.5012, 1.4167, 7.3137, 0.7729, 272.2712, 358.2323, 0.1060, 0.1060, 0.1060, Normal, Select
