Frame, Timestamp, TPHotspot, HMD_x, HMD_z, Duration, WasTP, ZOI, Distance, RightHand_State, LeftHand_State
359, 5.0391, TP_Juguetes, 4.5870, 9.4633, 0.4920, False, Unknown, 0.0000, Disabled, Hover
467, 6.5413, TP_Juguetes_2, 5.0260, 7.7050, 1.5022, True, Unknown, 1.6859, Disabled, Select
2141, 29.7873, TP_Juguetes, 5.0516, 7.6457, 0.0127, False, Unknown, 0.0000, Disabled, Disabled
2179, 30.3158, TP_Juguetes, 5.0385, 7.6309, 0.5135, False, Unknown, 0.0000, Disabled, Disabled
2216, 30.8289, TP_Juguetes, 5.0301, 7.6267, 0.5004, False, Unknown, 0.0000, Disabled, Hover
2235, 31.0937, TP_Moda, 5.0293, 7.6262, 0.1816, False, Unknown, 0.0000, Disabled, Hover
2272, 31.6067, TP_Moda, 5.0197, 7.6303, 0.4157, False, Unknown, 0.0000, Disabled, Hover
2308, 32.1079, TP_Moda, 4.9983, 7.6411, 0.4584, False, Unknown, 0.0000, Disabled, Hover
2345, 32.6222, TP_Mid_2, 4.9722, 7.6486, 0.7932, False, Unknown, 0.0000, Disabled, Hover
2354, 32.7465, TP_Mid, 4.9635, 7.6541, 0.0148, False, Unknown, 0.0000, Disabled, Hover
2986, 41.5242, TP_Decoracion_2, -5.3650, 5.1510, 1.9993, True, Unknown, 10.6836, Disabled, Select
3045, 42.3435, TP_Decoracion_2, -5.3654, 5.1606, 0.0145, False, Unknown, 0.0000, Disabled, Disabled
4702, 65.3574, TP_Decoracion_2, -5.3441, 5.1383, 0.0143, False, Unknown, 0.0000, Hover, Disabled
4732, 65.7724, TP_Decoracion_3, -5.3658, 5.1436, 0.4569, False, Unknown, 0.0000, Disabled, Disabled
4768, 66.2727, TP_Decoracion_3, -5.3731, 5.1429, 0.4853, False, Unknown, 0.0000, Disabled, Disabled
4965, 69.0096, TP_Mid_4, -5.3806, 5.1662, 0.1250, False, Unknown, 0.0000, Disabled, Hover
4977, 69.1769, TP_Mid_2, -5.3808, 5.1739, 0.0968, False, Unknown, 0.0000, Disabled, Hover
5181, 72.0094, TP_Moda_2, 5.8930, 2.0390, 2.0003, True, Unknown, 7.3972, Disabled, Select
6941, 96.4546, TP_Juguetes, 5.9001, 2.0884, 0.0129, False, Unknown, 0.0000, Disabled, Disabled
7106, 98.7452, TP_Mid, 5.9211, 2.0899, 0.1659, False, Unknown, 0.0000, Hover, Disabled
7278, 101.1341, TP_Mid, 2.0900, 7.3580, 2.0004, True, Unknown, 3.0795, Select, Disabled
7601, 105.6202, TP_Juguetes, 5.0370, 6.4329, 2.0148, True, Unknown, 2.9207, Select, Disabled
9914, 137.7721, TP_Tecnologia_2, -2.1210, 1.1150, 1.9996, True, Unknown, 10.5151, Disabled, Select
