Frame, Timestamp, Object, State, Handedness
842, 11.7468, Juguetes, Pointing, LeftHanded
843, 11.7616, Juguetes, Pointing, LeftHanded
844, 11.7752, Juguetes, Pointing, LeftHanded
845, 11.7887, Juguetes, Pointing, LeftHanded
846, 11.8024, Juguetes, Pointing, LeftHanded
847, 11.8170, Juguetes, Pointing, LeftHanded
848, 11.8307, Juguetes, Pointing, LeftHanded
849, 11.8443, Juguetes, Pointing, LeftHanded
850, 11.8582, Juguetes, Pointing, LeftHanded
851, 11.8710, Juguetes, Pointing, LeftHanded
852, 11.8855, Juguetes, Pointing, LeftHanded
853, 11.9000, Juguetes, Pointing, LeftHanded
854, 11.9148, Juguetes, Pointing, LeftHanded
855, 11.9299, Juguetes, Pointing, LeftHanded
856, 11.9408, Juguetes, Pointing, LeftHanded
857, 11.9547, Juguetes, Pointing, LeftHanded
858, 11.9682, Juguetes, Pointing, LeftHanded
859, 11.9856, Juguetes, Pointing, LeftHanded
860, 11.9963, Juguetes, Pointing, LeftHanded
3268, 45.4405, trofeo, Pointing, RightHanded
3269, 45.4559, trofeo, Pointing, RightHanded
3270, 45.4688, trofeo, Pointing, RightHanded
3271, 45.4829, trofeo, Pointing, RightHanded
3272, 45.4962, trofeo, Pointing, RightHanded
3273, 45.5097, trofeo, Pointing, RightHanded
3274, 45.5249, trofeo, Pointing, RightHanded
3414, 47.4673, quemador, Pointing, LeftHanded
3415, 47.4826, quemador, Pointing, LeftHanded
3549, 49.3426, quemador, Pointing, LeftHanded
3550, 49.3571, quemador, Pointing, LeftHanded
3551, 49.3697, quemador, Pointing, LeftHanded
3554, 49.4118, quemador, Pointing, LeftHanded
3555, 49.4260, quemador, Pointing, LeftHanded
3556, 49.4397, quemador, Pointing, LeftHanded
3557, 49.4531, quemador, Pointing, LeftHanded
3558, 49.4674, quemador, Pointing, LeftHanded
3559, 49.4815, quemador, Pointing, LeftHanded
3560, 49.4968, quemador, Pointing, LeftHanded
3561, 49.5091, quemador, Pointing, LeftHanded
3562, 49.5221, quemador, Pointing, LeftHanded
3563, 49.5360, quemador, Pointing, LeftHanded
3564, 49.5507, quemador, Pointing, LeftHanded
3565, 49.5649, quemador, Pointing, LeftHanded
3566, 49.5780, quemador, Pointing, LeftHanded
3567, 49.5911, quemador, Pointing, LeftHanded
3568, 49.6062, quemador, Pointing, LeftHanded
3569, 49.6206, quemador, Pointing, LeftHanded
3570, 49.6342, quemador, Pointing, LeftHanded
3571, 49.6474, quemador, Pointing, LeftHanded
3572, 49.6616, quemador, Pointing, LeftHanded
3573, 49.6758, quemador, Pointing, LeftHanded
3574, 49.6895, quemador, Pointing, LeftHanded
3575, 49.7040, quemador, Pointing, LeftHanded
3576, 49.7174, quemador, Pointing, LeftHanded
3577, 49.7311, quemador, Pointing, LeftHanded
3578, 49.7450, quemador, Pointing, LeftHanded
3633, 50.5101, quemador, Pointing, LeftHanded
