Frame, Timestamp, RightHand_State, LeftHand_State
641, 7.6130, Hover, Disabled
642, 7.6262, Hover, Disabled
643, 7.6399, Hover, Disabled
644, 7.6525, Hover, Disabled
645, 7.6668, Hover, Disabled
646, 7.6805, Hover, Disabled
647, 7.6939, Hover, Disabled
648, 7.7067, Hover, Disabled
970, 12.1800, Hover, Disabled
971, 12.1931, Hover, Disabled
972, 12.2079, Hover, Disabled
973, 12.2217, Hover, Disabled
974, 12.2354, Hover, Disabled
975, 12.2484, Hover, Disabled
976, 12.2636, Hover, Disabled
977, 12.2780, Hover, Disabled
978, 12.2902, Hover, Disabled
979, 12.3050, Hover, Disabled
980, 12.3188, Hover, Disabled
2587, 34.6497, Hover, Disabled
2588, 34.6649, Hover, Disabled
2589, 34.6796, Hover, Disabled
2590, 34.6920, Hover, Disabled
2591, 34.7063, Hover, Disabled
2592, 34.7203, Hover, Disabled
2593, 34.7346, Hover, Disabled
2594, 34.7478, Hover, Disabled
2595, 34.7619, Hover, Disabled
2596, 34.7758, Hover, Disabled
2597, 34.7889, Hover, Disabled
2598, 34.8037, Hover, Disabled
2599, 34.8177, Hover, Disabled
2600, 34.8309, Hover, Disabled
4142, 56.2475, Hover, Disabled
4227, 57.4279, Hover, Disabled
4228, 57.4418, Hover, Disabled
4229, 57.4560, Hover, Disabled
4230, 57.4691, Hover, Disabled
4231, 57.4831, Hover, Disabled
4232, 57.4975, Hover, Disabled
4233, 57.5107, Hover, Disabled
4234, 57.5249, Hover, Disabled
4235, 57.5390, Hover, Disabled
4236, 57.5520, Hover, Disabled
4237, 57.5665, Hover, Disabled
4238, 57.5804, Hover, Disabled
4239, 57.5944, Hover, Disabled
4240, 57.6078, Hover, Disabled
4241, 57.6224, Hover, Disabled
4242, 57.6359, Hover, Disabled
4243, 57.6495, Hover, Disabled
4244, 57.6638, Hover, Disabled
4245, 57.6782, Hover, Disabled
4246, 57.6912, Hover, Disabled
4247, 57.7052, Hover, Disabled
4248, 57.7198, Hover, Disabled
4249, 57.7329, Hover, Disabled
4250, 57.7476, Hover, Disabled
4251, 57.7611, Hover, Disabled
4252, 57.7750, Hover, Disabled
4253, 57.7882, Hover, Disabled
4254, 57.8025, Hover, Disabled
4255, 57.8165, Hover, Disabled
4256, 57.8304, Hover, Disabled
4257, 57.8450, Hover, Disabled
