Frame, Timestamp, Object, Section, State, Position_x, Position_y, Position_z, Rotation_x, Rotation_y, Rotation_z, Scale_x, Scale_y, Scale_z, RightHand_State, LeftHand_State
3141, 42.3496, baby_yoda, Juguetes, Select, 5.5180, 1.4191, 7.3020, 0.0000, 270.0002, 0.0000, 0.1060, 0.1060, 0.1060, Select, Normal
3144, 42.3878, baby_yoda, Juguetes, Select, 5.4787, 1.3798, 7.2305, 350.0113, 252.9461, 341.9127, 0.1060, 0.1060, 0.1060, Select, Normal
3147, 42.4284, baby_yoda, Juguetes, Select, 5.4688, 1.3568, 7.1098, 324.0002, 231.8539, 312.3937, 0.1060, 0.1060, 0.1060, Select, Normal
3150, 42.4693, baby_yoda, Juguetes, Select, 5.4857, 1.3575, 7.1025, 323.2361, 231.2409, 306.7521, 0.1060, 0.1060, 0.1060, Select, Normal
3153, 42.5114, baby_yoda, Juguetes, Select, 5.4958, 1.3587, 7.1089, 325.9709, 230.6922, 306.3635, 0.1060, 0.1060, 0.1060, Select, Normal
3156, 42.5521, baby_yoda, Juguetes, Select, 5.5010, 1.3603, 7.1146, 327.9108, 230.2103, 307.0040, 0.1060, 0.1060, 0.1060, Select, Normal
3159, 42.5953, baby_yoda, Juguetes, Select, 5.5096, 1.3634, 7.1265, 332.0619, 230.7003, 309.2704, 0.1060, 0.1060, 0.1060, Select, Normal
3162, 42.6362, baby_yoda, Juguetes, Select, 5.5213, 1.3659, 7.1358, 335.7035, 232.0185, 310.8083, 0.1060, 0.1060, 0.1060, Select, Normal
3165, 42.6787, baby_yoda, Juguetes, Select, 5.5317, 1.3664, 7.1419, 338.0631, 233.5983, 311.8796, 0.1060, 0.1060, 0.1060, Select, Normal
3168, 42.7195, baby_yoda, Juguetes, Select, 5.5387, 1.3659, 7.1447, 339.3644, 235.5771, 312.5936, 0.1060, 0.1060, 0.1060, Select, Normal
3171, 42.7611, baby_yoda, Juguetes, Select, 5.5390, 1.3640, 7.1416, 338.4554, 236.4306, 312.4679, 0.1060, 0.1060, 0.1060, Select, Normal
3174, 42.8031, baby_yoda, Juguetes, Select, 5.5371, 1.3622, 7.1364, 337.0857, 236.1683, 311.8271, 0.1060, 0.1060, 0.1060, Select, Normal
3177, 42.8443, baby_yoda, Juguetes, Select, 5.5370, 1.3623, 7.1313, 336.4150, 235.2682, 310.6439, 0.1060, 0.1060, 0.1060, Select, Normal
3180, 42.8864, baby_yoda, Juguetes, Select, 5.5353, 1.3636, 7.1282, 336.1787, 234.4145, 310.6612, 0.1060, 0.1060, 0.1060, Select, Normal
3183, 42.9274, baby_yoda, Juguetes, Select, 5.5328, 1.3673, 7.1235, 336.3091, 233.5148, 311.1120, 0.1060, 0.1060, 0.1060, Select, Normal
3186, 42.9689, baby_yoda, Juguetes, Select, 5.5313, 1.3718, 7.1198, 336.6270, 233.4057, 312.2565, 0.1060, 0.1060, 0.1060, Select, Normal
3189, 43.0105, baby_yoda, Juguetes, Select, 5.5293, 1.3752, 7.1187, 336.7657, 232.6114, 313.8705, 0.1060, 0.1060, 0.1060, Select, Normal
3192, 43.0527, baby_yoda, Juguetes, Select, 5.5258, 1.3793, 7.1178, 336.5041, 230.4440, 316.0205, 0.1060, 0.1060, 0.1060, Select, Normal
3195, 43.0945, baby_yoda, Juguetes, Select, 5.5237, 1.3839, 7.1133, 337.0727, 228.0251, 319.0377, 0.1060, 0.1060, 0.1060, Select, Normal
3197, 43.1262, baby_yoda, Juguetes, Select, 5.5255, 1.3863, 7.1124, 337.8443, 226.4418, 321.3394, 0.1060, 0.1060, 0.1060, Select, Normal
3200, 43.1657, baby_yoda, Juguetes, Select, 5.5273, 1.3893, 7.1113, 339.2786, 223.6023, 325.2104, 0.1060, 0.1060, 0.1060, Select, Normal
3203, 43.2061, baby_yoda, Juguetes, Select, 5.5272, 1.3917, 7.1092, 340.4745, 219.7245, 328.5946, 0.1060, 0.1060, 0.1060, Select, Normal
3206, 43.2475, baby_yoda, Juguetes, Select, 5.5307, 1.3920, 7.0959, 341.7870, 217.3149, 329.0137, 0.1060, 0.1060, 0.1060, Select, Normal
3209, 43.2887, baby_yoda, Juguetes, Select, 5.5277, 1.3928, 7.0839, 343.0564, 214.7632, 330.4983, 0.1060, 0.1060, 0.1060, Select, Normal
3212, 43.3297, baby_yoda, Juguetes, Select, 5.5064, 1.3891, 7.0676, 342.8173, 210.6520, 332.9533, 0.1060, 0.1060, 0.1060, Select, Normal
3215, 43.3714, baby_yoda, Juguetes, Select, 5.4757, 1.3842, 7.0527, 343.4984, 206.0843, 337.4132, 0.1060, 0.1060, 0.1060, Select, Normal
3218, 43.4137, baby_yoda, Juguetes, Select, 5.4483, 1.3751, 7.0320, 344.7254, 203.7976, 341.2760, 0.1060, 0.1060, 0.1060, Select, Normal
3221, 43.4558, baby_yoda, Juguetes, Select, 5.4498, 1.3647, 7.0228, 346.1964, 204.4163, 341.6959, 0.1060, 0.1060, 0.1060, Select, Normal
3224, 43.4975, baby_yoda, Juguetes, Select, 5.4417, 1.3584, 7.0106, 346.8609, 203.1455, 343.3946, 0.1060, 0.1060, 0.1060, Select, Normal
3227, 43.5397, baby_yoda, Juguetes, Select, 5.4497, 1.3497, 6.9941, 345.4873, 205.0488, 344.4572, 0.1060, 0.1060, 0.1060, Select, Normal
3230, 43.5806, baby_yoda, Juguetes, Select, 5.4515, 1.3428, 6.9797, 345.2343, 205.1939, 345.9852, 0.1060, 0.1060, 0.1060, Select, Normal
3233, 43.6227, baby_yoda, Juguetes, Select, 5.4401, 1.3352, 6.9656, 346.4178, 204.0707, 349.4447, 0.1060, 0.1060, 0.1060, Select, Normal
3236, 43.6639, baby_yoda, Juguetes, Select, 5.4310, 1.3315, 6.9553, 348.3376, 203.3889, 353.0982, 0.1060, 0.1060, 0.1060, Select, Normal
3239, 43.7061, baby_yoda, Juguetes, Select, 5.4284, 1.3201, 6.9407, 350.6698, 206.9750, 352.3577, 0.1060, 0.1060, 0.1060, Select, Normal
3242, 43.7472, baby_yoda, Juguetes, Select, 5.4232, 1.3043, 6.9213, 351.0767, 211.0943, 350.0729, 0.1060, 0.1060, 0.1060, Select, Normal
3245, 43.7883, baby_yoda, Juguetes, Select, 5.4222, 1.2920, 6.9060, 351.5171, 216.1344, 347.5707, 0.1060, 0.1060, 0.1060, Select, Normal
3248, 43.8296, baby_yoda, Juguetes, Select, 5.4250, 1.2797, 6.8911, 352.2398, 220.3599, 345.7182, 0.1060, 0.1060, 0.1060, Select, Normal
3251, 43.8714, baby_yoda, Juguetes, Select, 5.4303, 1.2642, 6.8811, 353.0364, 221.9291, 345.2216, 0.1060, 0.1060, 0.1060, Select, Normal
3254, 43.9130, baby_yoda, Juguetes, Select, 5.4289, 1.2479, 6.8668, 353.5873, 222.8593, 345.3180, 0.1060, 0.1060, 0.1060, Select, Normal
