Frame, Timestamp, TPHotspot, HMD_x, HMD_z, Duration, WasTP, ZOI, Distance, RightHand_State, LeftHand_State
630, 13.1948, TP_Juguetes2_Adjacent, 4.4915, 9.5684, 0.1059, False, Unknown, 0.0000, Hover, Disabled
679, 14.1579, TP_Juguetes2_Adjacent, 4.4974, 9.5684, 0.9054, False, Unknown, 0.0000, Hover, Disabled
1006, 20.6138, TP_Juguetes2_Adjacent, 4.4968, 9.5735, 6.2208, False, Unknown, 0.0000, Hover, Disabled
1779, 34.8202, TP_Juguetes2_Adjacent, 4.5627, 9.5825, 1.4732, False, Unknown, 0.0000, Disabled, Hover
1794, 35.0693, TP_Juguetes_Adjacent, 4.5678, 9.5834, 0.2491, False, Unknown, 0.0000, Disabled, Hover
1814, 35.4086, TP_Juguetes2_Adjacent, 4.5650, 9.5812, 0.3393, False, Unknown, 0.0000, Disabled, Hover
1822, 35.5723, TP_Juguetes_Adjacent, 4.5645, 9.5796, 0.1637, False, Unknown, 0.0000, Disabled, Hover
2447, 46.4106, TP_Juguetes2_Adjacent, 5.1940, 7.7099, 10.8384, True, Unknown, 1.9727, Disabled, Select
12783, 194.8059, TP_Mid_3, 4.8608, 6.9573, 1.2761, False, Unknown, 0.0000, Disabled, Hover
12939, 197.4172, TP_Mid_3, 4.8570, 6.9600, 2.0661, False, Unknown, 0.0000, Disabled, Disabled
13098, 200.0972, TP_Mid_3, 4.8557, 6.9635, 1.7357, False, Unknown, 0.0000, Disabled, Disabled
13615, 208.5696, TP_Mid_3, 4.9306, 7.0590, 0.0820, False, Unknown, 0.0000, Disabled, Hover
13680, 209.5438, TP_Mid_3, 4.9090, 7.0621, 0.9601, False, Unknown, 0.0000, Disabled, Hover
13781, 211.2627, TP_Mid_3, 4.9326, 7.1270, 1.2343, False, Unknown, 0.0000, Disabled, Hover
13869, 212.4977, TP_Mid, 4.8993, 7.2127, 1.2350, False, Unknown, 0.0000, Disabled, Hover
13939, 213.7645, TP_Mid_3, 4.8453, 7.0384, 1.2527, False, Unknown, 0.0000, Disabled, Hover
14162, 217.7882, TP_Mid_3, 4.7795, 6.9612, 2.8598, False, Unknown, 0.0000, Disabled, Hover
14501, 223.5262, TP_Mid_3, 4.7963, 6.9679, 5.2779, False, Unknown, 0.0000, Disabled, Hover
14932, 231.0212, TP_Mid_3, -1.1291, 7.1820, 5.9955, True, Unknown, 6.0912, Disabled, Select
14993, 232.0962, TP_Mid_4, -1.1704, 7.2217, 0.0704, False, Unknown, 0.0000, Disabled, Hover
15229, 236.6620, TP_Decoracion2_Adjacent, -1.2022, 7.3175, 0.0521, False, Unknown, 0.0000, Disabled, Hover
15251, 237.1203, TP_Decoracion_Adjacent, -1.2056, 7.3189, 0.1775, False, Unknown, 0.0000, Disabled, Hover
15342, 238.7741, TP_Decoracion_Adjacent, -1.1931, 7.3133, 1.1769, False, Unknown, 0.0000, Disabled, Hover
15358, 239.0811, TP_Decoracion2_Adjacent, -1.1736, 7.3252, 0.3070, False, Unknown, 0.0000, Disabled, Hover
15435, 240.4847, TP_Decoracion_Adjacent, -1.1652, 7.3405, 1.4037, False, Unknown, 0.0000, Disabled, Hover
15506, 241.7916, TP_Decoracion_Adjacent, -1.2004, 7.3285, 0.8191, False, Unknown, 0.0000, Disabled, Hover
16063, 252.4948, TP_Decoracion_Adjacent, -1.2150, 7.3356, 9.7759, False, Unknown, 0.0000, Disabled, Hover
16160, 254.2420, TP_Decoracion_Adjacent, -1.1717, 7.3532, 0.7609, False, Unknown, 0.0000, Disabled, Hover
16497, 260.3719, TP_Decoracion_Adjacent, -1.2201, 7.3310, 4.3080, False, Unknown, 0.0000, Disabled, Hover
16637, 262.8039, TP_Decoracion_Adjacent, -5.3590, 4.9920, 1.9856, True, Unknown, 10.8463, Disabled, Select
19209, 317.1141, TP_Mid_4, -5.2649, 5.0923, 0.2234, False, Unknown, 0.0000, Disabled, Hover
19261, 318.1393, TP_Mid_4, -5.2777, 5.1128, 0.0836, False, Unknown, 0.0000, Disabled, Hover
19733, 326.9596, TP_Mid_5, -5.2344, 5.0956, 1.1120, False, Unknown, 0.0000, Disabled, Hover
19960, 331.0829, TP_Mid_5, -5.2315, 5.0892, 3.3011, False, Unknown, 0.0000, Disabled, Hover
20090, 333.3787, TP_Mid_5, -5.2447, 5.0929, 1.2802, False, Unknown, 0.0000, Disabled, Hover
20111, 333.7637, TP_Moda2_Adjacent, -5.2474, 5.0909, 0.0900, False, Unknown, 0.0000, Disabled, Hover
20151, 334.4853, TP_Moda2_Adjacent, -5.2479, 5.0941, 0.1488, False, Unknown, 0.0000, Disabled, Hover
20229, 335.9034, TP_Mid_5, -5.2519, 5.0799, 1.0795, False, Unknown, 0.0000, Disabled, Hover
20425, 339.7090, TP_Mid_5, -5.2636, 5.0703, 2.9878, False, Unknown, 0.0000, Disabled, Hover
20478, 340.9720, TP_Mid_4, -5.3086, 5.0307, 1.1839, False, Unknown, 0.0000, Disabled, Hover
20527, 342.0698, TP_Mid_5, -5.3340, 5.0043, 0.3443, False, Unknown, 0.0000, Disabled, Hover
20709, 345.7629, TP_Mid_6, -5.2476, 5.1487, 0.3094, False, Unknown, 0.0000, Disabled, Hover
20829, 348.0147, TP_Mid_5, -5.2578, 5.0581, 2.0144, False, Unknown, 0.0000, Disabled, Hover
20851, 348.4991, TP_Mid_4, -5.3322, 4.9016, 0.2909, False, Unknown, 0.0000, Disabled, Hover
